x	y	z	ts
0,272782	-0,806381	10,188639	2020-10-29T19:30:38:298
0,351745	-1,009771	10,186246	2020-10-29T19:30:38:300
0,418744	-0,789631	10,176675	2020-10-29T19:30:38:301
0,002393	-0,741775	10,147961	2020-10-29T19:30:38:301
0,212961	-0,588634	9,889536	2020-10-29T19:30:38:302
0,229711	-0,600598	9,626326	2020-10-29T19:30:38:302
0,224925	-0,801596	9,501899	2020-10-29T19:30:38:315
0,564706	-0,971486	9,241080	2020-10-29T19:30:38:355
0,887737	-0,813560	9,434900	2020-10-29T19:30:38:359
0,509671	-1,323231	9,260223	2020-10-29T19:30:38:375
1,067199	-1,749153	9,119047	2020-10-29T19:30:38:395
1,100698	-1,584049	9,150154	2020-10-29T19:30:38:415
0,787239	-1,536192	9,190832	2020-10-29T19:30:38:436
0,442672	-1,593620	9,367901	2020-10-29T19:30:38:454
0,495314	-1,837688	9,427721	2020-10-29T19:30:38:476
0,559920	-2,127219	10,095319	2020-10-29T19:30:38:496
0,394816	-1,775474	9,659825	2020-10-29T19:30:38:516
0,229711	-0,610170	9,805787	2020-10-29T19:30:38:535
0,334995	-0,066999	9,798609	2020-10-29T19:30:38:556
0,638884	-0,291924	9,891929	2020-10-29T19:30:38:575
0,361316	-1,225125	10,150353	2020-10-29T19:30:38:596
0,500100	-1,859223	10,238889	2020-10-29T19:30:38:615
0,392423	-1,464408	10,016356	2020-10-29T19:30:38:636
0,598206	-0,928415	9,734003	2020-10-29T19:30:38:655
0,729811	-0,765703	9,375079	2020-10-29T19:30:38:676
1,131805	-0,904487	9,535398	2020-10-29T19:30:38:695
0,945165	-1,464408	9,595219	2020-10-29T19:30:38:717
0,380459	-2,605784	9,853643	2020-10-29T19:30:38:735
0,765703	-2,306681	9,537791	2020-10-29T19:30:38:755
0,887737	-1,928615	9,020942	2020-10-29T19:30:38:776
0,593420	-1,316052	8,822337	2020-10-29T19:30:38:796
0,897308	-1,426122	8,573483	2020-10-29T19:30:38:815
2,770889	0,346959	7,755138	2020-10-29T19:30:38:836
1,014557	-0,528814	8,157133	2020-10-29T19:30:38:855
0,239282	-0,473779	7,403394	2020-10-29T19:30:38:876
3,034099	-0,660419	6,307480	2020-10-29T19:30:38:895
3,050849	-0,547956	5,615955	2020-10-29T19:30:38:917
3,455236	-0,698704	4,716253	2020-10-29T19:30:38:936
3,936193	-1,349552	3,787838	2020-10-29T19:30:38:956
3,909872	-2,206182	3,239882	2020-10-29T19:30:38:975
4,017549	-3,639483	3,524628	2020-10-29T19:30:38:996
4,228118	-7,724032	4,232903	2020-10-29T19:30:39:016
3,785445	-8,968300	5,005785	2020-10-29T19:30:39:036
3,749553	-7,211967	4,883751	2020-10-29T19:30:39:055
4,914857	-6,295516	4,316652	2020-10-29T19:30:39:077
6,168696	-6,163911	3,728018	2020-10-29T19:30:39:095
7,290931	-7,310073	4,070191	2020-10-29T19:30:39:120
8,697910	-9,276974	3,969693	2020-10-29T19:30:39:157
11,203196	-10,671989	3,005385	2020-10-29T19:30:39:157
10,688738	-9,410972	1,569692	2020-10-29T19:30:39:183
11,112268	-9,808180	0,392423	2020-10-29T19:30:39:200
11,140982	-10,657632	0,502493	2020-10-29T19:30:39:231
13,237095	-13,127025	-0,069392	2020-10-29T19:30:39:238
13,945370	-12,792030	-0,521635	2020-10-29T19:30:39:259
13,598411	-11,976077	-1,495514	2020-10-29T19:30:39:276
12,516854	-10,609775	-1,854438	2020-10-29T19:30:39:295
12,095718	-10,246067	-1,514657	2020-10-29T19:30:39:316
11,586047	-9,300901	-1,258625	2020-10-29T19:30:39:336
11,243874	-9,255438	-0,866202	2020-10-29T19:30:39:358
10,990234	-7,585248	-1,050449	2020-10-29T19:30:39:376
10,284351	-6,568298	-1,323231	2020-10-29T19:30:39:397
10,107283	-5,560920	-1,330409	2020-10-29T19:30:39:417
10,449455	-4,658825	-1,885544	2020-10-29T19:30:39:439
11,162518	-4,668397	-3,036492	2020-10-29T19:30:39:456
11,117055	-5,063213	-3,259024	2020-10-29T19:30:39:478
10,619347	-6,156733	-2,596212	2020-10-29T19:30:39:496
9,992428	-4,558327	-1,119841	2020-10-29T19:30:39:518
10,293922	-3,402594	-1,502693	2020-10-29T19:30:39:536
10,066606	-4,335794	-2,249253	2020-10-29T19:30:39:558
8,965906	-6,113662	-1,974079	2020-10-29T19:30:39:576
8,090133	-7,487142	-1,045663	2020-10-29T19:30:39:598
8,453842	-7,329216	-0,447458	2020-10-29T19:30:39:616
7,774280	-6,678369	-0,193819	2020-10-29T19:30:39:638
7,685746	-6,376873	-0,047856	2020-10-29T19:30:39:656
8,147561	-7,077969	0,169890	2020-10-29T19:30:39:686
8,291130	-7,281359	0,586242	2020-10-29T19:30:39:696
8,173882	-6,491727	1,107877	2020-10-29T19:30:39:725
8,482556	-5,546563	2,115255	2020-10-29T19:30:39:736
9,011370	-4,768896	2,600998	2020-10-29T19:30:39:759
9,487542	-4,474578	2,545963	2020-10-29T19:30:39:777
9,990034	-3,639483	2,467000	2020-10-29T19:30:39:798
9,865608	-2,988636	2,079363	2020-10-29T19:30:39:817
9,918249	-2,766103	1,758725	2020-10-29T19:30:39:839
9,896714	-2,553142	1,466800	2020-10-29T19:30:39:857
10,191031	-2,490928	0,959522	2020-10-29T19:30:39:880
10,992627	-5,060820	0,684347	2020-10-29T19:30:39:898
12,282358	-5,381458	1,158126	2020-10-29T19:30:39:923
13,820943	-4,948357	1,100698	2020-10-29T19:30:39:938
13,459626	-4,668397	1,007378	2020-10-29T19:30:39:960
10,269995	-2,335395	1,220340	2020-10-29T19:30:39:978
7,441679	-1,363909	1,064806	2020-10-29T19:30:40:000
5,704489	-0,894916	1,591227	2020-10-29T19:30:40:018
5,572884	-2,170290	2,304288	2020-10-29T19:30:40:040
10,308280	-4,445865	0,777667	2020-10-29T19:30:50:128
9,750752	-4,280759	0,997807	2020-10-29T19:30:50:130
9,420543	-3,938586	0,861416	2020-10-29T19:30:50:131
8,939585	-3,828516	1,172483	2020-10-29T19:30:50:132
8,752945	-4,283153	1,387837	2020-10-29T19:30:50:159
8,628519	-4,668397	1,804188	2020-10-29T19:30:50:168
8,750552	-5,039285	1,983650	2020-10-29T19:30:50:182
9,193225	-5,405386	2,371287	2020-10-29T19:30:50:204
8,980263	-5,103891	1,933401	2020-10-29T19:30:50:222
8,906086	-4,730610	1,351945	2020-10-29T19:30:50:246
8,843873	-4,771288	1,304088	2020-10-29T19:30:50:262
8,494520	-5,484349	1,892723	2020-10-29T19:30:50:287
8,169096	-5,489135	2,464607	2020-10-29T19:30:50:304
8,324631	-5,350351	2,431108	2020-10-29T19:30:50:326
8,298308	-5,036892	1,964507	2020-10-29T19:30:50:342
8,013563	-4,948357	1,674976	2020-10-29T19:30:50:366
7,628319	-4,934000	1,653440	2020-10-29T19:30:50:383
7,161718	-4,704289	1,572084	2020-10-29T19:30:50:406
6,673582	-4,505685	1,550549	2020-10-29T19:30:50:423
6,518049	-4,541577	1,387837	2020-10-29T19:30:50:446
6,362515	-4,278367	1,167697	2020-10-29T19:30:50:463
6,276374	-4,201797	1,105484	2020-10-29T19:30:50:487
6,223732	-4,237689	1,143769	2020-10-29T19:30:50:503
6,470192	-4,409972	1,043271	2020-10-29T19:30:50:526
6,898508	-4,776074	1,040878	2020-10-29T19:30:50:544
7,386643	-4,744967	0,949951	2020-10-29T19:30:50:567
7,527820	-4,744967	0,952343	2020-10-29T19:30:50:583
7,759924	-4,886144	1,064806	2020-10-29T19:30:50:607
8,157133	-4,993821	1,117448	2020-10-29T19:30:50:623
9,949356	-5,182854	1,048056	2020-10-29T19:30:50:648
12,739388	-5,850451	1,004985	2020-10-29T19:30:50:663
13,174881	-6,123233	1,280160	2020-10-29T19:30:50:687
12,277573	-5,862415	1,421337	2020-10-29T19:30:50:703
10,514063	-5,350351	1,663012	2020-10-29T19:30:50:727
8,551948	-4,945964	1,849652	2020-10-29T19:30:50:743
