light_level	ts
0,000000	2020-10-29T19:30:38:301
0,000000	2020-10-29T19:30:38:477
0,000000	2020-10-29T19:30:38:718
0,000000	2020-10-29T19:30:38:957
0,000000	2020-10-29T19:30:39:200
0,000000	2020-10-29T19:30:39:439
0,000000	2020-10-29T19:30:39:687
0,000000	2020-10-29T19:30:39:922
0,000000	2020-10-29T19:30:50:133
0,000000	2020-10-29T19:30:50:368
0,000000	2020-10-29T19:30:50:608
0,000000	2020-10-29T19:30:50:848
0,000000	2020-10-29T19:30:51:089
0,000000	2020-10-29T19:30:51:330
0,000000	2020-10-29T19:30:51:569
0,000000	2020-10-29T19:30:51:809
0,000000	2020-10-29T19:30:52:049
0,000000	2020-10-29T19:30:52:292
0,000000	2020-10-29T19:30:52:531
0,000000	2020-10-29T19:30:52:772
0,000000	2020-10-29T19:30:53:010
0,000000	2020-10-29T19:30:53:251
0,000000	2020-10-29T19:30:53:491
0,000000	2020-10-29T19:30:53:731
0,000000	2020-10-29T19:30:53:972
0,000000	2020-10-29T19:30:54:212
0,000000	2020-10-29T19:30:54:451
0,000000	2020-10-29T19:30:54:692
0,000000	2020-10-29T19:30:54:932
0,000000	2020-10-29T19:30:55:172
0,000000	2020-10-29T19:30:55:412
0,000000	2020-10-29T19:30:55:652
0,000000	2020-10-29T19:30:55:894
0,000000	2020-10-29T19:30:56:133
0,000000	2020-10-29T19:30:56:373
0,000000	2020-10-29T19:30:56:613
0,000000	2020-10-29T19:30:56:854
0,000000	2020-10-29T19:30:57:094
0,000000	2020-10-29T19:30:57:334
0,000000	2020-10-29T19:30:57:573
0,000000	2020-10-29T19:30:57:816
0,000000	2020-10-29T19:30:58:055
0,000000	2020-10-29T19:30:58:296
0,000000	2020-10-29T19:30:58:536
0,000000	2020-10-29T19:30:58:776
0,000000	2020-10-29T19:30:59:016
0,000000	2020-10-29T19:30:59:256
0,000000	2020-10-29T19:30:59:497
0,000000	2020-10-29T19:30:59:740
0,000000	2020-10-29T19:30:59:977
0,000000	2020-10-29T19:31:00:317
0,000000	2020-10-29T19:31:00:467
0,000000	2020-10-29T19:31:00:699
0,000000	2020-10-29T19:31:00:938
0,000000	2020-10-29T19:31:09:302
0,000000	2020-10-29T19:31:09:543
0,000000	2020-10-29T19:31:09:781
0,000000	2020-10-29T19:31:10:023
0,000000	2020-10-29T19:31:10:262
0,000000	2020-10-29T19:31:10:502
0,000000	2020-10-29T19:31:10:743
0,000000	2020-10-29T19:31:10:983
0,000000	2020-10-29T19:31:11:223
0,000000	2020-10-29T19:31:11:465
0,000000	2020-10-29T19:31:11:703
0,000000	2020-10-29T19:31:11:944
0,000000	2020-10-29T19:31:12:184
0,000000	2020-10-29T19:31:12:424
0,000000	2020-10-29T19:31:12:665
0,000000	2020-10-29T19:31:12:905
0,000000	2020-10-29T19:31:13:145
0,000000	2020-10-29T19:31:13:385
0,000000	2020-10-29T19:31:13:625
0,000000	2020-10-29T19:31:13:866
0,000000	2020-10-29T19:31:14:105
0,000000	2020-10-29T19:31:14:346
0,000000	2020-10-29T19:31:14:588
0,000000	2020-10-29T19:31:14:827
0,000000	2020-10-29T19:31:15:068
0,000000	2020-10-29T19:31:15:307
0,000000	2020-10-29T19:31:15:546
0,000000	2020-10-29T19:31:15:787
0,000000	2020-10-29T19:31:16:028
0,000000	2020-10-29T19:31:16:269
0,000000	2020-10-29T19:31:16:508
0,000000	2020-10-29T19:31:16:748
0,000000	2020-10-29T19:31:16:989
0,000000	2020-10-29T19:31:17:229
0,000000	2020-10-29T19:31:17:472
0,000000	2020-10-29T19:31:17:710
0,000000	2020-10-29T19:31:17:950
0,000000	2020-10-29T19:31:18:191
0,000000	2020-10-29T19:31:18:432
0,000000	2020-10-29T19:31:18:672
0,000000	2020-10-29T19:31:18:912
0,000000	2020-10-29T19:31:19:153
0,000000	2020-10-29T19:31:19:393
0,000000	2020-10-29T19:31:19:632
0,000000	2020-10-29T19:31:19:873
0,000000	2020-10-29T19:31:20:113
0,000000	2020-10-29T19:31:20:353
0,000000	2020-10-29T19:31:20:593
0,000000	2020-10-29T19:31:20:833
0,000000	2020-10-29T19:31:21:074
0,000000	2020-10-29T19:31:21:313
0,000000	2020-10-29T19:31:21:554
0,000000	2020-10-29T19:31:21:794
0,000000	2020-10-29T19:31:22:034
0,000000	2020-10-29T19:31:22:275
0,000000	2020-10-29T19:31:22:515
0,000000	2020-10-29T19:31:22:755
0,000000	2020-10-29T19:31:22:996
0,000000	2020-10-29T19:31:23:236
