light_intensity	ts
2097152,000000	2020-10-29T19:30:38:316
2097152,000000	2020-10-29T19:30:38:360
2520241,000000	2020-10-29T19:30:38:396
2521277,000000	2020-10-29T19:30:38:436
2523249,000000	2020-10-29T19:30:38:477
2524630,000000	2020-10-29T19:30:38:516
2525182,000000	2020-10-29T19:30:38:556
2526117,000000	2020-10-29T19:30:38:596
2526979,000000	2020-10-29T19:30:38:636
2528078,000000	2020-10-29T19:30:38:677
2529074,000000	2020-10-29T19:30:38:718
2128792,000000	2020-10-29T19:30:38:756
2129111,000000	2020-10-29T19:30:38:796
2129733,000000	2020-10-29T19:30:38:837
2130740,000000	2020-10-29T19:30:38:876
2131180,000000	2020-10-29T19:30:38:918
2103145,000000	2020-10-29T19:30:38:958
2103899,000000	2020-10-29T19:30:38:997
2099954,000000	2020-10-29T19:30:39:037
2096289,000000	2020-10-29T19:30:39:077
2093699,000000	2020-10-29T19:30:39:121
2082289,000000	2020-10-29T19:30:39:158
2079879,000000	2020-10-29T19:30:39:201
2076548,000000	2020-10-29T19:30:39:258
2073114,000000	2020-10-29T19:30:39:277
2069738,000000	2020-10-29T19:30:39:317
2060134,000000	2020-10-29T19:30:39:358
2045285,000000	2020-10-29T19:30:39:398
2027620,000000	2020-10-29T19:30:39:439
2006672,000000	2020-10-29T19:30:39:479
1983526,000000	2020-10-29T19:30:39:519
1963142,000000	2020-10-29T19:30:39:559
1946105,000000	2020-10-29T19:30:39:599
1928608,000000	2020-10-29T19:30:39:638
1908640,000000	2020-10-29T19:30:39:687
1877836,000000	2020-10-29T19:30:39:726
1841025,000000	2020-10-29T19:30:39:760
1806754,000000	2020-10-29T19:30:39:798
1778884,000000	2020-10-29T19:30:39:840
1758120,000000	2020-10-29T19:30:39:882
1742028,000000	2020-10-29T19:30:39:923
1724226,000000	2020-10-29T19:30:39:961
1704519,000000	2020-10-29T19:30:40:001
1686642,000000	2020-10-29T19:30:40:041
1847894,000000	2020-10-29T19:30:50:130
1843291,000000	2020-10-29T19:30:50:133
1839975,000000	2020-10-29T19:30:50:169
1838788,000000	2020-10-29T19:30:50:205
1838382,000000	2020-10-29T19:30:50:247
1827044,000000	2020-10-29T19:30:50:288
1809031,000000	2020-10-29T19:30:50:327
1793455,000000	2020-10-29T19:30:50:368
1785353,000000	2020-10-29T19:30:50:407
1781681,000000	2020-10-29T19:30:50:447
1781187,000000	2020-10-29T19:30:50:488
1783569,000000	2020-10-29T19:30:50:527
1785640,000000	2020-10-29T19:30:50:568
