light_level	ts
0,000000	2020-10-13T23:02:42:124
0,000000	2020-10-13T23:02:42:124
0,000000	2020-10-13T23:02:42:211
0,000000	2020-10-13T23:02:42:451
0,000000	2020-10-13T23:02:42:692
0,000000	2020-10-13T23:02:42:932
0,000000	2020-10-13T23:02:43:180
0,000000	2020-10-13T23:02:43:416
0,000000	2020-10-13T23:02:43:656
0,000000	2020-10-13T23:02:43:896
0,000000	2020-10-13T23:02:44:138
0,000000	2020-10-13T23:02:44:378
0,000000	2020-10-13T23:02:44:617
0,000000	2020-10-13T23:02:44:858
0,000000	2020-10-13T23:02:45:100
0,000000	2020-10-13T23:02:45:341
0,000000	2020-10-13T23:02:45:579
0,000000	2020-10-13T23:02:45:819
0,000000	2020-10-13T23:02:46:059
0,000000	2020-10-13T23:02:46:300
0,000000	2020-10-13T23:02:46:540
0,000000	2020-10-13T23:02:46:780
0,000000	2020-10-13T23:02:47:020
0,000000	2020-10-13T23:02:47:261
0,000000	2020-10-13T23:02:47:501
0,000000	2020-10-13T23:02:47:741
0,000000	2020-10-13T23:02:47:983
0,000000	2020-10-13T23:02:48:223
0,000000	2020-10-13T23:02:48:463
0,000000	2020-10-13T23:02:48:703
0,000000	2020-10-13T23:02:48:944
0,000000	2020-10-13T23:02:49:183
0,000000	2020-10-13T23:02:49:424
0,000000	2020-10-13T23:02:49:664
0,000000	2020-10-13T23:02:49:904
0,000000	2020-10-13T23:02:50:144
0,000000	2020-10-13T23:02:50:387
0,000000	2020-10-13T23:02:50:625
0,000000	2020-10-13T23:02:50:865
0,000000	2020-10-13T23:02:51:106
0,000000	2020-10-13T23:02:51:347
0,000000	2020-10-13T23:02:51:587
0,000000	2020-10-13T23:02:51:826
0,000000	2020-10-13T23:02:52:069
0,000000	2020-10-13T23:02:52:307
0,000000	2020-10-13T23:02:52:547
0,000000	2020-10-13T23:02:52:787
0,000000	2020-10-13T23:02:53:039
0,000000	2020-10-13T23:02:53:267
0,000000	2020-10-13T23:02:53:508
0,000000	2020-10-13T23:02:53:749
0,000000	2020-10-13T23:02:53:987
0,000000	2020-10-13T23:02:54:229
0,000000	2020-10-13T23:02:54:467
0,000000	2020-10-13T23:02:54:707
0,000000	2020-10-13T23:02:54:948
0,000000	2020-10-13T23:02:55:188
0,000000	2020-10-13T23:02:55:429
0,000000	2020-10-13T23:02:55:668
0,000000	2020-10-13T23:02:56:128
0,000000	2020-10-13T23:02:56:148
0,000000	2020-10-13T23:02:56:395
0,000000	2020-10-13T23:02:56:632
0,000000	2020-10-13T23:02:56:871
0,000000	2020-10-13T23:02:57:111
0,000000	2020-10-13T23:02:57:351
0,000000	2020-10-13T23:02:57:591
0,000000	2020-10-13T23:02:57:831
0,000000	2020-10-13T23:02:58:071
0,000000	2020-10-13T23:02:58:311
0,000000	2020-10-13T23:02:58:554
0,000000	2020-10-13T23:02:58:793
0,000000	2020-10-13T23:02:59:032
0,000000	2020-10-13T23:02:59:273
0,000000	2020-10-13T23:02:59:513
0,000000	2020-10-13T23:02:59:753
0,000000	2020-10-13T23:02:59:993
0,000000	2020-10-13T23:03:00:233
0,000000	2020-10-13T23:03:00:474
0,000000	2020-10-13T23:03:00:715
0,000000	2020-10-13T23:03:00:954
0,000000	2020-10-13T23:03:01:194
0,000000	2020-10-13T23:03:01:435
0,000000	2020-10-13T23:03:01:678
0,000000	2020-10-13T23:03:01:915
0,000000	2020-10-13T23:03:02:156
0,000000	2020-10-13T23:03:02:395
0,000000	2020-10-13T23:03:02:636
0,000000	2020-10-13T23:03:02:876
0,000000	2020-10-13T23:03:03:116
0,000000	2020-10-13T23:03:03:357
0,000000	2020-10-13T23:03:03:596
0,000000	2020-10-13T23:03:03:837
0,000000	2020-10-13T23:03:04:093
0,000000	2020-10-13T23:03:04:317
0,000000	2020-10-13T23:03:04:557
0,000000	2020-10-13T23:03:04:798
0,000000	2020-10-13T23:03:05:038
0,000000	2020-10-13T23:03:05:278
0,000000	2020-10-13T23:03:05:521
0,000000	2020-10-13T23:03:05:760
0,000000	2020-10-13T23:03:05:999
0,000000	2020-10-13T23:03:06:239
0,000000	2020-10-13T23:03:06:479
0,000000	2020-10-13T23:03:06:720
0,000000	2020-10-13T23:03:06:961
0,000000	2020-10-13T23:03:07:201
0,000000	2020-10-13T23:03:07:440
0,000000	2020-10-13T23:03:07:680
0,000000	2020-10-13T23:03:07:921
0,000000	2020-10-13T23:03:08:161
0,000000	2020-10-13T23:03:08:402
0,000000	2020-10-13T23:03:08:641
0,000000	2020-10-13T23:03:08:881
0,000000	2020-10-13T23:03:09:123
0,000000	2020-10-13T23:03:09:363
0,000000	2020-10-13T23:03:09:603
0,000000	2020-10-13T23:03:09:843
0,000000	2020-10-13T23:03:10:083
0,000000	2020-10-13T23:03:10:324
0,000000	2020-10-13T23:03:10:565
0,000000	2020-10-13T23:03:10:803
0,000000	2020-10-13T23:03:11:045
0,000000	2020-10-13T23:03:11:285
0,000000	2020-10-13T23:03:11:524
0,000000	2020-10-13T23:03:11:766
0,000000	2020-10-13T23:03:12:004
0,000000	2020-10-13T23:03:12:245
0,000000	2020-10-13T23:03:12:486
0,000000	2020-10-13T23:03:12:725
0,000000	2020-10-13T23:03:12:967
0,000000	2020-10-13T23:03:13:206
0,000000	2020-10-13T23:03:13:446
0,000000	2020-10-13T23:03:13:687
0,000000	2020-10-13T23:03:13:927
0,000000	2020-10-13T23:03:14:168
0,000000	2020-10-13T23:03:14:407
0,000000	2020-10-13T23:03:14:647
0,000000	2020-10-13T23:03:14:888
0,000000	2020-10-13T23:03:15:128
0,000000	2020-10-13T23:03:15:368
0,000000	2020-10-13T23:03:15:609
0,000000	2020-10-13T23:03:15:849
0,000000	2020-10-13T23:03:16:089
0,000000	2020-10-13T23:03:16:329
0,000000	2020-10-13T23:03:16:570
0,000000	2020-10-13T23:03:16:810
0,000000	2020-10-13T23:03:17:051
0,000000	2020-10-13T23:03:17:296
0,000000	2020-10-13T23:03:17:530
0,000000	2020-10-13T23:03:17:772
0,000000	2020-10-13T23:03:18:011
0,000000	2020-10-13T23:03:18:251
0,000000	2020-10-13T23:03:18:491
0,000000	2020-10-13T23:03:18:731
0,000000	2020-10-13T23:03:18:972
0,000000	2020-10-13T23:03:19:212
0,000000	2020-10-13T23:03:19:452
0,000000	2020-10-13T23:03:19:692
0,000000	2020-10-13T23:03:19:933
0,000000	2020-10-13T23:03:20:173
0,000000	2020-10-13T23:03:20:413
0,000000	2020-10-13T23:03:20:653
0,000000	2020-10-13T23:03:20:894
0,000000	2020-10-13T23:03:21:133
