x	y	z	ts
0,265531	-0,654172	9,781203	2020-10-13T23:02:42:123
0,263977	-0,652672	9,781345	2020-10-13T23:02:42:123
0,278122	-0,670877	9,779721	2020-10-13T23:02:42:123
0,275437	-0,668396	9,779967	2020-10-13T23:02:42:124
0,273197	-0,663167	9,780386	2020-10-13T23:02:42:124
0,271729	-0,661369	9,780549	2020-10-13T23:02:42:125
0,272243	-0,662908	9,780431	2020-10-13T23:02:42:125
0,271817	-0,662172	9,780492	2020-10-13T23:02:42:125
0,275108	-0,665360	9,780184	2020-10-13T23:02:42:126
0,280921	-0,666141	9,779965	2020-10-13T23:02:42:126
0,280799	-0,666244	9,779962	2020-10-13T23:02:42:133
0,280544	-0,666458	9,779955	2020-10-13T23:02:42:133
0,280770	-0,668097	9,779837	2020-10-13T23:02:42:134
0,277729	-0,668674	9,779883	2020-10-13T23:02:42:151
0,218784	-0,610672	9,785172	2020-10-13T23:02:42:170
0,222122	-0,612790	9,784965	2020-10-13T23:02:42:191
0,322883	-0,661067	9,779015	2020-10-13T23:02:42:212
0,249868	-0,699151	9,778503	2020-10-13T23:02:42:230
0,249578	-0,692461	9,778987	2020-10-13T23:02:42:250
0,251027	-0,692217	9,778968	2020-10-13T23:02:42:271
0,252834	-0,692571	9,778896	2020-10-13T23:02:42:290
0,255776	-0,691609	9,778888	2020-10-13T23:02:42:311
0,256998	-0,689492	9,779005	2020-10-13T23:02:42:331
0,255824	-0,688404	9,779112	2020-10-13T23:02:42:350
0,257353	-0,689056	9,779026	2020-10-13T23:02:42:370
0,260511	-0,688978	9,778948	2020-10-13T23:02:42:391
0,261113	-0,689662	9,778884	2020-10-13T23:02:42:410
0,261842	-0,693693	9,778580	2020-10-13T23:02:42:431
0,247540	-0,730451	9,776275	2020-10-13T23:02:42:452
0,312916	-0,722114	9,775021	2020-10-13T23:02:42:471
0,311683	-0,719257	9,775270	2020-10-13T23:02:42:490
0,309494	-0,718930	9,775364	2020-10-13T23:02:42:511
0,307476	-0,720956	9,775278	2020-10-13T23:02:42:531
0,307339	-0,717361	9,775547	2020-10-13T23:02:42:551
0,304450	-0,718429	9,775559	2020-10-13T23:02:42:571
