light_intensity	ts
2097152,000000	2020-10-29T19:38:42:500
2097152,000000	2020-10-29T19:38:42:557
2097152,000000	2020-10-29T19:38:42:582
2759054,000000	2020-10-29T19:38:42:622
2759398,000000	2020-10-29T19:38:42:661
2758887,000000	2020-10-29T19:38:42:703
2756038,000000	2020-10-29T19:38:42:741
2753617,000000	2020-10-29T19:38:42:782
2751630,000000	2020-10-29T19:38:42:822
2750394,000000	2020-10-29T19:38:42:861
2749347,000000	2020-10-29T19:38:42:902
2748209,000000	2020-10-29T19:38:42:943
2151965,000000	2020-10-29T19:38:42:984
2151965,000000	2020-10-29T19:38:43:022
2143826,000000	2020-10-29T19:38:43:063
2140157,000000	2020-10-29T19:38:43:104
2079496,000000	2020-10-29T19:38:43:143
2068633,000000	2020-10-29T19:38:43:184
2057007,000000	2020-10-29T19:38:43:289
2043706,000000	2020-10-29T19:38:43:291
2028930,000000	2020-10-29T19:38:43:365
1947658,000000	2020-10-29T19:38:43:366
1883770,000000	2020-10-29T19:38:43:383
1826957,000000	2020-10-29T19:38:43:424
1782816,000000	2020-10-29T19:38:43:463
1749439,000000	2020-10-29T19:38:43:504
1967872,000000	2020-10-29T19:38:43:547
1939340,000000	2020-10-29T19:38:43:584
1909674,000000	2020-10-29T19:38:43:624
1879296,000000	2020-10-29T19:38:43:668
1851395,000000	2020-10-29T19:38:43:704
1826398,000000	2020-10-29T19:38:43:744
1803675,000000	2020-10-29T19:38:43:787
1783955,000000	2020-10-29T19:38:43:827
1765591,000000	2020-10-29T19:38:43:865
1749651,000000	2020-10-29T19:38:43:910
1730075,000000	2020-10-29T19:38:43:945
1697112,000000	2020-10-29T19:38:43:987
1663430,000000	2020-10-29T19:38:44:027
1639164,000000	2020-10-29T19:38:44:067
1625502,000000	2020-10-29T19:38:44:107
1619284,000000	2020-10-29T19:38:44:151
1615527,000000	2020-10-29T19:38:44:194
2444968,000000	2020-10-29T19:38:52:127
2447162,000000	2020-10-29T19:38:52:147
2450272,000000	2020-10-29T19:38:52:181
2452897,000000	2020-10-29T19:38:52:247
2455788,000000	2020-10-29T19:38:52:264
2460605,000000	2020-10-29T19:38:52:296
2464258,000000	2020-10-29T19:38:52:340
2466019,000000	2020-10-29T19:38:52:381
2538073,000000	2020-10-29T19:38:52:905
2544299,000000	2020-10-29T19:38:52:939
2549250,000000	2020-10-29T19:38:52:980
2550214,000000	2020-10-29T19:38:53:018
2552178,000000	2020-10-29T19:38:53:062
2555791,000000	2020-10-29T19:38:53:098
2560768,000000	2020-10-29T19:38:53:140
2567510,000000	2020-10-29T19:38:53:179
2575701,000000	2020-10-29T19:38:53:220
2582227,000000	2020-10-29T19:38:53:259
2588675,000000	2020-10-29T19:38:53:301
2594729,000000	2020-10-29T19:38:53:339
2599856,000000	2020-10-29T19:38:53:380
2604252,000000	2020-10-29T19:38:53:419
2609262,000000	2020-10-29T19:38:53:461
2614831,000000	2020-10-29T19:38:53:499
2619553,000000	2020-10-29T19:38:53:541
2624170,000000	2020-10-29T19:38:53:580
2627788,000000	2020-10-29T19:38:53:621
2630564,000000	2020-10-29T19:38:53:660
2631700,000000	2020-10-29T19:38:53:700
2629279,000000	2020-10-29T19:38:53:739
2621554,000000	2020-10-29T19:38:53:782
2607551,000000	2020-10-29T19:38:53:819
2597664,000000	2020-10-29T19:38:53:861
2589738,000000	2020-10-29T19:38:53:900
2582833,000000	2020-10-29T19:38:53:940
2575919,000000	2020-10-29T19:38:53:980
2568992,000000	2020-10-29T19:38:54:022
2561040,000000	2020-10-29T19:38:54:060
2553340,000000	2020-10-29T19:38:54:100
2546034,000000	2020-10-29T19:38:54:140
2539017,000000	2020-10-29T19:38:54:181
2532002,000000	2020-10-29T19:38:54:220
2516257,000000	2020-10-29T19:38:54:263
2486106,000000	2020-10-29T19:38:54:300
2451278,000000	2020-10-29T19:38:54:341
2421714,000000	2020-10-29T19:38:54:380
2398901,000000	2020-10-29T19:38:54:421
2382073,000000	2020-10-29T19:38:54:460
2368638,000000	2020-10-29T19:38:54:503
2358132,000000	2020-10-29T19:38:54:540
2347296,000000	2020-10-29T19:38:54:581
2335717,000000	2020-10-29T19:38:54:621
2321509,000000	2020-10-29T19:38:54:661
2307473,000000	2020-10-29T19:38:54:700
2295520,000000	2020-10-29T19:38:54:744
2284977,000000	2020-10-29T19:38:54:781
2275184,000000	2020-10-29T19:38:54:821
2265598,000000	2020-10-29T19:38:54:861
2248568,000000	2020-10-29T19:38:54:901
2210160,000000	2020-10-29T19:38:54:940
2162702,000000	2020-10-29T19:38:54:984
2116758,000000	2020-10-29T19:38:55:021
2079235,000000	2020-10-29T19:38:55:062
2050120,000000	2020-10-29T19:38:55:101
2029218,000000	2020-10-29T19:38:55:141
2012779,000000	2020-10-29T19:38:55:181
1997052,000000	2020-10-29T19:38:55:223
1980082,000000	2020-10-29T19:38:55:261
1963924,000000	2020-10-29T19:38:55:302
1949922,000000	2020-10-29T19:38:55:341
1939955,000000	2020-10-29T19:38:55:383
1932498,000000	2020-10-29T19:38:55:421
1926665,000000	2020-10-29T19:38:55:464
1923015,000000	2020-10-29T19:38:55:502
1911881,000000	2020-10-29T19:38:55:542
1883228,000000	2020-10-29T19:38:55:582
1850836,000000	2020-10-29T19:38:55:622
1825140,000000	2020-10-29T19:38:55:662
1807663,000000	2020-10-29T19:38:55:704
1795970,000000	2020-10-29T19:38:55:741
1789381,000000	2020-10-29T19:38:55:783
1785769,000000	2020-10-29T19:38:55:822
1784552,000000	2020-10-29T19:38:55:863
1783473,000000	2020-10-29T19:38:55:902
1781146,000000	2020-10-29T19:38:55:943
1778423,000000	2020-10-29T19:38:55:982
1777202,000000	2020-10-29T19:38:56:023
1777356,000000	2020-10-29T19:38:56:062
1778840,000000	2020-10-29T19:38:56:103
1781528,000000	2020-10-29T19:38:56:142
1780536,000000	2020-10-29T19:38:56:184
1762080,000000	2020-10-29T19:38:56:222
1737394,000000	2020-10-29T19:38:56:264
1715408,000000	2020-10-29T19:38:56:302
1704723,000000	2020-10-29T19:38:56:343
1702965,000000	2020-10-29T19:38:56:383
1707497,000000	2020-10-29T19:38:56:424
1714827,000000	2020-10-29T19:38:56:462
1722009,000000	2020-10-29T19:38:56:503
1727680,000000	2020-10-29T19:38:56:542
1733356,000000	2020-10-29T19:38:56:583
1739304,000000	2020-10-29T19:38:56:623
1745656,000000	2020-10-29T19:38:56:665
1752720,000000	2020-10-29T19:38:56:703
1759945,000000	2020-10-29T19:38:56:743
