light_intensity	ts
2097152,000000	2020-10-13T22:47:48:172
2097152,000000	2020-10-13T22:47:48:178
2764493,000000	2020-10-13T22:47:48:219
2765007,000000	2020-10-13T22:47:48:259
2765594,000000	2020-10-13T22:47:48:300
2766214,000000	2020-10-13T22:47:48:339
2766719,000000	2020-10-13T22:47:48:378
2767363,000000	2020-10-13T22:47:48:418
2767245,000000	2020-10-13T22:47:48:459
2766739,000000	2020-10-13T22:47:48:499
2766394,000000	2020-10-13T22:47:48:543
2171120,000000	2020-10-13T22:47:48:583
2170742,000000	2020-10-13T22:47:48:619
2170570,000000	2020-10-13T22:47:48:659
2170502,000000	2020-10-13T22:47:48:699
2170223,000000	2020-10-13T22:47:48:739
2119069,000000	2020-10-13T22:47:48:780
2119314,000000	2020-10-13T22:47:48:819
2119322,000000	2020-10-13T22:47:48:859
2120166,000000	2020-10-13T22:47:48:900
2120428,000000	2020-10-13T22:47:48:939
2076340,000000	2020-10-13T22:47:48:979
2078118,000000	2020-10-13T22:47:49:022
2079805,000000	2020-10-13T22:47:49:059
2081459,000000	2020-10-13T22:47:49:101
2082828,000000	2020-10-13T22:47:49:142
2083352,000000	2020-10-13T22:47:49:181
2080933,000000	2020-10-13T22:47:49:221
2077173,000000	2020-10-13T22:47:49:264
2074765,000000	2020-10-13T22:47:49:301
2071999,000000	2020-10-13T22:47:49:342
2069484,000000	2020-10-13T22:47:49:382
2068399,000000	2020-10-13T22:47:49:422
2066953,000000	2020-10-13T22:47:49:462
2066410,000000	2020-10-13T22:47:49:507
2065690,000000	2020-10-13T22:47:49:542
2065277,000000	2020-10-13T22:47:49:582
2064550,000000	2020-10-13T22:47:49:621
2065357,000000	2020-10-13T22:47:49:662
2065974,000000	2020-10-13T22:47:49:703
2067918,000000	2020-10-13T22:47:49:746
2068888,000000	2020-10-13T22:47:49:783
2070644,000000	2020-10-13T22:47:49:823
2072893,000000	2020-10-13T22:47:49:864
2074341,000000	2020-10-13T22:47:49:903
2073328,000000	2020-10-13T22:47:49:942
2069862,000000	2020-10-13T22:47:49:986
2066519,000000	2020-10-13T22:47:50:038
2063534,000000	2020-10-13T22:47:50:063
2061160,000000	2020-10-13T22:47:50:102
2059960,000000	2020-10-13T22:47:50:142
2059157,000000	2020-10-13T22:47:50:182
