1602622601.000000, IBI
14.515625,0.796875
15.406250,0.890625
16.359375,0.953125
17.187500,0.828125
18.031250,0.843750
18.921875,0.890625
19.812500,0.890625
20.578125,0.765625
21.328125,0.750000
22.093750,0.765625
22.890625,0.796875
23.640625,0.750000
24.375000,0.734375
25.140625,0.765625
25.984375,0.843750
26.765625,0.781250
27.468750,0.703125
28.203125,0.734375
28.984375,0.781250
29.765625,0.781250
30.531250,0.765625
31.359375,0.828125
32.234375,0.875000
33.031250,0.796875
33.843750,0.812500
34.687500,0.843750
35.500000,0.812500
36.203125,0.703125
36.937500,0.734375
37.671875,0.734375
38.437500,0.765625
39.140625,0.703125
39.875000,0.734375
40.671875,0.796875
41.515625,0.843750
42.296875,0.781250
43.156250,0.859375
44.046875,0.890625
44.906250,0.859375
45.687500,0.781250
46.515625,0.828125
47.312500,0.796875
48.093750,0.781250
48.812500,0.718750
49.500000,0.687500
50.156250,0.656250
50.875000,0.718750
51.734375,0.859375
52.531250,0.796875
53.328125,0.796875
54.218750,0.890625
55.156250,0.937500
56.000000,0.843750
56.750000,0.750000
57.578125,0.828125
58.468750,0.890625
59.375000,0.906250
60.156250,0.781250
60.953125,0.796875
61.796875,0.843750
62.703125,0.906250
63.531250,0.828125
64.328125,0.796875
65.203125,0.875000
66.109375,0.906250
67.000000,0.890625
67.765625,0.765625
68.562500,0.796875
69.375000,0.812500
70.140625,0.765625
70.859375,0.718750
71.578125,0.718750
72.328125,0.750000
73.140625,0.812500
73.906250,0.765625
74.703125,0.796875
75.593750,0.890625
76.484375,0.890625
77.281250,0.796875
78.078125,0.796875
78.828125,0.750000
79.531250,0.703125
80.203125,0.671875
80.890625,0.687500
81.640625,0.750000
82.375000,0.734375
83.171875,0.796875
84.062500,0.890625
84.937500,0.875000
85.750000,0.812500
86.593750,0.843750
87.437500,0.843750
88.218750,0.781250
88.984375,0.765625
89.734375,0.750000
90.515625,0.781250
91.234375,0.718750
91.921875,0.687500
92.625000,0.703125
93.375000,0.750000
94.125000,0.750000
94.843750,0.718750
95.656250,0.812500
96.531250,0.875000
97.406250,0.875000
98.171875,0.765625
98.953125,0.781250
99.812500,0.859375
100.609375,0.796875
101.328125,0.718750
102.062500,0.734375
102.875000,0.812500
103.718750,0.843750
104.484375,0.765625
105.250000,0.765625
106.046875,0.796875
106.875000,0.828125
107.625000,0.750000
108.359375,0.734375
109.203125,0.843750
110.046875,0.843750
110.843750,0.796875
111.640625,0.796875
112.453125,0.812500
113.187500,0.734375
113.859375,0.671875
114.515625,0.656250
115.171875,0.656250
115.828125,0.656250
116.609375,0.781250
117.515625,0.906250
118.406250,0.890625
119.187500,0.781250
119.968750,0.781250
120.765625,0.796875
121.578125,0.812500
122.343750,0.765625
123.078125,0.734375
123.843750,0.765625
124.703125,0.859375
125.609375,0.906250
126.421875,0.812500
127.281250,0.859375
128.171875,0.890625
129.046875,0.875000
129.796875,0.750000
130.531250,0.734375
131.312500,0.781250
132.156250,0.843750
133.015625,0.859375
133.796875,0.781250
134.671875,0.875000
135.578125,0.906250
136.437500,0.859375
137.187500,0.750000
137.906250,0.718750
138.609375,0.703125
139.390625,0.781250
140.171875,0.781250
140.875000,0.703125
141.562500,0.687500
142.234375,0.671875
143.031250,0.796875
143.875000,0.843750
144.687500,0.812500
145.390625,0.703125
146.046875,0.656250
146.734375,0.687500
147.421875,0.687500
148.109375,0.687500
148.765625,0.656250
149.437500,0.671875
150.203125,0.765625
151.062500,0.859375
151.906250,0.843750
152.671875,0.765625
153.406250,0.734375
154.187500,0.781250
154.953125,0.765625
155.734375,0.781250
156.437500,0.703125
157.156250,0.718750
157.843750,0.687500
158.515625,0.671875
159.156250,0.640625
159.828125,0.671875
160.562500,0.734375
161.312500,0.750000
162.000000,0.687500
162.687500,0.687500
163.406250,0.718750
164.109375,0.703125
164.812500,0.703125
165.500000,0.687500
166.156250,0.656250
166.843750,0.687500
167.515625,0.671875
168.187500,0.671875
168.843750,0.656250
169.500000,0.656250
170.218750,0.718750
171.000000,0.781250
171.750000,0.750000
172.437500,0.687500
173.078125,0.640625
173.687500,0.609375
174.312500,0.625000
174.968750,0.656250
175.640625,0.671875
176.312500,0.671875
176.968750,0.656250
177.625000,0.656250
178.234375,0.609375
178.890625,0.656250
179.578125,0.687500
180.265625,0.687500
180.968750,0.703125
181.656250,0.687500
182.343750,0.687500
183.046875,0.703125
183.734375,0.687500
184.406250,0.671875
185.046875,0.640625
185.703125,0.656250
186.390625,0.687500
187.203125,0.812500
187.968750,0.765625
188.734375,0.765625
189.593750,0.859375
190.453125,0.859375
191.281250,0.828125
192.046875,0.765625
192.828125,0.781250
193.609375,0.781250
194.328125,0.718750
195.031250,0.703125
195.718750,0.687500
196.390625,0.671875
197.140625,0.750000
197.875000,0.734375
