light_level	ts
0,000000	2020-10-29T19:26:04:261
0,000000	2020-10-29T19:26:04:465
0,000000	2020-10-29T19:26:04:707
0,000000	2020-10-29T19:26:04:947
0,000000	2020-10-29T19:26:05:186
0,000000	2020-10-29T19:26:05:428
0,000000	2020-10-29T19:26:05:668
0,000000	2020-10-29T19:26:05:912
0,000000	2020-10-29T19:26:06:161
0,000000	2020-10-29T19:26:12:171
0,000000	2020-10-29T19:26:12:410
0,000000	2020-10-29T19:26:12:650
0,000000	2020-10-29T19:26:12:890
0,000000	2020-10-29T19:26:13:130
0,000000	2020-10-29T19:26:13:370
0,000000	2020-10-29T19:26:13:610
0,000000	2020-10-29T19:26:13:850
0,000000	2020-10-29T19:26:14:093
0,000000	2020-10-29T19:26:14:376
0,000000	2020-10-29T19:26:14:570
0,000000	2020-10-29T19:26:14:812
0,000000	2020-10-29T19:26:15:052
0,000000	2020-10-29T19:26:15:292
0,000000	2020-10-29T19:26:15:534
0,000000	2020-10-29T19:26:15:798
0,000000	2020-10-29T19:26:16:013
0,000000	2020-10-29T19:26:16:253
0,000000	2020-10-29T19:26:16:494
0,000000	2020-10-29T19:26:16:749
0,000000	2020-10-29T19:26:16:974
0,000000	2020-10-29T19:26:17:214
0,000000	2020-10-29T19:26:17:455
0,000000	2020-10-29T19:26:17:727
0,000000	2020-10-29T19:26:17:935
0,000000	2020-10-29T19:26:27:285
0,000000	2020-10-29T19:26:27:527
0,000000	2020-10-29T19:26:27:764
0,000000	2020-10-29T19:26:28:005
0,000000	2020-10-29T19:26:28:245
0,000000	2020-10-29T19:26:28:485
0,000000	2020-10-29T19:26:28:725
0,000000	2020-10-29T19:26:28:965
0,000000	2020-10-29T19:26:29:206
0,000000	2020-10-29T19:26:29:446
0,000000	2020-10-29T19:26:29:687
0,000000	2020-10-29T19:26:29:928
0,000000	2020-10-29T19:26:30:167
0,000000	2020-10-29T19:26:30:407
0,000000	2020-10-29T19:26:30:646
0,000000	2020-10-29T19:26:30:886
0,000000	2020-10-29T19:26:31:126
0,000000	2020-10-29T19:26:31:366
0,000000	2020-10-29T19:26:31:607
0,000000	2020-10-29T19:26:31:847
0,000000	2020-10-29T19:26:32:088
0,000000	2020-10-29T19:26:32:327
0,000000	2020-10-29T19:26:32:578
0,000000	2020-10-29T19:26:32:808
0,000000	2020-10-29T19:26:33:048
0,000000	2020-10-29T19:26:33:288
0,000000	2020-10-29T19:26:33:532
0,000000	2020-10-29T19:26:33:768
0,000000	2020-10-29T19:26:34:009
0,000000	2020-10-29T19:26:34:250
0,000000	2020-10-29T19:26:34:491
0,000000	2020-10-29T19:26:34:730
0,000000	2020-10-29T19:26:34:970
0,000000	2020-10-29T19:26:35:211
0,000000	2020-10-29T19:26:35:451
0,000000	2020-10-29T19:26:35:691
0,000000	2020-10-29T19:26:35:930
0,000000	2020-10-29T19:26:36:186
0,000000	2020-10-29T19:26:36:410
0,000000	2020-10-29T19:26:36:659
0,000000	2020-10-29T19:26:36:892
0,000000	2020-10-29T19:26:53:146
0,000000	2020-10-29T19:26:53:291
0,000000	2020-10-29T19:26:53:533
0,000000	2020-10-29T19:26:53:772
0,000000	2020-10-29T19:26:54:012
0,000000	2020-10-29T19:26:54:252
0,000000	2020-10-29T19:26:54:493
0,000000	2020-10-29T19:26:54:733
0,000000	2020-10-29T19:26:54:974
0,000000	2020-10-29T19:26:55:213
0,000000	2020-10-29T19:26:55:453
0,000000	2020-10-29T19:26:55:694
0,000000	2020-10-29T19:26:55:935
0,000000	2020-10-29T19:26:56:175
0,000000	2020-10-29T19:26:56:415
0,000000	2020-10-29T19:26:56:655
0,000000	2020-10-29T19:26:56:895
0,000000	2020-10-29T19:26:57:135
0,000000	2020-10-29T19:26:57:376
0,000000	2020-10-29T19:26:57:616
0,000000	2020-10-29T19:26:57:856
0,000000	2020-10-29T19:26:58:096
0,000000	2020-10-29T19:26:58:337
0,000000	2020-10-29T19:26:58:577
0,000000	2020-10-29T19:26:58:818
0,000000	2020-10-29T19:26:59:057
0,000000	2020-10-29T19:26:59:297
0,000000	2020-10-29T19:26:59:540
0,000000	2020-10-29T19:26:59:779
0,000000	2020-10-29T19:27:00:018
0,000000	2020-10-29T19:27:00:260
0,000000	2020-10-29T19:27:00:498
0,000000	2020-10-29T19:27:00:739
0,000000	2020-10-29T19:27:00:979
0,000000	2020-10-29T19:27:01:220
0,000000	2020-10-29T19:27:01:459
0,000000	2020-10-29T19:27:01:700
0,000000	2020-10-29T19:27:01:941
0,000000	2020-10-29T19:27:02:180
0,000000	2020-10-29T19:27:02:421
0,000000	2020-10-29T19:27:02:661
0,000000	2020-10-29T19:27:02:901
0,000000	2020-10-29T19:27:03:142
0,000000	2020-10-29T19:27:03:382
0,000000	2020-10-29T19:27:03:623
0,000000	2020-10-29T19:27:03:861
0,000000	2020-10-29T19:27:04:103
0,000000	2020-10-29T19:27:04:342
0,000000	2020-10-29T19:27:04:583
0,000000	2020-10-29T19:27:04:824
0,000000	2020-10-29T19:27:05:063
0,000000	2020-10-29T19:27:05:303
0,000000	2020-10-29T19:27:05:544
0,000000	2020-10-29T19:27:05:784
0,000000	2020-10-29T19:27:06:024
0,000000	2020-10-29T19:27:06:264
0,000000	2020-10-29T19:27:06:504
0,000000	2020-10-29T19:27:06:745
0,000000	2020-10-29T19:27:06:985
0,000000	2020-10-29T19:27:07:226
0,000000	2020-10-29T19:27:07:466
0,000000	2020-10-29T19:27:08:161
0,000000	2020-10-29T19:27:08:185
0,000000	2020-10-29T19:27:08:210
0,000000	2020-10-29T19:27:08:424
0,000000	2020-10-29T19:27:08:849
0,000000	2020-10-29T19:27:08:906
0,000000	2020-10-29T19:27:09:148
0,000000	2020-10-29T19:27:09:390
0,000000	2020-10-29T19:27:09:629
0,000000	2020-10-29T19:27:09:869
0,000000	2020-10-29T19:27:10:139
0,000000	2020-10-29T19:27:10:346
0,000000	2020-10-29T19:27:10:591
0,000000	2020-10-29T19:27:10:839
0,000000	2020-10-29T19:27:11:068
0,000000	2020-10-29T19:27:11:311
0,000000	2020-10-29T19:27:11:550
0,000000	2020-10-29T19:27:17:099
0,000000	2020-10-29T19:27:17:317
0,000000	2020-10-29T19:27:17:556
0,000000	2020-10-29T19:27:17:797
0,000000	2020-10-29T19:27:18:038
0,000000	2020-10-29T19:27:18:277
0,000000	2020-10-29T19:27:18:519
0,000000	2020-10-29T19:27:18:759
0,000000	2020-10-29T19:27:18:998
0,000000	2020-10-29T19:27:19:238
0,000000	2020-10-29T19:27:19:479
0,000000	2020-10-29T19:27:19:719
0,000000	2020-10-29T19:27:19:960
0,000000	2020-10-29T19:27:20:200
0,000000	2020-10-29T19:27:20:439
0,000000	2020-10-29T19:27:20:680
0,000000	2020-10-29T19:27:20:920
0,000000	2020-10-29T19:27:21:161
0,000000	2020-10-29T19:27:21:400
0,000000	2020-10-29T19:27:21:641
0,000000	2020-10-29T19:27:21:883
0,000000	2020-10-29T19:27:22:124
0,000000	2020-10-29T19:27:22:362
0,000000	2020-10-29T19:27:22:602
0,000000	2020-10-29T19:27:23:152
0,000000	2020-10-29T19:27:23:171
0,000000	2020-10-29T19:27:23:321
0,000000	2020-10-29T19:27:23:568
0,000000	2020-10-29T19:27:23:805
0,000000	2020-10-29T19:27:24:044
0,000000	2020-10-29T19:27:24:284
0,000000	2020-10-29T19:27:24:528
0,000000	2020-10-29T19:27:24:768
0,000000	2020-10-29T19:27:25:015
0,000000	2020-10-29T19:27:25:241
0,000000	2020-10-29T19:27:25:487
0,000000	2020-10-29T19:27:25:725
0,000000	2020-10-29T19:27:29:468
0,000000	2020-10-29T19:27:29:556
0,000000	2020-10-29T19:27:29:805
0,000000	2020-10-29T19:27:29:998
0,000000	2020-10-29T19:27:30:244
0,000000	2020-10-29T19:27:30:483
0,000000	2020-10-29T19:27:30:719
0,000000	2020-10-29T19:27:30:959
0,000000	2020-10-29T19:27:31:205
0,000000	2020-10-29T19:27:31:440
0,000000	2020-10-29T19:27:31:741
0,000000	2020-10-29T19:27:31:984
0,000000	2020-10-29T19:27:32:186
0,000000	2020-10-29T19:27:32:402
0,000000	2020-10-29T19:27:32:643
0,000000	2020-10-29T19:27:32:883
0,000000	2020-10-29T19:27:38:291
0,000000	2020-10-29T19:27:38:420
0,000000	2020-10-29T19:27:38:574
0,000000	2020-10-29T19:27:38:836
0,000000	2020-10-29T19:27:39:056
0,000000	2020-10-29T19:27:39:300
0,000000	2020-10-29T19:27:39:536
0,000000	2020-10-29T19:28:16:611
0,000000	2020-10-29T19:28:16:799
0,000000	2020-10-29T19:28:16:805
0,000000	2020-10-29T19:28:16:918
0,000000	2020-10-29T19:28:17:283
0,000000	2020-10-29T19:28:17:404
0,000000	2020-10-29T19:28:17:640
0,000000	2020-10-29T19:28:17:878
0,000000	2020-10-29T19:28:18:119
0,000000	2020-10-29T19:28:18:400
0,000000	2020-10-29T19:28:18:599
0,000000	2020-10-29T19:28:18:866
0,000000	2020-10-29T19:28:19:079
0,000000	2020-10-29T19:28:19:320
0,000000	2020-10-29T19:28:19:562
0,000000	2020-10-29T19:28:19:810
0,000000	2020-10-29T19:28:20:042
0,000000	2020-10-29T19:28:20:352
