1603994954.000000, 1603994954.000000, 1603994954.000000
32.000000, 32.000000, 32.000000
-17,-5,62
-17,-5,63
-17,-5,63
-17,-5,62
-17,-5,63
-17,-5,63
-17,-5,62
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,62
-16,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,62
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-16,-5,63
-17,-5,63
-17,-5,62
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-16,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-16,-5,62
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-17,-5,62
-17,-5,62
-16,-5,63
-17,-5,63
-16,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-16,-5,63
-16,-5,63
-17,-5,63
-16,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,62
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,62
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,62
-17,-5,63
-17,-5,63
-18,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,62
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-18,-5,63
-17,-5,63
-18,-5,63
-18,-5,62
-17,-5,62
-17,-5,63
-18,-5,62
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-19,-5,63
-18,-5,62
-15,-5,63
-18,-5,62
-17,-5,62
-17,-5,63
-16,-5,63
-17,-5,63
-17,-5,62
-18,-5,62
-17,-5,63
-17,-5,63
-17,-5,62
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,62
-17,-5,63
-17,-5,62
-17,-5,63
-17,-5,63
-17,-5,63
-16,-4,63
-17,-4,63
-17,-5,62
-16,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-17,-4,62
-17,-5,63
-17,-5,63
-16,-5,63
-19,-7,62
-16,-3,63
-18,-6,63
-16,-4,63
-17,-3,63
-16,-6,63
-17,-4,63
-16,-5,63
-17,-4,63
-17,-4,63
-16,-4,63
-17,-4,62
-17,-4,63
-17,-4,63
-16,-4,63
-17,-4,63
-17,-4,63
-16,-5,63
-16,-5,63
-17,-4,63
-16,-4,63
-17,-4,63
-16,-5,63
-16,-4,63
-17,-4,63
-17,-4,63
-16,-5,63
-16,-4,63
-16,-4,63
-16,-4,63
-17,-4,63
-16,-5,63
-16,-4,63
-17,-4,63
-16,-5,63
-16,-5,63
-17,-5,63
-16,-4,63
-16,-5,63
-16,-5,63
-16,-4,63
-16,-5,63
-17,-5,63
-17,-5,63
-16,-5,63
-16,-4,63
-17,-4,63
-17,-5,63
-17,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-17,-5,62
-16,-5,63
-17,-5,63
-17,-5,63
-16,-4,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-17,-6,63
-16,-5,63
-17,-4,63
-18,-5,62
-17,-5,63
-17,-4,63
-18,-5,63
-17,-5,63
-17,-5,63
-17,-5,62
-17,-6,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-18,-5,62
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,62
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-16,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-16,-5,63
-16,-5,63
-16,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-16,-5,63
-16,-5,63
-17,-5,63
-16,-5,63
-16,-5,63
-17,-5,63
-17,-5,62
-17,-5,63
-16,-5,63
-17,-5,63
-16,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-16,-5,63
-16,-5,63
-17,-5,63
-16,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-16,-5,63
-17,-5,63
-16,-5,62
-16,-5,63
-17,-5,63
-17,-5,63
-16,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,62
-17,-5,63
-17,-5,63
-16,-5,63
-16,-5,63
-17,-5,63
-16,-5,63
-16,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-16,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,62
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,62
-17,-5,63
-17,-5,63
-17,-5,62
-17,-5,63
-17,-5,63
-17,-5,62
-17,-5,63
-17,-5,63
-17,-5,62
-17,-5,62
-17,-5,63
-17,-5,63
-18,-5,63
-17,-5,63
-17,-5,63
-17,-5,62
-18,-5,62
-18,-5,62
-17,-5,62
-18,-5,62
-17,-5,63
-17,-5,63
-18,-5,63
-18,-5,63
-17,-5,63
-18,-5,63
-18,-5,62
-17,-5,63
-17,-5,63
-17,-5,63
-17,-5,63
-18,-5,62
-18,-5,62
-17,-5,62
-18,-5,62
-19,-5,62
-18,-5,63
-18,-5,62
-18,-5,62
-18,-5,62
-18,-5,63
-18,-5,62
-19,-5,62
-18,-4,63
-18,-5,62
-18,-5,62
-18,-4,63
-18,-5,62
-18,-5,62
-18,-5,62
-18,-5,62
-18,-5,63
-18,-5,63
-18,-5,63
-17,-5,63
-18,-5,63
-18,-5,62
-18,-4,62
-18,-5,62
-18,-4,62
-18,-5,63
-18,-5,63
-18,-4,62
-18,-4,63
-18,-5,62
-18,-4,62
-18,-5,62
-18,-5,63
-18,-4,63
-18,-4,62
-18,-5,63
-18,-5,62
-18,-4,62
-18,-5,63
-18,-4,63
-17,-5,62
-18,-5,62
-18,-5,63
-17,-5,63
-17,-5,63
-18,-4,63
-18,-5,62
-17,-4,63
-18,-4,62
-18,-4,62
-18,-5,63
-18,-5,63
-18,-4,63
-18,-5,62
-18,-4,63
-18,-5,63
-18,-4,63
-18,-5,62
-18,-5,63
-17,-5,63
-18,-4,62
-18,-5,62
-18,-5,62
-17,-5,62
-18,-5,63
-18,-5,63
-18,-4,63
-18,-5,62
-17,-5,63
-18,-4,63
-18,-5,62
-18,-5,63
-18,-5,63
-18,-5,62
-18,-4,62
-17,-5,63
-17,-5,62
-18,-5,63
-18,-5,63
-18,-4,63
-18,-5,62
-18,-5,63
-18,-5,63
-18,-5,62
-18,-5,63
-18,-5,63
-18,-5,62
-18,-5,62
-18,-4,63
-18,-5,63
-18,-5,63
-18,-5,62
-18,-5,63
-18,-5,63
-18,-5,62
-18,-4,62
-18,-6,63
-18,-4,62
-18,-5,62
-18,-5,62
-19,-5,62
-18,-4,62
-18,-5,62
-18,-5,62
-18,-5,62
-18,-5,62
-18,-5,63
-18,-5,62
-18,-5,62
-18,-5,63
-18,-4,63
-18,-5,62
-18,-5,63
-18,-5,63
-18,-5,62
-18,-5,62
-18,-5,62
-17,-5,62
-18,-5,62
-18,-5,62
-18,-5,62
-18,-5,62
-18,-5,62
