light_level	ts
56,000000	2020-10-29T19:13:56:213
60,000000	2020-10-29T19:13:56:379
68,000000	2020-10-29T19:13:56:619
60,000000	2020-10-29T19:13:56:861
60,000000	2020-10-29T19:13:57:101
68,000000	2020-10-29T19:13:57:342
68,000000	2020-10-29T19:13:57:584
68,000000	2020-10-29T19:13:57:823
68,000000	2020-10-29T19:13:58:068
68,000000	2020-10-29T19:13:58:304
64,000000	2020-10-29T19:13:58:546
68,000000	2020-10-29T19:13:58:786
68,000000	2020-10-29T19:13:59:027
68,000000	2020-10-29T19:13:59:267
68,000000	2020-10-29T19:13:59:507
68,000000	2020-10-29T19:13:59:748
68,000000	2020-10-29T19:13:59:988
72,000000	2020-10-29T19:14:00:228
76,000000	2020-10-29T19:14:00:469
76,000000	2020-10-29T19:14:00:708
76,000000	2020-10-29T19:14:00:951
76,000000	2020-10-29T19:14:01:189
76,000000	2020-10-29T19:14:01:429
76,000000	2020-10-29T19:14:01:669
76,000000	2020-10-29T19:14:01:909
76,000000	2020-10-29T19:14:02:150
76,000000	2020-10-29T19:14:02:390
76,000000	2020-10-29T19:14:02:631
76,000000	2020-10-29T19:14:02:871
76,000000	2020-10-29T19:14:03:111
76,000000	2020-10-29T19:14:03:353
76,000000	2020-10-29T19:14:03:591
76,000000	2020-10-29T19:14:03:831
76,000000	2020-10-29T19:14:04:072
76,000000	2020-10-29T19:14:04:312
76,000000	2020-10-29T19:14:04:553
76,000000	2020-10-29T19:14:04:795
76,000000	2020-10-29T19:14:05:033
76,000000	2020-10-29T19:14:05:273
76,000000	2020-10-29T19:14:05:513
76,000000	2020-10-29T19:14:05:754
76,000000	2020-10-29T19:14:05:993
76,000000	2020-10-29T19:14:06:235
76,000000	2020-10-29T19:14:06:475
76,000000	2020-10-29T19:14:06:716
76,000000	2020-10-29T19:14:06:956
76,000000	2020-10-29T19:14:07:197
76,000000	2020-10-29T19:14:07:435
76,000000	2020-10-29T19:14:07:676
76,000000	2020-10-29T19:14:07:915
76,000000	2020-10-29T19:14:08:156
76,000000	2020-10-29T19:14:08:396
76,000000	2020-10-29T19:14:08:635
76,000000	2020-10-29T19:14:08:876
76,000000	2020-10-29T19:14:09:117
76,000000	2020-10-29T19:14:09:357
76,000000	2020-10-29T19:14:09:596
76,000000	2020-10-29T19:14:09:837
76,000000	2020-10-29T19:14:10:077
76,000000	2020-10-29T19:14:10:426
76,000000	2020-10-29T19:14:10:557
76,000000	2020-10-29T19:14:10:800
76,000000	2020-10-29T19:14:11:039
76,000000	2020-10-29T19:14:11:284
84,000000	2020-10-29T19:14:31:263
84,000000	2020-10-29T19:14:31:411
84,000000	2020-10-29T19:14:31:676
80,000000	2020-10-29T19:14:31:899
76,000000	2020-10-29T19:14:32:133
84,000000	2020-10-29T19:15:01:321
84,000000	2020-10-29T19:15:01:455
84,000000	2020-10-29T19:15:01:697
72,000000	2020-10-29T19:17:03:242
72,000000	2020-10-29T19:17:03:755
72,000000	2020-10-29T19:17:03:755
72,000000	2020-10-29T19:17:03:865
76,000000	2020-10-29T19:17:04:091
72,000000	2020-10-29T19:17:04:363
76,000000	2020-10-29T19:17:04:570
76,000000	2020-10-29T19:17:04:812
76,000000	2020-10-29T19:17:05:056
76,000000	2020-10-29T19:17:05:471
76,000000	2020-10-29T19:17:05:543
72,000000	2020-10-29T19:17:05:770
72,000000	2020-10-29T19:17:06:015
72,000000	2020-10-29T19:17:06:251
68,000000	2020-10-29T19:17:06:491
68,000000	2020-10-29T19:17:06:732
32,000000	2020-10-29T19:17:06:971
12,000000	2020-10-29T19:17:07:212
24,000000	2020-10-29T19:17:07:455
64,000000	2020-10-29T19:17:07:693
64,000000	2020-10-29T19:17:07:934
36,000000	2020-10-29T19:17:08:175
16,000000	2020-10-29T19:17:08:415
12,000000	2020-10-29T19:17:08:656
16,000000	2020-10-29T19:17:08:894
68,000000	2020-10-29T19:17:09:136
64,000000	2020-10-29T19:17:09:377
64,000000	2020-10-29T19:17:09:615
60,000000	2020-10-29T19:17:09:856
