light_intensity	ts
2097152,000000	2020-10-29T19:13:56:214
2097152,000000	2020-10-29T19:13:56:245
2697169,000000	2020-10-29T19:13:56:279
2694552,000000	2020-10-29T19:13:56:319
2692306,000000	2020-10-29T19:13:56:359
2690816,000000	2020-10-29T19:13:56:399
2689905,000000	2020-10-29T19:13:56:439
2689039,000000	2020-10-29T19:13:56:479
2688151,000000	2020-10-29T19:13:56:519
2688537,000000	2020-10-29T19:13:56:559
2689340,000000	2020-10-29T19:13:56:600
2146538,000000	2020-10-29T19:13:56:639
2147736,000000	2020-10-29T19:13:56:679
2150211,000000	2020-10-29T19:13:56:719
2152389,000000	2020-10-29T19:13:56:760
2153217,000000	2020-10-29T19:13:56:801
2110794,000000	2020-10-29T19:13:56:840
2110734,000000	2020-10-29T19:13:56:879
2110738,000000	2020-10-29T19:13:56:920
2110151,000000	2020-10-29T19:13:56:960
2106458,000000	2020-10-29T19:13:57:000
2106775,000000	2020-10-29T19:13:57:040
2097471,000000	2020-10-29T19:13:57:081
2094514,000000	2020-10-29T19:13:57:120
2092885,000000	2020-10-29T19:13:57:160
2093203,000000	2020-10-29T19:13:57:200
2096818,000000	2020-10-29T19:13:57:240
2101298,000000	2020-10-29T19:13:57:280
2104630,000000	2020-10-29T19:13:57:320
2107290,000000	2020-10-29T19:13:57:360
2109471,000000	2020-10-29T19:13:57:400
2112293,000000	2020-10-29T19:13:57:442
2116738,000000	2020-10-29T19:13:57:482
2122007,000000	2020-10-29T19:13:57:522
2127419,000000	2020-10-29T19:13:57:564
2133994,000000	2020-10-29T19:13:57:603
2140493,000000	2020-10-29T19:13:57:643
2146513,000000	2020-10-29T19:13:57:682
2152567,000000	2020-10-29T19:13:57:722
2158338,000000	2020-10-29T19:13:57:763
2164287,000000	2020-10-29T19:13:57:802
2164343,000000	2020-10-29T19:13:57:843
2151570,000000	2020-10-29T19:13:57:882
2137250,000000	2020-10-29T19:13:57:922
2125111,000000	2020-10-29T19:13:57:963
2117093,000000	2020-10-29T19:13:58:003
2112201,000000	2020-10-29T19:13:58:043
2110674,000000	2020-10-29T19:13:58:083
2111608,000000	2020-10-29T19:13:58:123
2113028,000000	2020-10-29T19:13:58:163
