v1	v2	v3	v4	ts
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:28:569
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:28:571
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:28:611
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:28:650
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:28:689
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:28:731
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:28:770
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:28:810
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:28:850
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:28:890
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:28:930
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:28:970
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:010
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:050
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:090
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:131
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:170
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:212
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:250
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:290
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:330
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:370
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:410
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:451
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:490
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:531
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:571
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:611
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:654
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:697
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:734
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:773
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:813
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:853
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:893
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:935
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:29:973
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:013
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:054
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:093
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:134
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:174
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:213
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:254
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:293
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:334
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:374
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:414
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:472
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:494
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:535
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:574
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:614
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:658
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:694
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:736
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:773
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:832
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:854
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:896
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:935
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:30:974
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:31:014
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:31:055
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:31:095
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:31:138
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:31:175
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:31:215
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:31:255
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:31:295
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:31:335
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:31:377
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:31:415
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:31:456
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:31:495
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:31:536
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:20:31:576
