light_level	ts
16,000000	2020-10-29T19:20:28:568
92,000000	2020-10-29T19:20:28:733
92,000000	2020-10-29T19:20:28:971
96,000000	2020-10-29T19:20:29:211
96,000000	2020-10-29T19:20:29:451
96,000000	2020-10-29T19:20:29:696
96,000000	2020-10-29T19:20:29:935
96,000000	2020-10-29T19:20:30:176
96,000000	2020-10-29T19:20:30:416
92,000000	2020-10-29T19:20:30:657
88,000000	2020-10-29T19:20:30:896
88,000000	2020-10-29T19:20:31:136
88,000000	2020-10-29T19:20:31:376
88,000000	2020-10-29T19:20:31:617
88,000000	2020-10-29T19:20:31:857
88,000000	2020-10-29T19:20:32:098
88,000000	2020-10-29T19:20:32:338
88,000000	2020-10-29T19:20:32:579
88,000000	2020-10-29T19:20:32:818
88,000000	2020-10-29T19:20:33:059
88,000000	2020-10-29T19:20:33:299
88,000000	2020-10-29T19:20:33:539
88,000000	2020-10-29T19:20:33:779
92,000000	2020-10-29T19:20:34:019
92,000000	2020-10-29T19:20:34:258
92,000000	2020-10-29T19:20:34:500
92,000000	2020-10-29T19:20:34:740
92,000000	2020-10-29T19:20:34:979
92,000000	2020-10-29T19:20:35:219
92,000000	2020-10-29T19:20:35:486
92,000000	2020-10-29T19:20:35:700
92,000000	2020-10-29T19:20:35:941
92,000000	2020-10-29T19:20:36:180
92,000000	2020-10-29T19:20:36:421
92,000000	2020-10-29T19:20:36:661
92,000000	2020-10-29T19:20:36:901
92,000000	2020-10-29T19:20:37:143
92,000000	2020-10-29T19:20:37:382
92,000000	2020-10-29T19:20:37:622
92,000000	2020-10-29T19:20:37:862
92,000000	2020-10-29T19:20:38:102
92,000000	2020-10-29T19:20:38:343
92,000000	2020-10-29T19:20:38:584
92,000000	2020-10-29T19:20:38:823
92,000000	2020-10-29T19:20:39:063
92,000000	2020-10-29T19:20:39:303
92,000000	2020-10-29T19:20:39:544
92,000000	2020-10-29T19:20:39:783
88,000000	2020-10-29T19:20:40:024
88,000000	2020-10-29T19:20:40:264
88,000000	2020-10-29T19:20:40:505
88,000000	2020-10-29T19:20:40:745
88,000000	2020-10-29T19:20:40:985
88,000000	2020-10-29T19:20:41:225
88,000000	2020-10-29T19:20:41:465
88,000000	2020-10-29T19:20:41:705
88,000000	2020-10-29T19:20:41:947
88,000000	2020-10-29T19:20:42:186
88,000000	2020-10-29T19:20:42:425
88,000000	2020-10-29T19:20:42:795
88,000000	2020-10-29T19:20:42:908
88,000000	2020-10-29T19:20:43:163
88,000000	2020-10-29T19:20:43:389
92,000000	2020-10-29T19:20:43:632
92,000000	2020-10-29T19:20:44:349
88,000000	2020-10-29T19:21:03:224
88,000000	2020-10-29T19:21:03:373
88,000000	2020-10-29T19:21:03:618
88,000000	2020-10-29T19:21:03:857
84,000000	2020-10-29T19:23:35:569
84,000000	2020-10-29T19:23:35:822
88,000000	2020-10-29T19:23:35:893
88,000000	2020-10-29T19:23:36:079
88,000000	2020-10-29T19:23:36:124
88,000000	2020-10-29T19:23:36:303
88,000000	2020-10-29T19:23:36:538
88,000000	2020-10-29T19:23:36:772
88,000000	2020-10-29T19:23:37:013
88,000000	2020-10-29T19:23:37:254
80,000000	2020-10-29T19:23:37:493
40,000000	2020-10-29T19:23:37:740
80,000000	2020-10-29T19:23:37:974
76,000000	2020-10-29T19:23:38:214
12,000000	2020-10-29T19:23:38:457
16,000000	2020-10-29T19:23:38:706
20,000000	2020-10-29T19:23:38:939
20,000000	2020-10-29T19:23:39:178
20,000000	2020-10-29T19:23:39:417
80,000000	2020-10-29T19:23:39:656
