light_intensity	ts
2660225,000000	2020-10-29T19:52:02:286
2664771,000000	2020-10-29T19:52:02:323
2668605,000000	2020-10-29T19:52:02:364
2671838,000000	2020-10-29T19:52:02:404
2674804,000000	2020-10-29T19:52:02:443
2675826,000000	2020-10-29T19:52:02:484
2668663,000000	2020-10-29T19:52:02:523
2659388,000000	2020-10-29T19:52:02:563
2654446,000000	2020-10-29T19:52:02:604
2655046,000000	2020-10-29T19:52:02:644
2659252,000000	2020-10-29T19:52:02:684
2665511,000000	2020-10-29T19:52:02:724
2672237,000000	2020-10-29T19:52:02:764
2677818,000000	2020-10-29T19:52:02:803
2682299,000000	2020-10-29T19:52:02:844
2686625,000000	2020-10-29T19:52:02:884
2691380,000000	2020-10-29T19:52:02:924
2696205,000000	2020-10-29T19:52:02:964
2701577,000000	2020-10-29T19:52:03:004
2705295,000000	2020-10-29T19:52:03:044
2708140,000000	2020-10-29T19:52:03:084
2710347,000000	2020-10-29T19:52:03:124
2709968,000000	2020-10-29T19:52:03:164
2697425,000000	2020-10-29T19:52:03:204
2669786,000000	2020-10-29T19:52:03:244
2637496,000000	2020-10-29T19:52:03:284
2610316,000000	2020-10-29T19:52:03:324
2592331,000000	2020-10-29T19:52:03:365
2577177,000000	2020-10-29T19:52:03:405
2557355,000000	2020-10-29T19:52:03:444
2533350,000000	2020-10-29T19:52:03:485
2504650,000000	2020-10-29T19:52:03:524
2477981,000000	2020-10-29T19:52:03:567
2456714,000000	2020-10-29T19:52:03:769
2439975,000000	2020-10-29T19:52:03:770
2422695,000000	2020-10-29T19:52:03:771
2403821,000000	2020-10-29T19:52:03:774
2387704,000000	2020-10-29T19:52:03:776
2374600,000000	2020-10-29T19:52:03:825
2362353,000000	2020-10-29T19:52:03:848
2336206,000000	2020-10-29T19:52:03:886
2307158,000000	2020-10-29T19:52:03:928
2283347,000000	2020-10-29T19:52:03:967
2267494,000000	2020-10-29T19:52:04:008
2254537,000000	2020-10-29T19:52:04:047
2242861,000000	2020-10-29T19:52:04:088
2229821,000000	2020-10-29T19:52:04:127
2216379,000000	2020-10-29T19:52:04:176
2201885,000000	2020-10-29T19:52:04:211
2187819,000000	2020-10-29T19:52:04:274
2177093,000000	2020-10-29T19:52:04:287
2171154,000000	2020-10-29T19:52:04:328
2169522,000000	2020-10-29T19:52:04:368
2168765,000000	2020-10-29T19:52:04:409
2168138,000000	2020-10-29T19:52:04:449
2168475,000000	2020-10-29T19:52:04:489
2160063,000000	2020-10-29T19:52:04:529
2137620,000000	2020-10-29T19:52:04:572
2360893,000000	2020-10-29T19:52:17:150
2367987,000000	2020-10-29T19:52:17:152
2374110,000000	2020-10-29T19:52:17:176
2380483,000000	2020-10-29T19:52:17:217
2386620,000000	2020-10-29T19:52:17:259
2392639,000000	2020-10-29T19:52:17:298
2398788,000000	2020-10-29T19:52:17:337
2403886,000000	2020-10-29T19:52:17:377
2407830,000000	2020-10-29T19:52:17:418
2412179,000000	2020-10-29T19:52:17:457
2417062,000000	2020-10-29T19:52:17:498
2417647,000000	2020-10-29T19:52:17:536
2409232,000000	2020-10-29T19:52:17:577
2397144,000000	2020-10-29T19:52:17:616
2389274,000000	2020-10-29T19:52:17:657
2385470,000000	2020-10-29T19:52:17:696
2384654,000000	2020-10-29T19:52:17:737
2385020,000000	2020-10-29T19:52:17:776
2386608,000000	2020-10-29T19:52:17:817
2388788,000000	2020-10-29T19:52:17:856
2391044,000000	2020-10-29T19:52:17:897
2393439,000000	2020-10-29T19:52:17:936
2396426,000000	2020-10-29T19:52:17:978
2400193,000000	2020-10-29T19:52:18:016
2405614,000000	2020-10-29T19:52:18:057
2411732,000000	2020-10-29T19:52:18:097
2417907,000000	2020-10-29T19:52:18:137
2423817,000000	2020-10-29T19:52:18:177
2429924,000000	2020-10-29T19:52:18:217
2429712,000000	2020-10-29T19:52:18:256
2424051,000000	2020-10-29T19:52:18:298
2419221,000000	2020-10-29T19:52:18:336
2417809,000000	2020-10-29T19:52:18:378
2419286,000000	2020-10-29T19:52:18:417
2421994,000000	2020-10-29T19:52:18:458
2425211,000000	2020-10-29T19:52:18:497
2427672,000000	2020-10-29T19:52:18:538
2429755,000000	2020-10-29T19:52:18:577
2431634,000000	2020-10-29T19:52:18:617
2433242,000000	2020-10-29T19:52:18:657
2435171,000000	2020-10-29T19:52:18:698
2437618,000000	2020-10-29T19:52:18:737
2440204,000000	2020-10-29T19:52:18:778
2443194,000000	2020-10-29T19:52:18:817
2446343,000000	2020-10-29T19:52:18:858
2448629,000000	2020-10-29T19:52:18:898
2450796,000000	2020-10-29T19:52:18:937
2453237,000000	2020-10-29T19:52:18:977
2451448,000000	2020-10-29T19:52:19:018
2446333,000000	2020-10-29T19:52:19:057
2442596,000000	2020-10-29T19:52:19:098
2442966,000000	2020-10-29T19:52:19:138
2447407,000000	2020-10-29T19:52:19:178
2454160,000000	2020-10-29T19:52:19:217
2460539,000000	2020-10-29T19:52:19:258
2465597,000000	2020-10-29T19:52:19:298
2469697,000000	2020-10-29T19:52:19:339
2473048,000000	2020-10-29T19:52:19:395
2476899,000000	2020-10-29T19:52:19:418
2481265,000000	2020-10-29T19:52:19:457
2486551,000000	2020-10-29T19:52:19:499
2491319,000000	2020-10-29T19:52:19:538
2495846,000000	2020-10-29T19:52:19:579
2501044,000000	2020-10-29T19:52:19:618
2506615,000000	2020-10-29T19:52:19:658
2511693,000000	2020-10-29T19:52:19:698
2511684,000000	2020-10-29T19:52:19:738
2509429,000000	2020-10-29T19:52:19:778
2508105,000000	2020-10-29T19:52:19:818
2509336,000000	2020-10-29T19:52:19:858
2511612,000000	2020-10-29T19:52:19:899
2515021,000000	2020-10-29T19:52:19:938
2519073,000000	2020-10-29T19:52:19:981
2522432,000000	2020-10-29T19:52:20:018
2525795,000000	2020-10-29T19:52:20:059
2529624,000000	2020-10-29T19:52:20:099
2534383,000000	2020-10-29T19:52:20:140
2540843,000000	2020-10-29T19:52:20:179
2551597,000000	2020-10-29T19:52:20:219
2566916,000000	2020-10-29T19:52:20:259
2584904,000000	2020-10-29T19:52:20:300
2600027,000000	2020-10-29T19:52:20:339
2610626,000000	2020-10-29T19:52:20:380
2615705,000000	2020-10-29T19:52:20:418
2619501,000000	2020-10-29T19:52:20:459
2627689,000000	2020-10-29T19:52:20:499
2631502,000000	2020-10-29T19:52:20:539
2634999,000000	2020-10-29T19:52:20:579
2638610,000000	2020-10-29T19:52:20:619
2643354,000000	2020-10-29T19:52:20:659
2648713,000000	2020-10-29T19:52:20:700
2655080,000000	2020-10-29T19:52:20:739
2661236,000000	2020-10-29T19:52:20:781
2666881,000000	2020-10-29T19:52:20:819
2673894,000000	2020-10-29T19:52:20:860
2680474,000000	2020-10-29T19:52:20:899
2685625,000000	2020-10-29T19:52:20:940
2690839,000000	2020-10-29T19:52:20:979
2695021,000000	2020-10-29T19:52:21:020
2698470,000000	2020-10-29T19:52:21:059
2702262,000000	2020-10-29T19:52:21:100
2707793,000000	2020-10-29T19:52:21:140
2715357,000000	2020-10-29T19:52:21:180
2721050,000000	2020-10-29T19:52:21:219
2725176,000000	2020-10-29T19:52:21:261
2729476,000000	2020-10-29T19:52:21:300
2735420,000000	2020-10-29T19:52:21:340
2741452,000000	2020-10-29T19:52:21:381
2747580,000000	2020-10-29T19:52:21:420
2754240,000000	2020-10-29T19:52:21:460
2759520,000000	2020-10-29T19:52:21:501
2762160,000000	2020-10-29T19:52:21:540
2763490,000000	2020-10-29T19:52:21:581
2767235,000000	2020-10-29T19:52:21:620
2770936,000000	2020-10-29T19:52:21:661
