light_level	ts
196,000000	2020-11-19T14:35:16:369
188,000000	2020-11-19T14:35:16:506
720,000000	2020-11-19T14:35:16:747
976,000000	2020-11-19T14:35:16:987
428,000000	2020-11-19T14:35:17:236
112,000000	2020-11-19T14:35:17:467
88,000000	2020-11-19T14:35:17:776
164,000000	2020-11-19T14:35:17:949
160,000000	2020-11-19T14:35:18:189
148,000000	2020-11-19T14:35:18:430
128,000000	2020-11-19T14:35:18:671
92,000000	2020-11-19T14:35:18:910
96,000000	2020-11-19T14:35:19:150
112,000000	2020-11-19T14:35:19:389
88,000000	2020-11-19T14:35:19:659
80,000000	2020-11-19T14:35:19:869
280,000000	2020-11-19T14:35:20:112
268,000000	2020-11-19T14:35:20:352
224,000000	2020-11-19T14:35:20:599
228,000000	2020-11-19T14:35:20:833
280,000000	2020-11-19T14:35:21:073
204,000000	2020-11-19T14:35:21:315
204,000000	2020-11-19T14:35:21:554
208,000000	2020-11-19T14:35:21:794
224,000000	2020-11-19T14:35:22:034
372,000000	2020-11-19T14:35:22:274
432,000000	2020-11-19T14:35:22:515
260,000000	2020-11-19T14:35:22:755
180,000000	2020-11-19T14:35:22:995
128,000000	2020-11-19T14:35:23:235
216,000000	2020-11-19T14:35:23:475
492,000000	2020-11-19T14:35:23:716
524,000000	2020-11-19T14:35:23:956
188,000000	2020-11-19T14:35:24:196
96,000000	2020-11-19T14:35:24:436
196,000000	2020-11-19T14:35:24:676
156,000000	2020-11-19T14:35:24:917
196,000000	2020-11-19T14:35:25:157
164,000000	2020-11-19T14:35:25:397
136,000000	2020-11-19T14:35:25:638
112,000000	2020-11-19T14:35:25:877
128,000000	2020-11-19T14:35:26:118
240,000000	2020-11-19T14:35:26:359
308,000000	2020-11-19T14:35:26:598
376,000000	2020-11-19T14:35:26:839
348,000000	2020-11-19T14:35:27:079
244,000000	2020-11-19T14:35:27:319
244,000000	2020-11-19T14:35:27:560
676,000000	2020-11-19T14:35:27:810
908,000000	2020-11-19T14:35:28:039
1108,000000	2020-11-19T14:35:28:279
1112,000000	2020-11-19T14:35:28:520
1108,000000	2020-11-19T14:35:28:760
1092,000000	2020-11-19T14:35:29:001
1100,000000	2020-11-19T14:35:29:241
988,000000	2020-11-19T14:35:29:481
748,000000	2020-11-19T14:35:29:722
296,000000	2020-11-19T14:35:29:962
264,000000	2020-11-19T14:35:30:201
380,000000	2020-11-19T14:35:30:442
528,000000	2020-11-19T14:35:30:681
308,000000	2020-11-19T14:35:30:922
248,000000	2020-11-19T14:35:31:163
228,000000	2020-11-19T14:35:31:403
308,000000	2020-11-19T14:35:31:643
332,000000	2020-11-19T14:35:31:882
280,000000	2020-11-19T14:35:32:123
216,000000	2020-11-19T14:35:32:364
184,000000	2020-11-19T14:35:32:604
184,000000	2020-11-19T14:35:32:845
328,000000	2020-11-19T14:35:33:084
384,000000	2020-11-19T14:35:33:324
224,000000	2020-11-19T14:35:33:589
168,000000	2020-11-19T14:35:33:805
124,000000	2020-11-19T14:35:34:050
188,000000	2020-11-19T14:35:34:285
252,000000	2020-11-19T14:35:34:526
208,000000	2020-11-19T14:35:34:766
144,000000	2020-11-19T14:35:35:006
88,000000	2020-11-19T14:35:35:246
80,000000	2020-11-19T14:35:35:486
84,000000	2020-11-19T14:35:35:727
216,000000	2020-11-19T14:35:35:968
388,000000	2020-11-19T14:35:36:207
308,000000	2020-11-19T14:35:36:447
96,000000	2020-11-19T14:35:36:688
40,000000	2020-11-19T14:35:36:928
68,000000	2020-11-19T14:35:37:169
164,000000	2020-11-19T14:35:37:408
244,000000	2020-11-19T14:35:37:649
220,000000	2020-11-19T14:35:37:890
136,000000	2020-11-19T14:35:38:171
260,000000	2020-11-19T14:35:38:369
444,000000	2020-11-19T14:35:38:609
392,000000	2020-11-19T14:35:38:851
200,000000	2020-11-19T14:35:39:090
168,000000	2020-11-19T14:35:39:331
176,000000	2020-11-19T14:35:39:570
336,000000	2020-11-19T14:35:39:812
304,000000	2020-11-19T14:35:40:051
164,000000	2020-11-19T14:35:40:291
160,000000	2020-11-19T14:35:40:533
112,000000	2020-11-19T14:35:40:773
252,000000	2020-11-19T14:35:41:013
316,000000	2020-11-19T14:35:41:252
208,000000	2020-11-19T14:35:41:492
268,000000	2020-11-19T14:35:41:733
240,000000	2020-11-19T14:35:41:973
240,000000	2020-11-19T14:35:42:213
448,000000	2020-11-19T14:35:42:453
272,000000	2020-11-19T14:35:42:694
224,000000	2020-11-19T14:35:42:934
316,000000	2020-11-19T14:35:43:175
368,000000	2020-11-19T14:35:43:415
444,000000	2020-11-19T14:35:43:654
428,000000	2020-11-19T14:35:43:895
312,000000	2020-11-19T14:35:44:134
248,000000	2020-11-19T14:35:44:376
212,000000	2020-11-19T14:35:44:615
360,000000	2020-11-19T14:35:44:856
588,000000	2020-11-19T14:35:45:096
552,000000	2020-11-19T14:35:45:337
220,000000	2020-11-19T14:35:45:577
100,000000	2020-11-19T14:35:45:817
80,000000	2020-11-19T14:35:46:057
80,000000	2020-11-19T14:35:46:297
76,000000	2020-11-19T14:35:46:537
60,000000	2020-11-19T14:35:46:778
100,000000	2020-11-19T14:35:47:018
172,000000	2020-11-19T14:35:47:258
164,000000	2020-11-19T14:35:47:498
312,000000	2020-11-19T14:35:47:739
456,000000	2020-11-19T14:35:47:979
336,000000	2020-11-19T14:35:48:219
180,000000	2020-11-19T14:35:48:460
124,000000	2020-11-19T14:35:48:700
340,000000	2020-11-19T14:35:48:940
464,000000	2020-11-19T14:35:49:181
396,000000	2020-11-19T14:35:49:420
364,000000	2020-11-19T14:35:49:660
276,000000	2020-11-19T14:35:49:901
324,000000	2020-11-19T14:35:50:141
672,000000	2020-11-19T14:35:50:382
980,000000	2020-11-19T14:35:50:622
1072,000000	2020-11-19T14:35:50:862
976,000000	2020-11-19T14:35:51:102
760,000000	2020-11-19T14:35:51:343
1028,000000	2020-11-19T14:35:51:583
1028,000000	2020-11-19T14:35:51:823
804,000000	2020-11-19T14:35:52:063
728,000000	2020-11-19T14:35:52:302
472,000000	2020-11-19T14:35:52:544
320,000000	2020-11-19T14:35:52:784
280,000000	2020-11-19T14:35:53:024
400,000000	2020-11-19T14:35:53:264
420,000000	2020-11-19T14:35:53:504
360,000000	2020-11-19T14:35:53:744
248,000000	2020-11-19T14:35:53:985
252,000000	2020-11-19T14:35:54:225
220,000000	2020-11-19T14:35:54:465
164,000000	2020-11-19T14:35:54:704
276,000000	2020-11-19T14:35:54:946
396,000000	2020-11-19T14:35:55:187
196,000000	2020-11-19T14:35:55:427
164,000000	2020-11-19T14:35:55:667
140,000000	2020-11-19T14:35:55:907
136,000000	2020-11-19T14:35:56:148
220,000000	2020-11-19T14:35:56:388
176,000000	2020-11-19T14:35:56:627
156,000000	2020-11-19T14:35:56:869
192,000000	2020-11-19T14:35:57:108
168,000000	2020-11-19T14:35:57:348
184,000000	2020-11-19T14:35:57:589
232,000000	2020-11-19T14:35:57:829
304,000000	2020-11-19T14:35:58:069
404,000000	2020-11-19T14:35:58:309
316,000000	2020-11-19T14:35:58:550
292,000000	2020-11-19T14:35:58:790
436,000000	2020-11-19T14:35:59:030
512,000000	2020-11-19T14:35:59:270
324,000000	2020-11-19T14:35:59:510
284,000000	2020-11-19T14:35:59:751
320,000000	2020-11-19T14:35:59:992
212,000000	2020-11-19T14:36:00:231
344,000000	2020-11-19T14:36:00:471
464,000000	2020-11-19T14:36:00:711
364,000000	2020-11-19T14:36:00:952
264,000000	2020-11-19T14:36:01:192
212,000000	2020-11-19T14:36:01:432
156,000000	2020-11-19T14:36:01:672
364,000000	2020-11-19T14:36:01:912
492,000000	2020-11-19T14:36:02:153
256,000000	2020-11-19T14:36:02:394
140,000000	2020-11-19T14:36:02:633
128,000000	2020-11-19T14:36:02:874
92,000000	2020-11-19T14:36:03:114
280,000000	2020-11-19T14:36:03:354
280,000000	2020-11-19T14:36:03:595
208,000000	2020-11-19T14:36:03:834
356,000000	2020-11-19T14:36:04:075
324,000000	2020-11-19T14:36:04:315
520,000000	2020-11-19T14:36:04:555
572,000000	2020-11-19T14:36:04:796
420,000000	2020-11-19T14:36:05:036
300,000000	2020-11-19T14:36:05:276
200,000000	2020-11-19T14:36:05:516
176,000000	2020-11-19T14:36:05:757
284,000000	2020-11-19T14:36:05:997
456,000000	2020-11-19T14:36:06:237
564,000000	2020-11-19T14:36:06:476
324,000000	2020-11-19T14:36:06:717
312,000000	2020-11-19T14:36:06:957
312,000000	2020-11-19T14:36:07:198
324,000000	2020-11-19T14:36:07:439
556,000000	2020-11-19T14:36:07:678
932,000000	2020-11-19T14:36:08:242
516,000000	2020-11-19T14:36:08:243
316,000000	2020-11-19T14:36:08:415
156,000000	2020-11-19T14:36:08:642
232,000000	2020-11-19T14:36:08:880
396,000000	2020-11-19T14:36:09:119
392,000000	2020-11-19T14:36:09:360
228,000000	2020-11-19T14:36:09:600
132,000000	2020-11-19T14:36:09:840
92,000000	2020-11-19T14:36:10:081
180,000000	2020-11-19T14:36:10:321
316,000000	2020-11-19T14:36:10:565
372,000000	2020-11-19T14:36:10:801
280,000000	2020-11-19T14:36:11:041
136,000000	2020-11-19T14:36:11:281
156,000000	2020-11-19T14:36:11:524
252,000000	2020-11-19T14:36:11:762
304,000000	2020-11-19T14:36:12:003
276,000000	2020-11-19T14:36:12:243
212,000000	2020-11-19T14:36:12:483
208,000000	2020-11-19T14:36:12:723
92,000000	2020-11-19T14:36:12:963
128,000000	2020-11-19T14:36:13:204
200,000000	2020-11-19T14:36:13:444
212,000000	2020-11-19T14:36:13:684
384,000000	2020-11-19T14:36:13:924
340,000000	2020-11-19T14:36:14:164
200,000000	2020-11-19T14:36:14:405
188,000000	2020-11-19T14:36:14:645
416,000000	2020-11-19T14:36:14:885
576,000000	2020-11-19T14:36:15:126
448,000000	2020-11-19T14:36:15:366
280,000000	2020-11-19T14:36:15:606
200,000000	2020-11-19T14:36:15:847
212,000000	2020-11-19T14:36:16:087
