light_intensity	ts
2097152,000000	2020-11-19T14:21:39:594
2097152,000000	2020-11-19T14:21:39:616
2097152,000000	2020-11-19T14:21:39:623
2528844,000000	2020-11-19T14:21:39:663
2529141,000000	2020-11-19T14:21:39:703
2528674,000000	2020-11-19T14:21:39:743
2527674,000000	2020-11-19T14:21:39:784
2526739,000000	2020-11-19T14:21:39:824
2526097,000000	2020-11-19T14:21:39:864
2525732,000000	2020-11-19T14:21:39:904
2525579,000000	2020-11-19T14:21:39:944
2525606,000000	2020-11-19T14:21:39:984
2121508,000000	2020-11-19T14:21:40:024
2121612,000000	2020-11-19T14:21:40:064
2121716,000000	2020-11-19T14:21:40:104
2121658,000000	2020-11-19T14:21:40:144
2121784,000000	2020-11-19T14:21:40:185
2082535,000000	2020-11-19T14:21:40:224
2083096,000000	2020-11-19T14:21:40:264
2083688,000000	2020-11-19T14:21:40:304
2084250,000000	2020-11-19T14:21:40:344
2085016,000000	2020-11-19T14:21:40:385
2068965,000000	2020-11-19T14:21:40:424
2070787,000000	2020-11-19T14:21:40:464
2069031,000000	2020-11-19T14:21:40:504
2065436,000000	2020-11-19T14:21:40:544
2062590,000000	2020-11-19T14:21:40:587
2061440,000000	2020-11-19T14:21:40:626
2061457,000000	2020-11-19T14:21:40:667
2062244,000000	2020-11-19T14:21:40:706
2063711,000000	2020-11-19T14:21:40:747
2065112,000000	2020-11-19T14:21:40:787
2065934,000000	2020-11-19T14:21:40:827
2066084,000000	2020-11-19T14:21:40:867
2067180,000000	2020-11-19T14:21:40:907
2068281,000000	2020-11-19T14:21:40:946
2069868,000000	2020-11-19T14:21:40:987
2072529,000000	2020-11-19T14:21:41:027
2075684,000000	2020-11-19T14:21:41:067
2078339,000000	2020-11-19T14:21:41:136
2081761,000000	2020-11-19T14:21:41:154
2085266,000000	2020-11-19T14:21:41:190
2087691,000000	2020-11-19T14:21:41:227
2086881,000000	2020-11-19T14:21:41:267
2083162,000000	2020-11-19T14:21:41:308
2080520,000000	2020-11-19T14:21:41:347
2079275,000000	2020-11-19T14:21:41:388
2078341,000000	2020-11-19T14:21:41:427
2078702,000000	2020-11-19T14:21:41:467
2079131,000000	2020-11-19T14:21:41:507
2079410,000000	2020-11-19T14:21:41:547
2079808,000000	2020-11-19T14:21:41:587
2080133,000000	2020-11-19T14:21:41:628
2080293,000000	2020-11-19T14:21:41:667
2080709,000000	2020-11-19T14:21:41:707
2082275,000000	2020-11-19T14:21:41:748
2084080,000000	2020-11-19T14:21:41:788
2085798,000000	2020-11-19T14:21:41:828
2087546,000000	2020-11-19T14:21:41:867
2089698,000000	2020-11-19T14:21:41:907
2091467,000000	2020-11-19T14:21:41:947
2092702,000000	2020-11-19T14:21:41:988
2089917,000000	2020-11-19T14:21:42:028
2087055,000000	2020-11-19T14:21:42:068
2085306,000000	2020-11-19T14:21:42:108
2084732,000000	2020-11-19T14:21:42:148
2085036,000000	2020-11-19T14:21:42:189
2086252,000000	2020-11-19T14:21:42:229
2087463,000000	2020-11-19T14:21:42:268
2088248,000000	2020-11-19T14:21:42:307
2088514,000000	2020-11-19T14:21:42:348
2088971,000000	2020-11-19T14:21:42:388
2089697,000000	2020-11-19T14:21:42:428
2090789,000000	2020-11-19T14:21:42:468
2092547,000000	2020-11-19T14:21:42:508
2094378,000000	2020-11-19T14:21:42:547
2096067,000000	2020-11-19T14:21:42:589
2097890,000000	2020-11-19T14:21:42:628
2100126,000000	2020-11-19T14:21:42:668
2101080,000000	2020-11-19T14:21:42:708
2098510,000000	2020-11-19T14:21:42:751
2095196,000000	2020-11-19T14:21:42:807
2093683,000000	2020-11-19T14:21:42:833
2092740,000000	2020-11-19T14:21:42:873
2092287,000000	2020-11-19T14:21:42:908
2092686,000000	2020-11-19T14:21:42:949
2091902,000000	2020-11-19T14:21:42:990
2091063,000000	2020-11-19T14:21:43:029
2090471,000000	2020-11-19T14:21:43:069
2089092,000000	2020-11-19T14:21:43:110
2088576,000000	2020-11-19T14:21:43:150
2088860,000000	2020-11-19T14:21:43:190
2088791,000000	2020-11-19T14:21:43:230
2089423,000000	2020-11-19T14:21:43:269
2090245,000000	2020-11-19T14:21:43:309
2091476,000000	2020-11-19T14:21:43:350
2090774,000000	2020-11-19T14:21:43:390
2087603,000000	2020-11-19T14:21:43:430
2084208,000000	2020-11-19T14:21:43:469
2081911,000000	2020-11-19T14:21:43:509
2081175,000000	2020-11-19T14:21:43:550
2081845,000000	2020-11-19T14:21:43:590
2082179,000000	2020-11-19T14:21:43:630
2083481,000000	2020-11-19T14:21:43:670
2084274,000000	2020-11-19T14:21:43:710
2084974,000000	2020-11-19T14:21:43:756
2085756,000000	2020-11-19T14:21:43:790
2086735,000000	2020-11-19T14:21:43:830
2086281,000000	2020-11-19T14:21:43:870
2082344,000000	2020-11-19T14:21:43:909
2083326,000000	2020-11-19T14:21:43:950
2082678,000000	2020-11-19T14:21:43:990
2081531,000000	2020-11-19T14:21:44:030
2077714,000000	2020-11-19T14:21:44:073
2070868,000000	2020-11-19T14:21:44:110
2064977,000000	2020-11-19T14:21:44:150
2061854,000000	2020-11-19T14:21:44:190
2059671,000000	2020-11-19T14:21:44:230
2059026,000000	2020-11-19T14:21:44:270
2058300,000000	2020-11-19T14:21:44:309
2057184,000000	2020-11-19T14:21:44:350
2055334,000000	2020-11-19T14:21:44:390
2053856,000000	2020-11-19T14:21:44:430
2052549,000000	2020-11-19T14:21:44:470
2051729,000000	2020-11-19T14:21:44:510
2051782,000000	2020-11-19T14:21:44:550
2051979,000000	2020-11-19T14:21:44:590
2052998,000000	2020-11-19T14:21:44:630
2053614,000000	2020-11-19T14:21:44:670
2053328,000000	2020-11-19T14:21:44:710
2049332,000000	2020-11-19T14:21:44:751
2044007,000000	2020-11-19T14:21:44:790
2040212,000000	2020-11-19T14:21:44:832
2036719,000000	2020-11-19T14:21:44:870
2035166,000000	2020-11-19T14:21:44:911
2034263,000000	2020-11-19T14:21:44:951
2033155,000000	2020-11-19T14:21:44:991
2032552,000000	2020-11-19T14:21:45:031
2031346,000000	2020-11-19T14:21:45:071
2029977,000000	2020-11-19T14:21:45:111
2029276,000000	2020-11-19T14:21:45:150
2029038,000000	2020-11-19T14:21:45:191
