light_level	ts
656,000000	2020-11-19T14:21:39:592
672,000000	2020-11-19T14:21:39:592
928,000000	2020-11-19T14:21:39:724
944,000000	2020-11-19T14:21:39:964
960,000000	2020-11-19T14:21:40:204
964,000000	2020-11-19T14:21:40:444
964,000000	2020-11-19T14:21:40:691
964,000000	2020-11-19T14:21:40:929
964,000000	2020-11-19T14:21:41:189
1048,000000	2020-11-19T14:21:41:409
1040,000000	2020-11-19T14:21:41:649
1036,000000	2020-11-19T14:21:41:890
1036,000000	2020-11-19T14:21:42:132
1032,000000	2020-11-19T14:21:42:370
1032,000000	2020-11-19T14:21:42:610
1032,000000	2020-11-19T14:21:42:853
1016,000000	2020-11-19T14:21:43:092
904,000000	2020-11-19T14:21:43:332
960,000000	2020-11-19T14:21:43:573
1140,000000	2020-11-19T14:21:43:813
1168,000000	2020-11-19T14:21:44:052
1160,000000	2020-11-19T14:21:44:293
1156,000000	2020-11-19T14:21:44:534
1160,000000	2020-11-19T14:21:44:773
1160,000000	2020-11-19T14:21:45:014
1156,000000	2020-11-19T14:21:45:254
1156,000000	2020-11-19T14:21:45:495
1160,000000	2020-11-19T14:21:45:736
1156,000000	2020-11-19T14:21:45:976
1160,000000	2020-11-19T14:21:46:215
1160,000000	2020-11-19T14:21:46:458
1160,000000	2020-11-19T14:21:46:697
1164,000000	2020-11-19T14:21:46:937
1160,000000	2020-11-19T14:21:47:176
1160,000000	2020-11-19T14:21:47:418
1164,000000	2020-11-19T14:21:47:658
1160,000000	2020-11-19T14:21:47:897
1164,000000	2020-11-19T14:21:48:137
1160,000000	2020-11-19T14:21:48:379
1160,000000	2020-11-19T14:21:48:618
1164,000000	2020-11-19T14:21:48:858
1160,000000	2020-11-19T14:21:49:099
1164,000000	2020-11-19T14:21:49:338
1164,000000	2020-11-19T14:21:49:580
1164,000000	2020-11-19T14:21:49:819
1164,000000	2020-11-19T14:21:50:059
1164,000000	2020-11-19T14:21:50:300
1164,000000	2020-11-19T14:21:50:540
1164,000000	2020-11-19T14:21:50:780
1164,000000	2020-11-19T14:21:51:020
1164,000000	2020-11-19T14:21:51:259
1160,000000	2020-11-19T14:21:51:499
1164,000000	2020-11-19T14:21:51:739
1164,000000	2020-11-19T14:21:51:979
1164,000000	2020-11-19T14:21:52:220
1164,000000	2020-11-19T14:21:52:459
1160,000000	2020-11-19T14:21:52:700
1164,000000	2020-11-19T14:21:52:940
1164,000000	2020-11-19T14:21:53:312
1164,000000	2020-11-19T14:21:53:427
1164,000000	2020-11-19T14:21:53:663
1160,000000	2020-11-19T14:21:53:910
1164,000000	2020-11-19T14:21:54:142
1160,000000	2020-11-19T14:21:54:381
1160,000000	2020-11-19T14:21:54:622
1160,000000	2020-11-19T14:21:54:862
1160,000000	2020-11-19T14:21:55:103
1164,000000	2020-11-19T14:21:55:342
1160,000000	2020-11-19T14:21:55:582
1160,000000	2020-11-19T14:21:55:823
1164,000000	2020-11-19T14:21:56:063
1160,000000	2020-11-19T14:21:56:303
1160,000000	2020-11-19T14:21:56:544
1160,000000	2020-11-19T14:21:56:784
1160,000000	2020-11-19T14:21:57:024
1160,000000	2020-11-19T14:21:57:264
1160,000000	2020-11-19T14:21:57:505
1164,000000	2020-11-19T14:21:57:745
1164,000000	2020-11-19T14:21:57:985
1160,000000	2020-11-19T14:21:58:225
1160,000000	2020-11-19T14:21:58:466
1160,000000	2020-11-19T14:21:58:706
1160,000000	2020-11-19T14:21:58:951
1160,000000	2020-11-19T14:21:59:186
1160,000000	2020-11-19T14:21:59:426
1164,000000	2020-11-19T14:21:59:667
1160,000000	2020-11-19T14:21:59:907
1160,000000	2020-11-19T14:22:00:147
