light_intensity	ts
2097152,000000	2020-10-29T19:34:46:808
2097152,000000	2020-10-29T19:34:46:812
2097152,000000	2020-10-29T19:34:46:836
2793353,000000	2020-10-29T19:34:46:876
2790960,000000	2020-10-29T19:34:46:916
2789585,000000	2020-10-29T19:34:46:956
2788705,000000	2020-10-29T19:34:46:996
2786315,000000	2020-10-29T19:34:47:037
2783468,000000	2020-10-29T19:34:47:076
2781292,000000	2020-10-29T19:34:47:116
2779627,000000	2020-10-29T19:34:47:156
2777192,000000	2020-10-29T19:34:47:196
2151611,000000	2020-10-29T19:34:47:237
2152832,000000	2020-10-29T19:34:47:284
2155617,000000	2020-10-29T19:34:47:316
2156263,000000	2020-10-29T19:34:47:369
2157200,000000	2020-10-29T19:34:47:485
2124492,000000	2020-10-29T19:34:47:485
2119704,000000	2020-10-29T19:34:47:486
2112706,000000	2020-10-29T19:34:47:516
2106781,000000	2020-10-29T19:34:47:556
2103264,000000	2020-10-29T19:34:47:597
2088032,000000	2020-10-29T19:34:47:638
2063376,000000	2020-10-29T19:34:47:679
2044231,000000	2020-10-29T19:34:47:718
2031096,000000	2020-10-29T19:34:47:758
2022699,000000	2020-10-29T19:34:47:799
2014970,000000	2020-10-29T19:34:47:839
2007149,000000	2020-10-29T19:34:47:879
2000143,000000	2020-10-29T19:34:47:920
1993428,000000	2020-10-29T19:34:47:971
1986061,000000	2020-10-29T19:34:47:999
1973677,000000	2020-10-29T19:34:48:039
1961060,000000	2020-10-29T19:34:48:081
1948425,000000	2020-10-29T19:34:48:121
1936006,000000	2020-10-29T19:34:48:163
1923314,000000	2020-10-29T19:34:48:201
1907382,000000	2020-10-29T19:34:48:244
1913655,000000	2020-10-29T19:34:48:287
2078991,000000	2020-10-29T19:34:56:122
2078005,000000	2020-10-29T19:34:56:145
2077392,000000	2020-10-29T19:34:56:156
2078281,000000	2020-10-29T19:34:56:194
2080141,000000	2020-10-29T19:34:56:237
2084792,000000	2020-10-29T19:34:56:277
2094490,000000	2020-10-29T19:34:56:315
2105016,000000	2020-10-29T19:34:56:357
2115597,000000	2020-10-29T19:34:56:394
2125277,000000	2020-10-29T19:34:56:436
2132544,000000	2020-10-29T19:34:56:475
2134061,000000	2020-10-29T19:34:56:516
2135230,000000	2020-10-29T19:34:56:556
2130245,000000	2020-10-29T19:34:56:595
2122814,000000	2020-10-29T19:34:56:634
2116138,000000	2020-10-29T19:34:56:676
2118153,000000	2020-10-29T19:34:56:714
2131230,000000	2020-10-29T19:34:56:759
2140454,000000	2020-10-29T19:34:56:795
2138456,000000	2020-10-29T19:34:56:836
2133424,000000	2020-10-29T19:34:56:875
2130760,000000	2020-10-29T19:34:56:916
2130092,000000	2020-10-29T19:34:56:955
2130029,000000	2020-10-29T19:34:56:998
2131117,000000	2020-10-29T19:34:57:035
2131695,000000	2020-10-29T19:34:57:076
2132180,000000	2020-10-29T19:34:57:115
2133110,000000	2020-10-29T19:34:57:157
2134753,000000	2020-10-29T19:34:57:195
2136258,000000	2020-10-29T19:34:57:238
2136395,000000	2020-10-29T19:34:57:275
2132238,000000	2020-10-29T19:34:57:316
2127263,000000	2020-10-29T19:34:57:356
2124245,000000	2020-10-29T19:34:57:396
2128846,000000	2020-10-29T19:34:57:435
2155910,000000	2020-10-29T19:34:57:478
2190966,000000	2020-10-29T19:34:57:516
2206093,000000	2020-10-29T19:34:57:557
2222113,000000	2020-10-29T19:34:57:596
2232743,000000	2020-10-29T19:34:57:637
2240332,000000	2020-10-29T19:34:57:675
2251292,000000	2020-10-29T19:34:57:718
2259909,000000	2020-10-29T19:34:57:757
2281704,000000	2020-10-29T19:34:57:796
2290900,000000	2020-10-29T19:34:57:836
2282631,000000	2020-10-29T19:34:57:877
2266374,000000	2020-10-29T19:34:57:916
2246028,000000	2020-10-29T19:34:57:959
2231728,000000	2020-10-29T19:34:57:996
2221439,000000	2020-10-29T19:34:58:036
2213159,000000	2020-10-29T19:34:58:077
2206289,000000	2020-10-29T19:34:58:117
2195910,000000	2020-10-29T19:34:58:157
2189514,000000	2020-10-29T19:34:58:199
2180670,000000	2020-10-29T19:34:58:236
2171149,000000	2020-10-29T19:34:58:277
2160527,000000	2020-10-29T19:34:58:316
2146769,000000	2020-10-29T19:34:58:358
2142792,000000	2020-10-29T19:34:58:396
2145563,000000	2020-10-29T19:34:58:438
2152943,000000	2020-10-29T19:34:58:477
2163981,000000	2020-10-29T19:34:58:517
2170210,000000	2020-10-29T19:34:58:557
2177506,000000	2020-10-29T19:34:58:596
2185322,000000	2020-10-29T19:34:58:636
2191640,000000	2020-10-29T19:34:58:679
2194702,000000	2020-10-29T19:34:58:716
2195756,000000	2020-10-29T19:34:58:758
2195915,000000	2020-10-29T19:34:58:796
2198181,000000	2020-10-29T19:34:58:837
2201509,000000	2020-10-29T19:34:58:876
2205640,000000	2020-10-29T19:34:58:919
2210785,000000	2020-10-29T19:34:58:957
2214605,000000	2020-10-29T19:34:58:997
2218280,000000	2020-10-29T19:34:59:036
2219679,000000	2020-10-29T19:34:59:077
2220080,000000	2020-10-29T19:34:59:116
2223251,000000	2020-10-29T19:34:59:159
2233997,000000	2020-10-29T19:34:59:197
2262422,000000	2020-10-29T19:34:59:237
2290911,000000	2020-10-29T19:34:59:277
2306446,000000	2020-10-29T19:34:59:318
2309647,000000	2020-10-29T19:34:59:357
2311706,000000	2020-10-29T19:34:59:399
2311871,000000	2020-10-29T19:34:59:439
2315133,000000	2020-10-29T19:34:59:478
2324579,000000	2020-10-29T19:34:59:517
2334605,000000	2020-10-29T19:34:59:558
2347616,000000	2020-10-29T19:34:59:597
2364413,000000	2020-10-29T19:34:59:639
2383772,000000	2020-10-29T19:34:59:676
2399710,000000	2020-10-29T19:34:59:718
2410071,000000	2020-10-29T19:34:59:758
2419386,000000	2020-10-29T19:34:59:798
2426113,000000	2020-10-29T19:34:59:836
2427829,000000	2020-10-29T19:34:59:879
2426161,000000	2020-10-29T19:34:59:917
2423487,000000	2020-10-29T19:34:59:959
2418494,000000	2020-10-29T19:34:59:997
2412000,000000	2020-10-29T19:35:00:038
2407104,000000	2020-10-29T19:35:00:077
2402910,000000	2020-10-29T19:35:00:120
2398736,000000	2020-10-29T19:35:00:159
2395673,000000	2020-10-29T19:35:00:198
2393930,000000	2020-10-29T19:35:00:238
2393346,000000	2020-10-29T19:35:00:278
2391555,000000	2020-10-29T19:35:00:318
2389990,000000	2020-10-29T19:35:00:360
2389567,000000	2020-10-29T19:35:00:398
2389287,000000	2020-10-29T19:35:00:438
2389577,000000	2020-10-29T19:35:00:478
2390256,000000	2020-10-29T19:35:00:518
2391377,000000	2020-10-29T19:35:00:558
2391326,000000	2020-10-29T19:35:00:600
2387801,000000	2020-10-29T19:35:00:638
2385033,000000	2020-10-29T19:35:00:679
2383654,000000	2020-10-29T19:35:00:718
2383625,000000	2020-10-29T19:35:00:760
2384959,000000	2020-10-29T19:35:00:798
2385090,000000	2020-10-29T19:35:00:840
2384831,000000	2020-10-29T19:35:00:878
2384499,000000	2020-10-29T19:35:00:919
2386659,000000	2020-10-29T19:35:00:960
2388195,000000	2020-10-29T19:35:00:999
2387280,000000	2020-10-29T19:35:01:039
2386738,000000	2020-10-29T19:35:01:081
2387293,000000	2020-10-29T19:35:01:124
2388796,000000	2020-10-29T19:35:01:164
2390388,000000	2020-10-29T19:35:01:260
2388276,000000	2020-10-29T19:35:01:262
2383442,000000	2020-10-29T19:35:01:301
2375547,000000	2020-10-29T19:35:01:324
2366301,000000	2020-10-29T19:35:01:359
2357710,000000	2020-10-29T19:35:01:399
2351330,000000	2020-10-29T19:35:01:440
2346319,000000	2020-10-29T19:35:01:480
2342013,000000	2020-10-29T19:35:01:519
2338133,000000	2020-10-29T19:35:01:562
2334278,000000	2020-10-29T19:35:01:599
2330578,000000	2020-10-29T19:35:01:640
2327158,000000	2020-10-29T19:35:01:679
2324269,000000	2020-10-29T19:35:01:721
2321560,000000	2020-10-29T19:35:01:760
2318948,000000	2020-10-29T19:35:01:802
2317219,000000	2020-10-29T19:35:01:840
2318335,000000	2020-10-29T19:35:01:881
2315872,000000	2020-10-29T19:35:01:920
2305382,000000	2020-10-29T19:35:01:961
2294615,000000	2020-10-29T19:35:02:000
2287557,000000	2020-10-29T19:35:02:043
2282336,000000	2020-10-29T19:35:02:079
2276400,000000	2020-10-29T19:35:02:120
2271869,000000	2020-10-29T19:35:02:160
2270412,000000	2020-10-29T19:35:02:201
2268961,000000	2020-10-29T19:35:02:240
2267362,000000	2020-10-29T19:35:02:283
2266711,000000	2020-10-29T19:35:02:320
2265505,000000	2020-10-29T19:35:02:361
