light_intensity	ts
2119323,000000	2020-11-19T14:39:52:960
2117798,000000	2020-11-19T14:39:52:961
2117630,000000	2020-11-19T14:39:52:986
2118569,000000	2020-11-19T14:39:53:026
2119781,000000	2020-11-19T14:39:53:067
2121149,000000	2020-11-19T14:39:53:106
2122117,000000	2020-11-19T14:39:53:146
2121545,000000	2020-11-19T14:39:53:186
2120543,000000	2020-11-19T14:39:53:226
2118380,000000	2020-11-19T14:39:53:277
2117560,000000	2020-11-19T14:39:53:306
2116950,000000	2020-11-19T14:39:53:356
2115337,000000	2020-11-19T14:39:53:391
2113823,000000	2020-11-19T14:39:53:481
2119072,000000	2020-11-19T14:39:53:481
2121309,000000	2020-11-19T14:39:53:506
2118843,000000	2020-11-19T14:39:53:546
2113252,000000	2020-11-19T14:39:53:586
2103753,000000	2020-11-19T14:39:53:626
2094771,000000	2020-11-19T14:39:53:669
2087215,000000	2020-11-19T14:39:53:707
2081933,000000	2020-11-19T14:39:53:746
2079729,000000	2020-11-19T14:39:53:787
2077760,000000	2020-11-19T14:39:53:827
2077321,000000	2020-11-19T14:39:53:867
2076992,000000	2020-11-19T14:39:53:907
2076706,000000	2020-11-19T14:39:53:956
2076430,000000	2020-11-19T14:39:53:990
2076030,000000	2020-11-19T14:39:54:030
2075660,000000	2020-11-19T14:39:54:068
2076057,000000	2020-11-19T14:39:54:107
2076483,000000	2020-11-19T14:39:54:150
2077696,000000	2020-11-19T14:39:54:190
2078651,000000	2020-11-19T14:39:54:230
2079616,000000	2020-11-19T14:39:54:270
2078390,000000	2020-11-19T14:39:54:310
2074876,000000	2020-11-19T14:39:54:349
2071903,000000	2020-11-19T14:39:54:390
2069672,000000	2020-11-19T14:39:54:430
2068457,000000	2020-11-19T14:39:54:470
2068588,000000	2020-11-19T14:39:54:510
2069324,000000	2020-11-19T14:39:54:551
2069869,000000	2020-11-19T14:39:54:590
2069106,000000	2020-11-19T14:39:54:636
2068279,000000	2020-11-19T14:39:54:680
2067956,000000	2020-11-19T14:39:54:710
2068830,000000	2020-11-19T14:39:54:750
2070019,000000	2020-11-19T14:39:54:790
2070364,000000	2020-11-19T14:39:54:830
2072394,000000	2020-11-19T14:39:54:871
2073847,000000	2020-11-19T14:39:54:911
2075122,000000	2020-11-19T14:39:54:951
2074121,000000	2020-11-19T14:39:54:991
2071386,000000	2020-11-19T14:39:55:031
2069599,000000	2020-11-19T14:39:55:077
2068961,000000	2020-11-19T14:39:55:113
2068113,000000	2020-11-19T14:39:55:151
2068163,000000	2020-11-19T14:39:55:191
2068070,000000	2020-11-19T14:39:55:231
2068700,000000	2020-11-19T14:39:55:272
2069631,000000	2020-11-19T14:39:55:311
2070334,000000	2020-11-19T14:39:55:351
2071071,000000	2020-11-19T14:39:55:390
2072647,000000	2020-11-19T14:39:55:432
2074749,000000	2020-11-19T14:39:55:472
2076420,000000	2020-11-19T14:39:55:511
2078266,000000	2020-11-19T14:39:55:551
2080130,000000	2020-11-19T14:39:55:591
2079977,000000	2020-11-19T14:39:55:631
2078018,000000	2020-11-19T14:39:55:672
2075300,000000	2020-11-19T14:39:55:712
2073945,000000	2020-11-19T14:39:55:751
2072973,000000	2020-11-19T14:39:55:792
2072322,000000	2020-11-19T14:39:55:831
2072058,000000	2020-11-19T14:39:55:872
2071179,000000	2020-11-19T14:39:55:912
2069335,000000	2020-11-19T14:39:55:952
2067615,000000	2020-11-19T14:39:55:992
2066467,000000	2020-11-19T14:39:56:032
2065800,000000	2020-11-19T14:39:56:074
2066269,000000	2020-11-19T14:39:56:112
2067151,000000	2020-11-19T14:39:56:169
2068393,000000	2020-11-19T14:39:56:193
2070025,000000	2020-11-19T14:39:56:231
2071584,000000	2020-11-19T14:39:56:273
2071324,000000	2020-11-19T14:39:56:313
2068503,000000	2020-11-19T14:39:56:353
2065955,000000	2020-11-19T14:39:56:393
2065181,000000	2020-11-19T14:39:56:433
2064032,000000	2020-11-19T14:39:56:473
2064021,000000	2020-11-19T14:39:56:513
2064447,000000	2020-11-19T14:39:56:553
2063738,000000	2020-11-19T14:39:56:593
2064333,000000	2020-11-19T14:39:56:633
2064932,000000	2020-11-19T14:39:56:674
2066176,000000	2020-11-19T14:39:56:713
2067935,000000	2020-11-19T14:39:56:753
2069348,000000	2020-11-19T14:39:56:793
2071681,000000	2020-11-19T14:39:56:833
2073571,000000	2020-11-19T14:39:56:874
2073676,000000	2020-11-19T14:39:56:913
2071264,000000	2020-11-19T14:39:56:953
2067828,000000	2020-11-19T14:39:56:993
2066496,000000	2020-11-19T14:39:57:034
2065855,000000	2020-11-19T14:39:57:075
2066552,000000	2020-11-19T14:39:57:113
2067158,000000	2020-11-19T14:39:57:153
2067416,000000	2020-11-19T14:39:57:193
2066885,000000	2020-11-19T14:39:57:233
2065595,000000	2020-11-19T14:39:57:274
2064457,000000	2020-11-19T14:39:57:314
2063719,000000	2020-11-19T14:39:57:354
2062923,000000	2020-11-19T14:39:57:394
2061508,000000	2020-11-19T14:39:57:434
2061946,000000	2020-11-19T14:39:57:474
2062238,000000	2020-11-19T14:39:57:514
2059516,000000	2020-11-19T14:39:57:554
2054923,000000	2020-11-19T14:39:57:594
2051306,000000	2020-11-19T14:39:57:634
2049290,000000	2020-11-19T14:39:57:675
2049099,000000	2020-11-19T14:39:57:715
2050034,000000	2020-11-19T14:39:57:754
2050763,000000	2020-11-19T14:39:57:794
2050777,000000	2020-11-19T14:39:57:834
2051021,000000	2020-11-19T14:39:57:876
2050954,000000	2020-11-19T14:39:57:914
2052133,000000	2020-11-19T14:39:57:954
2053783,000000	2020-11-19T14:39:57:994
2056601,000000	2020-11-19T14:39:58:035
2058835,000000	2020-11-19T14:39:58:075
2061162,000000	2020-11-19T14:39:58:115
2061812,000000	2020-11-19T14:39:58:155
2059284,000000	2020-11-19T14:39:58:195
2053832,000000	2020-11-19T14:39:58:235
2048844,000000	2020-11-19T14:39:58:276
2045332,000000	2020-11-19T14:39:58:315
2041931,000000	2020-11-19T14:39:58:356
2040112,000000	2020-11-19T14:39:58:395
2038184,000000	2020-11-19T14:39:58:435
2037579,000000	2020-11-19T14:39:58:475
2036444,000000	2020-11-19T14:39:58:516
2035472,000000	2020-11-19T14:39:58:555
2033500,000000	2020-11-19T14:39:58:595
2031403,000000	2020-11-19T14:39:58:635
2029172,000000	2020-11-19T14:39:58:676
2028159,000000	2020-11-19T14:39:58:727
2029250,000000	2020-11-19T14:39:58:756
2028124,000000	2020-11-19T14:39:58:795
2024725,000000	2020-11-19T14:39:58:836
2021218,000000	2020-11-19T14:39:58:876
2020121,000000	2020-11-19T14:39:58:916
2019535,000000	2020-11-19T14:39:58:955
2020545,000000	2020-11-19T14:39:58:997
2021521,000000	2020-11-19T14:39:59:035
2022261,000000	2020-11-19T14:39:59:077
2022447,000000	2020-11-19T14:39:59:116
2022604,000000	2020-11-19T14:39:59:157
2023436,000000	2020-11-19T14:39:59:196
2024391,000000	2020-11-19T14:39:59:237
2025542,000000	2020-11-19T14:39:59:276
2028446,000000	2020-11-19T14:39:59:317
2030149,000000	2020-11-19T14:39:59:356
2030430,000000	2020-11-19T14:39:59:397
2027066,000000	2020-11-19T14:39:59:436
2022872,000000	2020-11-19T14:39:59:477
2019628,000000	2020-11-19T14:39:59:516
2018249,000000	2020-11-19T14:39:59:557
2018554,000000	2020-11-19T14:39:59:596
2019058,000000	2020-11-19T14:39:59:637
2019707,000000	2020-11-19T14:39:59:676
2020768,000000	2020-11-19T14:39:59:719
2021728,000000	2020-11-19T14:39:59:756
2022813,000000	2020-11-19T14:39:59:797
2023740,000000	2020-11-19T14:39:59:837
2025024,000000	2020-11-19T14:39:59:877
2025113,000000	2020-11-19T14:39:59:916
2025703,000000	2020-11-19T14:39:59:957
2026111,000000	2020-11-19T14:39:59:996
2025361,000000	2020-11-19T14:40:00:037
2021174,000000	2020-11-19T14:40:00:077
2017325,000000	2020-11-19T14:40:00:117
2015212,000000	2020-11-19T14:40:00:156
2014601,000000	2020-11-19T14:40:00:197
