light_level	ts
0,000000	2020-11-19T14:39:52:959
0,000000	2020-11-19T14:39:52:959
0,000000	2020-11-19T14:39:53:125
0,000000	2020-11-19T14:39:53:384
0,000000	2020-11-19T14:39:53:605
0,000000	2020-11-19T14:39:53:845
0,000000	2020-11-19T14:39:54:086
0,000000	2020-11-19T14:39:54:329
0,000000	2020-11-19T14:39:54:570
0,000000	2020-11-19T14:39:54:809
0,000000	2020-11-19T14:39:55:049
0,000000	2020-11-19T14:39:55:289
0,000000	2020-11-19T14:39:55:530
0,000000	2020-11-19T14:39:55:771
0,000000	2020-11-19T14:39:56:011
0,000000	2020-11-19T14:39:56:251
0,000000	2020-11-19T14:39:56:491
0,000000	2020-11-19T14:39:56:731
0,000000	2020-11-19T14:39:56:971
0,000000	2020-11-19T14:39:57:211
0,000000	2020-11-19T14:39:57:452
0,000000	2020-11-19T14:39:57:693
0,000000	2020-11-19T14:39:57:933
0,000000	2020-11-19T14:39:58:173
0,000000	2020-11-19T14:39:58:413
0,000000	2020-11-19T14:39:58:653
0,000000	2020-11-19T14:39:58:893
0,000000	2020-11-19T14:39:59:133
0,000000	2020-11-19T14:39:59:374
0,000000	2020-11-19T14:39:59:613
0,000000	2020-11-19T14:39:59:855
0,000000	2020-11-19T14:40:00:094
0,000000	2020-11-19T14:40:00:334
0,000000	2020-11-19T14:40:00:574
0,000000	2020-11-19T14:40:00:815
0,000000	2020-11-19T14:40:01:055
0,000000	2020-11-19T14:40:01:295
0,000000	2020-11-19T14:40:01:535
0,000000	2020-11-19T14:40:01:777
0,000000	2020-11-19T14:40:02:016
0,000000	2020-11-19T14:40:02:256
0,000000	2020-11-19T14:40:02:495
0,000000	2020-11-19T14:40:02:737
0,000000	2020-11-19T14:40:02:977
0,000000	2020-11-19T14:40:03:217
0,000000	2020-11-19T14:40:03:457
0,000000	2020-11-19T14:40:03:697
0,000000	2020-11-19T14:40:03:937
0,000000	2020-11-19T14:40:04:178
0,000000	2020-11-19T14:40:04:418
0,000000	2020-11-19T14:40:04:658
0,000000	2020-11-19T14:40:04:899
0,000000	2020-11-19T14:40:05:139
0,000000	2020-11-19T14:40:05:380
0,000000	2020-11-19T14:40:05:619
0,000000	2020-11-19T14:40:05:860
0,000000	2020-11-19T14:40:06:100
0,000000	2020-11-19T14:40:06:340
0,000000	2020-11-19T14:40:06:580
0,000000	2020-11-19T14:40:06:820
0,000000	2020-11-19T14:40:07:061
0,000000	2020-11-19T14:40:07:301
0,000000	2020-11-19T14:40:07:541
0,000000	2020-11-19T14:40:07:782
0,000000	2020-11-19T14:40:08:021
0,000000	2020-11-19T14:40:08:262
0,000000	2020-11-19T14:40:08:502
0,000000	2020-11-19T14:40:08:742
0,000000	2020-11-19T14:40:08:983
0,000000	2020-11-19T14:40:09:222
0,000000	2020-11-19T14:40:09:463
0,000000	2020-11-19T14:40:09:704
0,000000	2020-11-19T14:40:09:944
0,000000	2020-11-19T14:40:10:184
0,000000	2020-11-19T14:40:10:424
0,000000	2020-11-19T14:40:10:665
0,000000	2020-11-19T14:40:10:905
0,000000	2020-11-19T14:40:11:145
0,000000	2020-11-19T14:40:11:385
0,000000	2020-11-19T14:40:11:626
0,000000	2020-11-19T14:40:11:866
0,000000	2020-11-19T14:40:12:106
0,000000	2020-11-19T14:40:12:346
0,000000	2020-11-19T14:40:12:587
0,000000	2020-11-19T14:40:12:827
0,000000	2020-11-19T14:40:13:067
0,000000	2020-11-19T14:40:13:308
0,000000	2020-11-19T14:40:13:547
0,000000	2020-11-19T14:40:13:789
0,000000	2020-11-19T14:40:14:030
0,000000	2020-11-19T14:40:14:312
0,000000	2020-11-19T14:40:14:508
0,000000	2020-11-19T14:40:14:749
0,000000	2020-11-19T14:40:14:988
0,000000	2020-11-19T14:40:15:229
0,000000	2020-11-19T14:40:15:469
0,000000	2020-11-19T14:40:15:709
0,000000	2020-11-19T14:40:15:949
0,000000	2020-11-19T14:40:16:190
0,000000	2020-11-19T14:40:16:430
0,000000	2020-11-19T14:40:16:669
0,000000	2020-11-19T14:40:16:911
0,000000	2020-11-19T14:40:17:150
0,000000	2020-11-19T14:40:17:391
0,000000	2020-11-19T14:40:17:631
0,000000	2020-11-19T14:40:17:871
0,000000	2020-11-19T14:40:18:112
0,000000	2020-11-19T14:40:18:351
0,000000	2020-11-19T14:40:18:591
0,000000	2020-11-19T14:40:18:832
0,000000	2020-11-19T14:40:19:073
0,000000	2020-11-19T14:40:19:315
0,000000	2020-11-19T14:40:19:553
0,000000	2020-11-19T14:40:19:796
0,000000	2020-11-19T14:40:20:033
0,000000	2020-11-19T14:40:20:274
0,000000	2020-11-19T14:40:20:513
0,000000	2020-11-19T14:40:20:754
0,000000	2020-11-19T14:40:20:994
0,000000	2020-11-19T14:40:21:234
0,000000	2020-11-19T14:40:21:476
0,000000	2020-11-19T14:40:21:716
0,000000	2020-11-19T14:40:21:955
0,000000	2020-11-19T14:40:22:195
0,000000	2020-11-19T14:40:22:435
0,000000	2020-11-19T14:40:22:676
0,000000	2020-11-19T14:40:22:917
0,000000	2020-11-19T14:40:23:156
0,000000	2020-11-19T14:40:23:397
0,000000	2020-11-19T14:40:23:636
