light_intensity	ts
2097152,000000	2020-10-29T19:03:51:287
2097152,000000	2020-10-29T19:03:51:320
2845286,000000	2020-10-29T19:03:51:359
2845051,000000	2020-10-29T19:03:51:400
2844412,000000	2020-10-29T19:03:51:439
2843653,000000	2020-10-29T19:03:51:479
2843208,000000	2020-10-29T19:03:51:520
2841868,000000	2020-10-29T19:03:51:559
2840544,000000	2020-10-29T19:03:51:600
2839445,000000	2020-10-29T19:03:51:639
2839120,000000	2020-10-29T19:03:51:680
2148772,000000	2020-10-29T19:03:51:719
2149332,000000	2020-10-29T19:03:51:759
2149259,000000	2020-10-29T19:03:51:800
2146819,000000	2020-10-29T19:03:51:840
2143432,000000	2020-10-29T19:03:51:880
2088067,000000	2020-10-29T19:03:51:919
2087037,000000	2020-10-29T19:03:51:959
2087680,000000	2020-10-29T19:03:52:000
2087088,000000	2020-10-29T19:03:52:040
2087250,000000	2020-10-29T19:03:52:080
2074130,000000	2020-10-29T19:03:52:120
2076488,000000	2020-10-29T19:03:52:160
2075270,000000	2020-10-29T19:03:52:200
2066852,000000	2020-10-29T19:03:52:241
2056261,000000	2020-10-29T19:03:52:280
2051712,000000	2020-10-29T19:03:52:322
2052073,000000	2020-10-29T19:03:52:361
2054579,000000	2020-10-29T19:03:52:402
2059235,000000	2020-10-29T19:03:52:444
2063453,000000	2020-10-29T19:03:52:484
2070028,000000	2020-10-29T19:03:52:524
2078222,000000	2020-10-29T19:03:52:564
2085254,000000	2020-10-29T19:03:52:604
2085748,000000	2020-10-29T19:03:52:644
2086308,000000	2020-10-29T19:03:52:684
2090739,000000	2020-10-29T19:03:52:725
2098237,000000	2020-10-29T19:03:52:764
2106676,000000	2020-10-29T19:03:52:805
2117193,000000	2020-10-29T19:03:52:844
2127235,000000	2020-10-29T19:03:52:885
2136722,000000	2020-10-29T19:03:52:923
2145414,000000	2020-10-29T19:03:52:964
2152709,000000	2020-10-29T19:03:53:004
2160055,000000	2020-10-29T19:03:53:044
2168755,000000	2020-10-29T19:03:53:085
2175966,000000	2020-10-29T19:03:53:124
2182600,000000	2020-10-29T19:03:53:164
2188688,000000	2020-10-29T19:03:53:207
2195784,000000	2020-10-29T19:03:53:244
2204065,000000	2020-10-29T19:03:53:285
2210933,000000	2020-10-29T19:03:53:325
2211357,000000	2020-10-29T19:03:53:365
2209851,000000	2020-10-29T19:03:53:405
2209131,000000	2020-10-29T19:03:53:445
2211658,000000	2020-10-29T19:03:53:485
2215231,000000	2020-10-29T19:03:53:525
2220811,000000	2020-10-29T19:03:53:564
2226067,000000	2020-10-29T19:03:53:605
2230517,000000	2020-10-29T19:03:53:645
2233979,000000	2020-10-29T19:03:53:686
2237410,000000	2020-10-29T19:03:53:725
2242134,000000	2020-10-29T19:03:53:765
2247711,000000	2020-10-29T19:03:53:805
2253704,000000	2020-10-29T19:03:53:845
2260666,000000	2020-10-29T19:03:53:886
2267764,000000	2020-10-29T19:03:53:925
2275274,000000	2020-10-29T19:03:53:965
2280155,000000	2020-10-29T19:03:54:006
2275773,000000	2020-10-29T19:03:54:045
2269557,000000	2020-10-29T19:03:54:086
2266750,000000	2020-10-29T19:03:54:125
2266175,000000	2020-10-29T19:03:54:166
2267679,000000	2020-10-29T19:03:54:206
2270482,000000	2020-10-29T19:03:54:245
2273918,000000	2020-10-29T19:03:54:286
2276937,000000	2020-10-29T19:03:54:326
2279064,000000	2020-10-29T19:03:54:366
2281615,000000	2020-10-29T19:03:54:407
2284992,000000	2020-10-29T19:03:54:446
2289607,000000	2020-10-29T19:03:54:487
2294829,000000	2020-10-29T19:03:54:527
2300471,000000	2020-10-29T19:03:54:566
2307104,000000	2020-10-29T19:03:54:607
2313376,000000	2020-10-29T19:03:54:646
2319794,000000	2020-10-29T19:03:54:686
