x	y	z	ts
-0,070000	-0,070000	-0,070000	2020-10-29T19:03:51:286
-0,070000	-0,070000	-0,070000	2020-10-29T19:03:51:286
-3,220000	-42,420002	-9,730000	2020-10-29T19:03:51:286
4,270000	-10,850000	-12,950000	2020-10-29T19:03:51:287
0,420000	-10,150000	-12,320000	2020-10-29T19:03:51:287
-5,530000	-8,120000	-10,640000	2020-10-29T19:03:51:311
-10,500000	-6,720000	-7,490000	2020-10-29T19:03:51:320
-14,070000	-8,540000	-3,920000	2020-10-29T19:03:51:338
-16,100000	-11,060000	-3,990000	2020-10-29T19:03:51:359
-43,259998	-3,780000	-3,500000	2020-10-29T19:03:51:380
-47,950001	1,190000	-4,550000	2020-10-29T19:03:51:399
-46,689999	6,090000	-3,920000	2020-10-29T19:03:51:418
-39,970001	5,950000	-2,800000	2020-10-29T19:03:51:439
-29,540001	4,200000	-1,050000	2020-10-29T19:03:51:461
-20,299999	1,610000	0,700000	2020-10-29T19:03:51:479
-9,100000	-2,030000	2,030000	2020-10-29T19:03:51:500
-11,900000	-1,680000	2,590000	2020-10-29T19:03:51:520
-13,860000	0,140000	3,920000	2020-10-29T19:03:51:540
-13,370000	1,680000	4,480000	2020-10-29T19:03:51:559
-9,030000	3,430000	7,770000	2020-10-29T19:03:51:580
-4,060000	0,770000	8,400000	2020-10-29T19:03:51:599
0,210000	-0,700000	7,210000	2020-10-29T19:03:51:621
-4,620000	-0,630000	13,930000	2020-10-29T19:03:51:639
-2,870000	-1,470000	17,850000	2020-10-29T19:03:51:660
-0,700000	-2,940000	17,150000	2020-10-29T19:03:51:679
1,890000	-2,450000	17,150000	2020-10-29T19:03:51:701
2,590000	-1,260000	15,190001	2020-10-29T19:03:51:719
-0,840000	-2,660000	10,640000	2020-10-29T19:03:51:740
-23,660000	4,970000	16,730000	2020-10-29T19:03:51:759
-27,020000	-1,960000	8,050000	2020-10-29T19:03:51:780
-27,020000	-0,700000	3,080000	2020-10-29T19:03:51:799
-35,910000	4,830000	2,030000	2020-10-29T19:03:51:820
-38,639999	2,660000	2,660000	2020-10-29T19:03:51:839
-31,080000	0,490000	1,750000	2020-10-29T19:03:51:860
-23,100000	0,140000	1,750000	2020-10-29T19:03:51:880
-17,290001	-0,770000	1,750000	2020-10-29T19:03:51:900
-16,520000	-1,610000	2,100000	2020-10-29T19:03:51:919
-12,320000	1,400000	2,870000	2020-10-29T19:03:51:940
-7,210000	5,530000	2,660000	2020-10-29T19:03:51:959
-5,250000	2,240000	5,950000	2020-10-29T19:03:51:979
-22,260000	11,550000	8,260000	2020-10-29T19:03:52:999
-7,070000	1,540000	1,330000	2020-10-29T19:03:52:019
-6,160000	4,760000	1,470000	2020-10-29T19:03:52:039
-5,740000	3,080000	4,130000	2020-10-29T19:03:52:060
-3,360000	1,540000	2,450000	2020-10-29T19:03:52:080
-1,470000	1,260000	4,480000	2020-10-29T19:03:52:099
0,070000	1,960000	4,060000	2020-10-29T19:03:52:120
-2,730000	3,570000	6,510000	2020-10-29T19:03:52:139
-15,470000	7,350000	6,090000	2020-10-29T19:03:52:160
-8,260000	4,340000	7,280000	2020-10-29T19:03:52:180
-17,639999	6,440000	8,330000	2020-10-29T19:03:52:200
-26,460001	5,390000	10,850000	2020-10-29T19:03:52:219
-23,450001	8,470000	9,870000	2020-10-29T19:03:52:240
-17,570000	9,380000	13,930000	2020-10-29T19:03:52:264
-10,360000	6,300000	14,910000	2020-10-29T19:03:52:280
1,750000	-3,150000	8,470000	2020-10-29T19:03:52:300
-9,030000	-2,030000	7,840000	2020-10-29T19:03:52:321
-17,010000	4,340000	8,190000	2020-10-29T19:03:52:339
-19,250000	4,200000	7,840000	2020-10-29T19:03:52:361
-18,200001	2,590000	6,790000	2020-10-29T19:03:52:379
-19,530001	3,710000	7,490000	2020-10-29T19:03:52:402
-21,210001	19,040001	7,700000	2020-10-29T19:03:52:423
-16,870001	5,530000	5,950000	2020-10-29T19:03:52:443
-21,490000	4,130000	6,930000	2020-10-29T19:03:52:462
-16,799999	7,280000	8,680000	2020-10-29T19:03:52:484
-4,410000	10,990000	9,730000	2020-10-29T19:03:52:502
1,400000	6,720000	9,800000	2020-10-29T19:03:52:523
-4,480000	3,780000	12,040000	2020-10-29T19:03:52:542
-1,820000	4,760000	7,910000	2020-10-29T19:03:52:563
-1,120000	6,300000	7,070000	2020-10-29T19:03:52:582
-5,530000	8,540000	9,380000	2020-10-29T19:03:52:604
