x	y	z	ts
0,433101	0,057428	9,657433	2020-10-29T19:09:01:210
-0,330210	-0,964308	9,722038	2020-10-29T19:09:01:212
-0,378066	-0,411566	9,590433	2020-10-29T19:09:01:212
0,179462	-0,533599	9,609575	2020-10-29T19:09:01:212
0,258425	-1,351945	9,805787	2020-10-29T19:09:01:229
0,016750	-0,899701	9,702895	2020-10-29T19:09:01:269
-0,129212	-1,038485	9,750752	2020-10-29T19:09:01:273
0,117248	-1,083949	9,815358	2020-10-29T19:09:01:288
-0,217747	-1,607977	9,669396	2020-10-29T19:09:01:308
-0,098106	-1,763510	9,621540	2020-10-29T19:09:01:328
0,090927	-1,299303	9,568897	2020-10-29T19:09:01:349
-0,100499	-1,009771	9,635897	2020-10-29T19:09:01:368
-0,004786	-0,961915	9,530612	2020-10-29T19:09:01:388
-0,028714	-1,155733	9,600004	2020-10-29T19:09:01:408
-0,069392	-1,414158	9,750752	2020-10-29T19:09:01:428
-0,021535	-1,366302	9,547362	2020-10-29T19:09:01:448
-0,023928	-1,392623	9,619147	2020-10-29T19:09:01:469
0,007178	-1,225125	9,616754	2020-10-29T19:09:01:488
0,040678	-1,186840	9,597611	2020-10-29T19:09:01:509
0,028714	-1,239482	9,631111	2020-10-29T19:09:01:528
-0,055035	-1,339981	9,609575	2020-10-29T19:09:01:549
-0,059821	-1,380659	9,690931	2020-10-29T19:09:01:568
0,071785	-1,330409	9,602397	2020-10-29T19:09:01:589
-0,007178	-1,158126	9,542577	2020-10-29T19:09:01:608
-0,011964	-1,069592	9,578469	2020-10-29T19:09:01:632
0,014357	-1,342373	9,571291	2020-10-29T19:09:01:649
0,007178	-1,464408	9,566505	2020-10-29T19:09:01:669
0,011964	-1,371087	9,643075	2020-10-29T19:09:01:689
0,047856	-1,292124	9,559326	2020-10-29T19:09:01:709
0,016750	-1,304088	9,590433	2020-10-29T19:09:01:728
-0,009571	-1,375873	9,604790	2020-10-29T19:09:01:749
0,028714	-1,406980	9,667004	2020-10-29T19:09:01:769
0,004786	-1,284946	9,559326	2020-10-29T19:09:01:789
0,055035	-1,373480	9,580862	2020-10-29T19:09:01:808
-0,023928	-1,366302	9,626326	2020-10-29T19:09:01:830
-0,033500	-1,502693	9,609575	2020-10-29T19:09:01:848
-0,004786	-1,308874	9,509077	2020-10-29T19:09:01:869
0,007178	-1,232304	9,578469	2020-10-29T19:09:01:889
-0,007178	-1,409373	9,652647	2020-10-29T19:09:01:909
-0,069392	-1,241875	9,571291	2020-10-29T19:09:01:928
-0,071785	-1,272982	9,681360	2020-10-29T19:09:01:949
0,011964	-1,325624	9,669396	2020-10-29T19:09:01:968
-0,021535	-1,406980	9,566505	2020-10-29T19:09:01:990
-0,038285	-1,289732	9,540184	2020-10-29T19:09:02:009
-0,069392	-1,380659	9,583255	2020-10-29T19:09:02:029
0,074178	-1,356731	9,559326	2020-10-29T19:09:02:049
-0,007178	-1,476372	9,590433	2020-10-29T19:09:02:069
-0,004786	-1,430908	9,645468	2020-10-29T19:09:02:088
-0,026321	-1,459622	9,592826	2020-10-29T19:09:02:109
0,011964	-1,466800	9,628718	2020-10-29T19:09:02:129
-0,007178	-1,466800	9,590433	2020-10-29T19:09:02:149
0,007178	-1,529014	9,616754	2020-10-29T19:09:02:169
0,021535	-1,440479	9,537791	2020-10-29T19:09:02:189
0,028714	-1,306481	9,633504	2020-10-29T19:09:02:208
-0,086142	-1,304088	9,671788	2020-10-29T19:09:02:230
-0,033500	-1,430908	9,647861	2020-10-29T19:09:02:249
-0,004786	-1,301696	9,578469	2020-10-29T19:09:02:271
-0,014357	-1,292124	9,616754	2020-10-29T19:09:02:289
0,047856	-1,361516	9,564112	2020-10-29T19:09:02:311
0,014357	-1,438086	9,552148	2020-10-29T19:09:02:329
-0,007178	-1,253839	9,413363	2020-10-29T19:09:02:351
-0,023928	-1,428515	9,829715	2020-10-29T19:09:02:370
-0,011964	-1,500300	9,698111	2020-10-29T19:09:02:391
-0,124427	-1,540978	9,556933	2020-10-29T19:09:02:409
-0,133998	-1,387837	9,595219	2020-10-29T19:09:02:431
-0,122034	-1,107877	9,578469	2020-10-29T19:09:02:449
-0,114855	-1,256232	9,635897	2020-10-29T19:09:02:472
-0,100499	-1,304088	9,621540	2020-10-29T19:09:02:492
-0,078963	-1,397408	9,614362	2020-10-29T19:09:02:514
-0,105284	-1,433301	9,623933	2020-10-29T19:09:02:530
0,009571	-1,349552	9,609575	2020-10-29T19:09:02:554
-0,062213	-1,332802	9,556933	2020-10-29T19:09:02:570
-0,007178	-1,385444	9,564112	2020-10-29T19:09:02:593
-0,090927	-1,473979	9,695717	2020-10-29T19:09:02:613
-0,050249	-1,531406	9,616754	2020-10-29T19:09:02:632
-0,081356	-1,392623	9,595219	2020-10-29T19:09:02:651
