light_intensity	ts
2097152,000000	2020-10-29T19:41:47:169
2097152,000000	2020-10-29T19:41:47:170
2097152,000000	2020-10-29T19:41:47:186
2789424,000000	2020-10-29T19:41:47:227
2788572,000000	2020-10-29T19:41:47:267
2787902,000000	2020-10-29T19:41:47:308
2787868,000000	2020-10-29T19:41:47:346
2788027,000000	2020-10-29T19:41:47:386
2788641,000000	2020-10-29T19:41:47:426
2789455,000000	2020-10-29T19:41:47:467
2791282,000000	2020-10-29T19:41:47:508
2153671,000000	2020-10-29T19:41:47:549
2154688,000000	2020-10-29T19:41:47:588
2155220,000000	2020-10-29T19:41:47:629
2156233,000000	2020-10-29T19:41:47:668
2157480,000000	2020-10-29T19:41:47:709
2123800,000000	2020-10-29T19:41:47:748
2126400,000000	2020-10-29T19:41:47:789
2128789,000000	2020-10-29T19:41:47:827
2131416,000000	2020-10-29T19:41:47:868
2133796,000000	2020-10-29T19:41:47:909
2113392,000000	2020-10-29T19:41:47:947
2119962,000000	2020-10-29T19:41:47:987
2126464,000000	2020-10-29T19:41:48:028
2131693,000000	2020-10-29T19:41:48:067
2132530,000000	2020-10-29T19:41:48:108
2127667,000000	2020-10-29T19:41:48:148
2122489,000000	2020-10-29T19:41:48:187
2120059,000000	2020-10-29T19:41:48:227
2120208,000000	2020-10-29T19:41:48:269
2126699,000000	2020-10-29T19:41:48:307
2133787,000000	2020-10-29T19:41:48:349
2141247,000000	2020-10-29T19:41:48:390
2152000,000000	2020-10-29T19:41:48:430
2161319,000000	2020-10-29T19:41:48:470
2170885,000000	2020-10-29T19:41:48:511
2179951,000000	2020-10-29T19:41:48:552
2189905,000000	2020-10-29T19:41:48:590
2201045,000000	2020-10-29T19:41:48:630
2212634,000000	2020-10-29T19:41:48:671
2223653,000000	2020-10-29T19:41:48:710
2234508,000000	2020-10-29T19:41:48:753
2245223,000000	2020-10-29T19:41:48:789
2256002,000000	2020-10-29T19:41:48:830
2265481,000000	2020-10-29T19:41:48:870
2274832,000000	2020-10-29T19:41:48:910
2284330,000000	2020-10-29T19:41:48:950
2294742,000000	2020-10-29T19:41:48:992
2305571,000000	2020-10-29T19:41:49:030
2316118,000000	2020-10-29T19:41:49:071
2327531,000000	2020-10-29T19:41:49:111
2336780,000000	2020-10-29T19:41:49:150
2343656,000000	2020-10-29T19:41:49:191
2347266,000000	2020-10-29T19:41:49:233
2347221,000000	2020-10-29T19:41:49:271
2348246,000000	2020-10-29T19:41:49:311
2348708,000000	2020-10-29T19:41:49:350
2350036,000000	2020-10-29T19:41:49:391
2356674,000000	2020-10-29T19:41:49:432
2362673,000000	2020-10-29T19:41:49:471
2368694,000000	2020-10-29T19:41:49:512
2376327,000000	2020-10-29T19:41:49:556
2383208,000000	2020-10-29T19:41:49:591
2391556,000000	2020-10-29T19:41:49:631
2401383,000000	2020-10-29T19:41:49:672
2410065,000000	2020-10-29T19:41:49:713
2417525,000000	2020-10-29T19:41:49:751
2421183,000000	2020-10-29T19:41:49:791
2423753,000000	2020-10-29T19:41:49:831
2422584,000000	2020-10-29T19:41:49:871
2419521,000000	2020-10-29T19:41:49:912
2412267,000000	2020-10-29T19:41:49:953
2398864,000000	2020-10-29T19:41:49:991
2378560,000000	2020-10-29T19:41:50:031
2350095,000000	2020-10-29T19:41:50:072
2322549,000000	2020-10-29T19:41:50:112
2297290,000000	2020-10-29T19:41:50:151
2274561,000000	2020-10-29T19:41:50:193
2248200,000000	2020-10-29T19:41:50:231
2222181,000000	2020-10-29T19:41:50:273
2204908,000000	2020-10-29T19:41:50:312
2193309,000000	2020-10-29T19:41:50:351
2180218,000000	2020-10-29T19:41:50:392
2169969,000000	2020-10-29T19:41:50:434
2168493,000000	2020-10-29T19:41:50:472
2176542,000000	2020-10-29T19:41:50:512
2190095,000000	2020-10-29T19:41:50:552
2203617,000000	2020-10-29T19:41:50:592
2212419,000000	2020-10-29T19:41:50:632
2217918,000000	2020-10-29T19:41:50:675
2220919,000000	2020-10-29T19:41:50:712
2224338,000000	2020-10-29T19:41:50:752
2227937,000000	2020-10-29T19:41:50:792
2228465,000000	2020-10-29T19:41:50:832
2226784,000000	2020-10-29T19:41:50:872
2223316,000000	2020-10-29T19:41:50:914
2212712,000000	2020-10-29T19:41:50:952
2188398,000000	2020-10-29T19:41:50:992
2156546,000000	2020-10-29T19:41:51:033
2125035,000000	2020-10-29T19:41:51:072
2102703,000000	2020-10-29T19:41:51:112
2085431,000000	2020-10-29T19:41:51:154
2071372,000000	2020-10-29T19:41:51:192
2057516,000000	2020-10-29T19:41:51:233
2044614,000000	2020-10-29T19:41:51:273
2032446,000000	2020-10-29T19:41:51:313
2021164,000000	2020-10-29T19:41:51:353
2012186,000000	2020-10-29T19:41:51:395
2003432,000000	2020-10-29T19:41:51:433
1998059,000000	2020-10-29T19:41:51:473
1994383,000000	2020-10-29T19:41:51:513
1992579,000000	2020-10-29T19:41:51:553
1992106,000000	2020-10-29T19:41:51:593
1990665,000000	2020-10-29T19:41:51:636
1980479,000000	2020-10-29T19:41:51:673
1965600,000000	2020-10-29T19:41:51:713
1954320,000000	2020-10-29T19:41:51:753
1946543,000000	2020-10-29T19:41:51:793
1942257,000000	2020-10-29T19:41:51:833
1938965,000000	2020-10-29T19:41:51:875
1937326,000000	2020-10-29T19:41:51:914
1935732,000000	2020-10-29T19:41:51:953
1933852,000000	2020-10-29T19:41:51:994
1932737,000000	2020-10-29T19:41:52:034
1932301,000000	2020-10-29T19:41:52:074
1933327,000000	2020-10-29T19:41:52:115
1934928,000000	2020-10-29T19:41:52:153
1935555,000000	2020-10-29T19:41:52:193
1936652,000000	2020-10-29T19:41:52:234
1937148,000000	2020-10-29T19:41:52:274
1937975,000000	2020-10-29T19:41:52:314
1938059,000000	2020-10-29T19:41:52:356
1936992,000000	2020-10-29T19:41:52:393
1926840,000000	2020-10-29T19:41:52:434
1911015,000000	2020-10-29T19:41:52:474
1896841,000000	2020-10-29T19:41:52:515
1886588,000000	2020-10-29T19:41:52:554
1879601,000000	2020-10-29T19:41:52:596
1874298,000000	2020-10-29T19:41:52:634
1871798,000000	2020-10-29T19:41:52:675
1869504,000000	2020-10-29T19:41:52:714
1868155,000000	2020-10-29T19:41:52:754
1867890,000000	2020-10-29T19:41:52:794
1869304,000000	2020-10-29T19:41:52:837
1872473,000000	2020-10-29T19:41:52:874
1876718,000000	2020-10-29T19:41:52:915
1881151,000000	2020-10-29T19:41:52:954
1885683,000000	2020-10-29T19:41:52:994
1891128,000000	2020-10-29T19:41:53:035
1896063,000000	2020-10-29T19:41:53:077
1901916,000000	2020-10-29T19:41:53:115
1902533,000000	2020-10-29T19:41:53:155
1897293,000000	2020-10-29T19:41:53:195
1890839,000000	2020-10-29T19:41:53:234
1887708,000000	2020-10-29T19:41:53:275
1886431,000000	2020-10-29T19:41:53:317
1887266,000000	2020-10-29T19:41:53:355
1889377,000000	2020-10-29T19:41:53:395
1892245,000000	2020-10-29T19:41:53:435
1894990,000000	2020-10-29T19:41:53:475
1897554,000000	2020-10-29T19:41:53:515
1900414,000000	2020-10-29T19:41:53:556
1904266,000000	2020-10-29T19:41:53:595
1908516,000000	2020-10-29T19:41:53:635
1914133,000000	2020-10-29T19:41:53:675
1919745,000000	2020-10-29T19:41:53:715
1925429,000000	2020-10-29T19:41:53:755
1930835,000000	2020-10-29T19:41:53:796
1933805,000000	2020-10-29T19:41:53:835
1930638,000000	2020-10-29T19:41:53:875
1925001,000000	2020-10-29T19:41:53:915
1921853,000000	2020-10-29T19:41:53:955
1921774,000000	2020-10-29T19:41:53:997
1924598,000000	2020-10-29T19:41:54:039
1929082,000000	2020-10-29T19:41:54:075
1934756,000000	2020-10-29T19:41:54:116
1940999,000000	2020-10-29T19:41:54:156
1948059,000000	2020-10-29T19:41:54:195
1957301,000000	2020-10-29T19:41:54:235
1968340,000000	2020-10-29T19:41:54:277
1979813,000000	2020-10-29T19:41:54:315
1991576,000000	2020-10-29T19:41:54:355
2004091,000000	2020-10-29T19:41:54:396
2015540,000000	2020-10-29T19:41:54:436
2025836,000000	2020-10-29T19:41:54:476
2031593,000000	2020-10-29T19:41:54:518
2035714,000000	2020-10-29T19:41:54:562
2041319,000000	2020-10-29T19:41:54:596
2044131,000000	2020-10-29T19:41:54:636
2038144,000000	2020-10-29T19:41:54:677
2024629,000000	2020-10-29T19:41:54:716
2015181,000000	2020-10-29T19:41:54:757
2008356,000000	2020-10-29T19:41:54:796
2022282,000000	2020-10-29T19:41:54:835
2043603,000000	2020-10-29T19:41:54:876
2068269,000000	2020-10-29T19:41:54:916
2092550,000000	2020-10-29T19:41:54:956
2115385,000000	2020-10-29T19:41:54:997
2130124,000000	2020-10-29T19:41:55:039
2135290,000000	2020-10-29T19:41:55:256
2131057,000000	2020-10-29T19:41:55:258
2109924,000000	2020-10-29T19:41:55:259
2082106,000000	2020-10-29T19:41:55:259
2066027,000000	2020-10-29T19:41:55:260
2060319,000000	2020-10-29T19:41:55:275
2056356,000000	2020-10-29T19:41:55:320
2068060,000000	2020-10-29T19:41:55:357
2083186,000000	2020-10-29T19:41:55:396
2090640,000000	2020-10-29T19:41:55:437
2095362,000000	2020-10-29T19:41:55:478
2100993,000000	2020-10-29T19:41:55:517
2097294,000000	2020-10-29T19:41:55:557
2099786,000000	2020-10-29T19:41:55:605
2107888,000000	2020-10-29T19:41:55:638
2104906,000000	2020-10-29T19:41:55:702
2093857,000000	2020-10-29T19:41:55:733
2060783,000000	2020-10-29T19:41:55:756
2032777,000000	2020-10-29T19:41:55:795
1998345,000000	2020-10-29T19:41:55:838
1971539,000000	2020-10-29T19:41:55:877
1951666,000000	2020-10-29T19:41:55:917
1936498,000000	2020-10-29T19:41:55:958
1923481,000000	2020-10-29T19:41:55:998
1920606,000000	2020-10-29T19:42:16:239
1916304,000000	2020-10-29T19:42:16:240
1909660,000000	2020-10-29T19:42:16:241
1903227,000000	2020-10-29T19:42:16:241
1900501,000000	2020-10-29T19:42:16:258
1902273,000000	2020-10-29T19:42:16:384
1901691,000000	2020-10-29T19:42:16:385
1889740,000000	2020-10-29T19:42:16:388
1881152,000000	2020-10-29T19:42:16:421
1880831,000000	2020-10-29T19:42:16:434
1875299,000000	2020-10-29T19:42:16:475
1863760,000000	2020-10-29T19:42:16:516
1852145,000000	2020-10-29T19:42:16:557
1846015,000000	2020-10-29T19:42:16:598
1845591,000000	2020-10-29T19:42:16:638
1845557,000000	2020-10-29T19:42:16:676
1852534,000000	2020-10-29T19:42:16:724
1861048,000000	2020-10-29T19:42:16:757
1876860,000000	2020-10-29T19:42:16:797
1892732,000000	2020-10-29T19:42:16:837
1903924,000000	2020-10-29T19:42:16:879
1913979,000000	2020-10-29T19:42:16:917
1922955,000000	2020-10-29T19:42:16:957
1930429,000000	2020-10-29T19:42:17:001
1934006,000000	2020-10-29T19:42:17:039
1760517,000000	2020-10-29T19:42:41:117
1759349,000000	2020-10-29T19:42:41:163
1768142,000000	2020-10-29T19:42:41:171
1781528,000000	2020-10-29T19:42:41:202
1796189,000000	2020-10-29T19:42:41:244
1798463,000000	2020-10-29T19:42:41:282
1780302,000000	2020-10-29T19:42:41:320
1751941,000000	2020-10-29T19:42:41:361
1733597,000000	2020-10-29T19:42:41:401
1720106,000000	2020-10-29T19:42:41:441
1709825,000000	2020-10-29T19:42:41:481
1697897,000000	2020-10-29T19:42:41:523
1685916,000000	2020-10-29T19:42:41:561
1673848,000000	2020-10-29T19:42:41:601
1667232,000000	2020-10-29T19:42:41:641
1668732,000000	2020-10-29T19:42:41:681
1668807,000000	2020-10-29T19:42:41:721
1668236,000000	2020-10-29T19:42:41:763
1665108,000000	2020-10-29T19:42:41:800
1653263,000000	2020-10-29T19:42:41:841
1626193,000000	2020-10-29T19:42:41:882
1597651,000000	2020-10-29T19:42:41:922
1579052,000000	2020-10-29T19:42:41:961
1566287,000000	2020-10-29T19:42:42:003
1553453,000000	2020-10-29T19:42:42:041
1532088,000000	2020-10-29T19:42:42:081
1509259,000000	2020-10-29T19:42:42:122
1488263,000000	2020-10-29T19:42:42:162
1463978,000000	2020-10-29T19:42:42:202
1441246,000000	2020-10-29T19:42:42:243
1428592,000000	2020-10-29T19:42:42:282
1428263,000000	2020-10-29T19:42:42:322
1442214,000000	2020-10-29T19:42:42:362
1463566,000000	2020-10-29T19:42:42:402
1481705,000000	2020-10-29T19:42:42:442
1488964,000000	2020-10-29T19:42:42:485
1473387,000000	2020-10-29T19:42:42:522
1455172,000000	2020-10-29T19:42:42:562
1432816,000000	2020-10-29T19:42:42:602
1399921,000000	2020-10-29T19:42:42:642
1378431,000000	2020-10-29T19:42:42:682
1372105,000000	2020-10-29T19:42:42:723
1383551,000000	2020-10-29T19:42:42:762
1398621,000000	2020-10-29T19:42:42:802
1407344,000000	2020-10-29T19:42:42:842
1403783,000000	2020-10-29T19:42:42:882
1392361,000000	2020-10-29T19:42:42:923
1402703,000000	2020-10-29T19:42:42:964
1424113,000000	2020-10-29T19:42:43:003
1439752,000000	2020-10-29T19:42:43:042
1434159,000000	2020-10-29T19:42:43:082
1422919,000000	2020-10-29T19:42:43:123
1422918,000000	2020-10-29T19:42:43:163
1433403,000000	2020-10-29T19:42:43:204
1439142,000000	2020-10-29T19:42:43:243
1450448,000000	2020-10-29T19:42:43:283
1453781,000000	2020-10-29T19:42:43:323
1458099,000000	2020-10-29T19:42:43:363
1468184,000000	2020-10-29T19:42:43:403
1481925,000000	2020-10-29T19:42:43:445
1498501,000000	2020-10-29T19:42:43:483
1506916,000000	2020-10-29T19:42:43:523
1503582,000000	2020-10-29T19:42:43:563
1496394,000000	2020-10-29T19:42:43:603
1493358,000000	2020-10-29T19:42:43:643
1483390,000000	2020-10-29T19:42:43:684
1467504,000000	2020-10-29T19:42:43:723
1456027,000000	2020-10-29T19:42:43:764
1451256,000000	2020-10-29T19:42:43:803
1453912,000000	2020-10-29T19:42:43:843
1454653,000000	2020-10-29T19:42:43:884
1452614,000000	2020-10-29T19:42:43:924
1452115,000000	2020-10-29T19:42:43:963
1454457,000000	2020-10-29T19:42:44:003
1454186,000000	2020-10-29T19:42:44:043
1456203,000000	2020-10-29T19:42:44:083
1462784,000000	2020-10-29T19:42:44:124
1486909,000000	2020-10-29T19:42:44:165
1520453,000000	2020-10-29T19:42:44:204
1539407,000000	2020-10-29T19:42:44:243
1538120,000000	2020-10-29T19:42:44:283
1533399,000000	2020-10-29T19:42:44:323
1537033,000000	2020-10-29T19:42:44:363
1549691,000000	2020-10-29T19:42:44:405
1566988,000000	2020-10-29T19:42:44:443
1582590,000000	2020-10-29T19:42:44:484
1594906,000000	2020-10-29T19:42:44:524
1605085,000000	2020-10-29T19:42:44:564
1618269,000000	2020-10-29T19:42:44:604
1631146,000000	2020-10-29T19:42:44:645
1637678,000000	2020-10-29T19:42:44:684
1636707,000000	2020-10-29T19:42:44:724
1621909,000000	2020-10-29T19:42:44:764
1623376,000000	2020-10-29T19:42:44:807
1612820,000000	2020-10-29T19:42:44:844
1605075,000000	2020-10-29T19:42:44:885
1606331,000000	2020-10-29T19:42:44:925
1611107,000000	2020-10-29T19:42:44:964
1600962,000000	2020-10-29T19:42:45:005
1575858,000000	2020-10-29T19:42:45:044
1556829,000000	2020-10-29T19:42:45:084
1543919,000000	2020-10-29T19:42:45:126
1535336,000000	2020-10-29T19:42:45:164
1535931,000000	2020-10-29T19:42:45:206
1537857,000000	2020-10-29T19:42:45:245
1541572,000000	2020-10-29T19:42:45:284
1543666,000000	2020-10-29T19:42:45:325
1547711,000000	2020-10-29T19:42:45:367
1547053,000000	2020-10-29T19:42:45:405
1536211,000000	2020-10-29T19:42:45:445
1518213,000000	2020-10-29T19:42:45:485
1512961,000000	2020-10-29T19:42:45:525
1519844,000000	2020-10-29T19:42:45:565
1517978,000000	2020-10-29T19:42:45:609
1506213,000000	2020-10-29T19:42:45:644
1495039,000000	2020-10-29T19:42:45:685
1482989,000000	2020-10-29T19:42:45:725
1472479,000000	2020-10-29T19:42:45:765
1471322,000000	2020-10-29T19:42:45:805
1474518,000000	2020-10-29T19:42:45:848
1479167,000000	2020-10-29T19:42:45:885
1488678,000000	2020-10-29T19:42:45:925
1500946,000000	2020-10-29T19:42:45:965
1526543,000000	2020-10-29T19:42:46:005
1560189,000000	2020-10-29T19:42:46:045
1580348,000000	2020-10-29T19:42:46:098
1600881,000000	2020-10-29T19:42:46:128
1629284,000000	2020-10-29T19:42:46:166
1656151,000000	2020-10-29T19:42:46:206
1679222,000000	2020-10-29T19:42:46:245
1696721,000000	2020-10-29T19:42:46:285
1704961,000000	2020-10-29T19:42:46:327
1689936,000000	2020-10-29T19:42:46:365
1659767,000000	2020-10-29T19:42:46:407
1634849,000000	2020-10-29T19:42:46:446
1621631,000000	2020-10-29T19:42:46:485
1612213,000000	2020-10-29T19:42:46:526
1606643,000000	2020-10-29T19:42:46:567
1607628,000000	2020-10-29T19:42:46:606
1610129,000000	2020-10-29T19:42:46:646
1603219,000000	2020-10-29T19:42:46:686
1594917,000000	2020-10-29T19:42:46:726
1582214,000000	2020-10-29T19:42:46:766
1584817,000000	2020-10-29T19:42:46:808
1580781,000000	2020-10-29T19:42:46:846
1581175,000000	2020-10-29T19:42:46:886
1591659,000000	2020-10-29T19:42:46:927
1617338,000000	2020-10-29T19:42:46:966
1649092,000000	2020-10-29T19:42:47:007
1672922,000000	2020-10-29T19:42:47:048
1690911,000000	2020-10-29T19:42:47:086
1702092,000000	2020-10-29T19:42:47:127
1702868,000000	2020-10-29T19:42:47:167
1703886,000000	2020-10-29T19:42:47:207
1707258,000000	2020-10-29T19:42:47:246
1707381,000000	2020-10-29T19:42:47:287
1703061,000000	2020-10-29T19:42:47:327
1690761,000000	2020-10-29T19:42:47:367
1694547,000000	2020-10-29T19:42:47:407
1679913,000000	2020-10-29T19:42:47:447
1694154,000000	2020-10-29T19:42:47:487
1714021,000000	2020-10-29T19:42:47:530
1695823,000000	2020-10-29T19:42:47:566
1673651,000000	2020-10-29T19:42:47:607
1663369,000000	2020-10-29T19:42:47:647
1665034,000000	2020-10-29T19:42:47:687
1659375,000000	2020-10-29T19:42:47:727
1652084,000000	2020-10-29T19:42:47:769
1631465,000000	2020-10-29T19:42:47:807
1615455,000000	2020-10-29T19:42:47:847
1596448,000000	2020-10-29T19:42:47:888
1579355,000000	2020-10-29T19:42:47:927
1567296,000000	2020-10-29T19:42:47:967
1562437,000000	2020-10-29T19:42:48:010
1560410,000000	2020-10-29T19:42:48:047
1552147,000000	2020-10-29T19:42:48:087
1543348,000000	2020-10-29T19:42:48:128
1536291,000000	2020-10-29T19:42:48:167
1526510,000000	2020-10-29T19:42:48:208
1519002,000000	2020-10-29T19:42:48:249
1513519,000000	2020-10-29T19:42:48:287
1509499,000000	2020-10-29T19:42:48:328
1516357,000000	2020-10-29T19:42:48:367
1541800,000000	2020-10-29T19:42:48:408
1573919,000000	2020-10-29T19:42:48:447
1592682,000000	2020-10-29T19:42:48:488
1592086,000000	2020-10-29T19:42:48:527
1595793,000000	2020-10-29T19:42:48:568
1612877,000000	2020-10-29T19:42:48:608
1614549,000000	2020-10-29T19:42:48:648
1616893,000000	2020-10-29T19:42:48:688
1637969,000000	2020-10-29T19:42:48:729
1667049,000000	2020-10-29T19:42:48:766
1699026,000000	2020-10-29T19:42:48:809
1707662,000000	2020-10-29T19:42:48:847
1728489,000000	2020-10-29T19:42:48:887
1731169,000000	2020-10-29T19:42:48:928
1715566,000000	2020-10-29T19:42:48:969
1710747,000000	2020-10-29T19:42:49:008
1720037,000000	2020-10-29T19:42:49:048
1730400,000000	2020-10-29T19:42:49:088
1724983,000000	2020-10-29T19:42:49:128
1699794,000000	2020-10-29T19:42:49:169
1680916,000000	2020-10-29T19:42:49:209
1670086,000000	2020-10-29T19:42:49:248
1662495,000000	2020-10-29T19:42:49:288
1658362,000000	2020-10-29T19:42:49:329
1657421,000000	2020-10-29T19:42:49:368
1656622,000000	2020-10-29T19:42:49:409
1657158,000000	2020-10-29T19:42:49:450
1668788,000000	2020-10-29T19:42:49:488
1687612,000000	2020-10-29T19:42:49:529
1727895,000000	2020-10-29T19:42:49:569
1764708,000000	2020-10-29T19:42:49:609
1777823,000000	2020-10-29T19:42:49:649
1773939,000000	2020-10-29T19:42:49:691
1783338,000000	2020-10-29T19:42:49:729
1783703,000000	2020-10-29T19:42:49:769
1766498,000000	2020-10-29T19:42:49:809
1743939,000000	2020-10-29T19:42:49:849
1722109,000000	2020-10-29T19:42:49:889
1725687,000000	2020-10-29T19:42:49:931
1729479,000000	2020-10-29T19:42:49:969
1740922,000000	2020-10-29T19:42:50:009
1749397,000000	2020-10-29T19:42:50:049
1760181,000000	2020-10-29T19:42:50:089
1777916,000000	2020-10-29T19:42:50:129
1799835,000000	2020-10-29T19:42:50:171
1805830,000000	2020-10-29T19:42:50:209
1818134,000000	2020-10-29T19:42:50:250
1821673,000000	2020-10-29T19:42:50:289
1831917,000000	2020-10-29T19:42:50:329
1842149,000000	2020-10-29T19:42:50:370
1848020,000000	2020-10-29T19:42:50:411
1845654,000000	2020-10-29T19:42:50:450
1823356,000000	2020-10-29T19:42:50:490
1794720,000000	2020-10-29T19:42:50:530
1778826,000000	2020-10-29T19:42:50:570
1773638,000000	2020-10-29T19:42:50:610
1770963,000000	2020-10-29T19:42:50:652
1769444,000000	2020-10-29T19:42:50:690
1769618,000000	2020-10-29T19:42:50:730
1774649,000000	2020-10-29T19:42:50:770
1780240,000000	2020-10-29T19:42:50:810
1790268,000000	2020-10-29T19:42:50:853
1798472,000000	2020-10-29T19:42:50:893
1807867,000000	2020-10-29T19:42:50:930
1811225,000000	2020-10-29T19:42:50:971
1822759,000000	2020-10-29T19:42:51:011
1850599,000000	2020-10-29T19:42:51:050
1894556,000000	2020-10-29T19:42:51:091
1918246,000000	2020-10-29T19:42:51:134
1941158,000000	2020-10-29T19:42:51:170
1943560,000000	2020-10-29T19:42:51:211
1931290,000000	2020-10-29T19:42:51:250
1901750,000000	2020-10-29T19:42:51:290
1876643,000000	2020-10-29T19:42:51:331
1860320,000000	2020-10-29T19:42:51:372
1860942,000000	2020-10-29T19:42:51:411
1887483,000000	2020-10-29T19:42:51:451
1951710,000000	2020-10-29T19:42:51:491
1986620,000000	2020-10-29T19:42:51:531
1985472,000000	2020-10-29T19:42:51:571
2000370,000000	2020-10-29T19:42:51:611
1999432,000000	2020-10-29T19:42:51:651
1998568,000000	2020-10-29T19:42:51:691
1981653,000000	2020-10-29T19:42:51:731
1935734,000000	2020-10-29T19:42:51:771
1890239,000000	2020-10-29T19:42:51:811
1860742,000000	2020-10-29T19:42:51:853
1837911,000000	2020-10-29T19:42:51:891
1819087,000000	2020-10-29T19:42:51:931
1802631,000000	2020-10-29T19:42:51:971
1790516,000000	2020-10-29T19:42:52:011
1776418,000000	2020-10-29T19:42:52:051
1753447,000000	2020-10-29T19:42:52:092
1731015,000000	2020-10-29T19:42:52:131
1714344,000000	2020-10-29T19:42:52:172
1705094,000000	2020-10-29T19:42:52:211
1707040,000000	2020-10-29T19:42:52:251
1772354,000000	2020-10-29T19:42:52:292
1837959,000000	2020-10-29T19:42:52:333
1861534,000000	2020-10-29T19:42:52:384
1878836,000000	2020-10-29T19:42:52:434
1894777,000000	2020-10-29T19:42:52:452
1896956,000000	2020-10-29T19:42:52:491
1868252,000000	2020-10-29T19:42:52:533
1841185,000000	2020-10-29T19:42:52:573
1826241,000000	2020-10-29T19:42:52:612
1816666,000000	2020-10-29T19:42:52:652
1802750,000000	2020-10-29T19:42:52:692
1792189,000000	2020-10-29T19:42:52:732
1793606,000000	2020-10-29T19:42:52:772
1801504,000000	2020-10-29T19:42:52:814
1809201,000000	2020-10-29T19:42:52:852
1823046,000000	2020-10-29T19:42:52:892
1833223,000000	2020-10-29T19:42:52:932
1834640,000000	2020-10-29T19:42:52:972
1832237,000000	2020-10-29T19:42:53:013
1833271,000000	2020-10-29T19:42:53:054
1832704,000000	2020-10-29T19:42:53:092
1826805,000000	2020-10-29T19:42:53:133
1814007,000000	2020-10-29T19:42:53:173
1803442,000000	2020-10-29T19:42:53:213
1795369,000000	2020-10-29T19:42:53:252
1794636,000000	2020-10-29T19:42:53:294
1794870,000000	2020-10-29T19:42:53:332
1791195,000000	2020-10-29T19:42:53:372
1780290,000000	2020-10-29T19:42:53:413
1778517,000000	2020-10-29T19:42:53:453
1775634,000000	2020-10-29T19:42:53:492
1775246,000000	2020-10-29T19:42:53:535
1774430,000000	2020-10-29T19:42:53:572
1772113,000000	2020-10-29T19:42:53:613
1772297,000000	2020-10-29T19:42:53:653
1768414,000000	2020-10-29T19:42:53:692
1762885,000000	2020-10-29T19:42:53:733
1758363,000000	2020-10-29T19:42:53:773
1756160,000000	2020-10-29T19:42:53:813
1761386,000000	2020-10-29T19:42:53:853
1773024,000000	2020-10-29T19:42:53:893
1779816,000000	2020-10-29T19:42:53:933
1783390,000000	2020-10-29T19:42:53:973
1788079,000000	2020-10-29T19:42:54:015
1795235,000000	2020-10-29T19:42:54:053
1797467,000000	2020-10-29T19:42:54:094
1796376,000000	2020-10-29T19:42:54:133
1802308,000000	2020-10-29T19:42:54:173
1807065,000000	2020-10-29T19:42:54:214
1799308,000000	2020-10-29T19:42:54:255
1802462,000000	2020-10-29T19:42:54:293
1807653,000000	2020-10-29T19:42:54:334
1809706,000000	2020-10-29T19:42:54:373
1813376,000000	2020-10-29T19:42:54:413
1816919,000000	2020-10-29T19:42:54:454
1820322,000000	2020-10-29T19:42:54:495
1827022,000000	2020-10-29T19:42:54:534
1829571,000000	2020-10-29T19:42:54:573
1833307,000000	2020-10-29T19:42:54:614
1836333,000000	2020-10-29T19:42:54:654
1833070,000000	2020-10-29T19:42:54:694
1825286,000000	2020-10-29T19:42:54:736
1815593,000000	2020-10-29T19:42:54:774
1807934,000000	2020-10-29T19:42:54:814
1800765,000000	2020-10-29T19:42:54:854
1791670,000000	2020-10-29T19:42:54:894
1780540,000000	2020-10-29T19:42:54:934
1773366,000000	2020-10-29T19:42:54:975
1763783,000000	2020-10-29T19:42:55:014
1755740,000000	2020-10-29T19:42:55:054
1750177,000000	2020-10-29T19:42:55:094
1746300,000000	2020-10-29T19:42:55:134
1747230,000000	2020-10-29T19:42:55:174
1749316,000000	2020-10-29T19:42:55:216
1744860,000000	2020-10-29T19:42:55:255
1816385,000000	2020-10-29T19:42:55:294
1768889,000000	2020-10-29T19:42:55:335
1787329,000000	2020-10-29T19:42:55:374
1791252,000000	2020-10-29T19:42:55:415
1789399,000000	2020-10-29T19:42:55:456
1793206,000000	2020-10-29T19:42:55:494
1796260,000000	2020-10-29T19:42:55:535
1802146,000000	2020-10-29T19:42:55:574
1802735,000000	2020-10-29T19:42:55:614
1819444,000000	2020-10-29T19:42:55:655
1842685,000000	2020-10-29T19:42:55:696
1858110,000000	2020-10-29T19:42:55:735
1840274,000000	2020-10-29T19:42:55:775
1826288,000000	2020-10-29T19:42:55:815
1819013,000000	2020-10-29T19:42:55:856
1823482,000000	2020-10-29T19:42:55:895
1810172,000000	2020-10-29T19:42:55:937
1804972,000000	2020-10-29T19:42:55:975
1800093,000000	2020-10-29T19:42:56:015
1797693,000000	2020-10-29T19:42:56:055
1798444,000000	2020-10-29T19:42:56:095
1804713,000000	2020-10-29T19:42:56:135
1808777,000000	2020-10-29T19:42:56:177
1797988,000000	2020-10-29T19:42:56:215
1783215,000000	2020-10-29T19:42:56:255
1772236,000000	2020-10-29T19:42:56:295
