light_level	ts
20,000000	2020-10-29T19:41:47:106
36,000000	2020-10-29T19:41:47:154
40,000000	2020-10-29T19:41:47:307
52,000000	2020-10-29T19:41:47:549
56,000000	2020-10-29T19:41:47:789
56,000000	2020-10-29T19:41:48:028
36,000000	2020-10-29T19:41:48:268
28,000000	2020-10-29T19:41:48:511
24,000000	2020-10-29T19:41:48:752
24,000000	2020-10-29T19:41:48:991
28,000000	2020-10-29T19:41:49:231
28,000000	2020-10-29T19:41:49:473
36,000000	2020-10-29T19:41:49:713
32,000000	2020-10-29T19:41:49:953
28,000000	2020-10-29T19:41:50:193
28,000000	2020-10-29T19:41:50:433
44,000000	2020-10-29T19:41:50:675
44,000000	2020-10-29T19:41:50:913
40,000000	2020-10-29T19:41:51:153
28,000000	2020-10-29T19:41:51:393
28,000000	2020-10-29T19:41:51:633
32,000000	2020-10-29T19:41:51:874
28,000000	2020-10-29T19:41:52:115
28,000000	2020-10-29T19:41:52:355
28,000000	2020-10-29T19:41:52:594
28,000000	2020-10-29T19:41:52:837
28,000000	2020-10-29T19:41:53:076
28,000000	2020-10-29T19:41:53:316
28,000000	2020-10-29T19:41:53:556
28,000000	2020-10-29T19:41:53:795
28,000000	2020-10-29T19:41:54:038
28,000000	2020-10-29T19:41:54:276
28,000000	2020-10-29T19:41:54:517
28,000000	2020-10-29T19:41:54:756
24,000000	2020-10-29T19:41:54:997
12,000000	2020-10-29T19:41:55:256
4,000000	2020-10-29T19:41:55:477
4,000000	2020-10-29T19:41:55:733
4,000000	2020-10-29T19:41:55:958
8,000000	2020-10-29T19:42:16:239
8,000000	2020-10-29T19:42:16:417
8,000000	2020-10-29T19:42:16:637
4,000000	2020-10-29T19:42:16:878
24,000000	2020-10-29T19:42:41:282
36,000000	2020-10-29T19:42:41:523
36,000000	2020-10-29T19:42:41:762
28,000000	2020-10-29T19:42:42:003
20,000000	2020-10-29T19:42:42:243
24,000000	2020-10-29T19:42:42:484
32,000000	2020-10-29T19:42:42:723
36,000000	2020-10-29T19:42:42:964
40,000000	2020-10-29T19:42:43:204
36,000000	2020-10-29T19:42:43:444
36,000000	2020-10-29T19:42:43:684
36,000000	2020-10-29T19:42:43:924
36,000000	2020-10-29T19:42:44:165
32,000000	2020-10-29T19:42:44:404
28,000000	2020-10-29T19:42:44:645
20,000000	2020-10-29T19:42:44:886
8,000000	2020-10-29T19:42:45:126
8,000000	2020-10-29T19:42:45:366
4,000000	2020-10-29T19:42:45:608
4,000000	2020-10-29T19:42:45:847
4,000000	2020-10-29T19:42:46:097
4,000000	2020-10-29T19:42:46:327
4,000000	2020-10-29T19:42:46:567
4,000000	2020-10-29T19:42:46:807
4,000000	2020-10-29T19:42:47:047
4,000000	2020-10-29T19:42:47:287
4,000000	2020-10-29T19:42:47:528
4,000000	2020-10-29T19:42:47:767
4,000000	2020-10-29T19:42:48:008
12,000000	2020-10-29T19:42:48:248
12,000000	2020-10-29T19:42:48:488
4,000000	2020-10-29T19:42:48:729
4,000000	2020-10-29T19:42:48:969
4,000000	2020-10-29T19:42:49:209
8,000000	2020-10-29T19:42:49:449
8,000000	2020-10-29T19:42:49:690
8,000000	2020-10-29T19:42:49:931
8,000000	2020-10-29T19:42:50:171
8,000000	2020-10-29T19:42:50:411
20,000000	2020-10-29T19:42:50:652
24,000000	2020-10-29T19:42:50:891
28,000000	2020-10-29T19:42:51:133
24,000000	2020-10-29T19:42:51:372
16,000000	2020-10-29T19:42:51:611
12,000000	2020-10-29T19:42:51:852
12,000000	2020-10-29T19:42:52:092
8,000000	2020-10-29T19:42:52:333
12,000000	2020-10-29T19:42:52:573
12,000000	2020-10-29T19:42:52:814
28,000000	2020-10-29T19:42:53:053
20,000000	2020-10-29T19:42:53:293
28,000000	2020-10-29T19:42:53:534
40,000000	2020-10-29T19:42:53:774
36,000000	2020-10-29T19:42:54:015
