v1	v2	v3	v4	ts
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:157
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:169
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:170
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:207
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:247
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:286
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:326
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:367
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:406
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:446
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:486
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:526
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:566
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:607
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:646
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:687
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:727
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:767
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:807
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:847
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:887
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:927
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:47:967
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:48:007
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:48:047
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:48:087
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:48:127
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:48:169
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:48:209
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:48:248
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:48:288
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:48:333
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:48:371
0,000000	0,000000	0,000000	0,000000	2020-10-29T19:41:48:411
