v1	v2	v3	v4	ts
1002,422913	90,532234	29,230000	1002,389404	2020-10-29T19:41:47:154
1002,416260	90,587715	29,230000	1002,356201	2020-10-29T19:41:47:308
1002,413269	90,614143	29,240000	1002,385986	2020-10-29T19:41:47:549
1002,412781	90,619423	29,230000	1002,408447	2020-10-29T19:41:47:789
1002,414246	90,606216	29,230000	1002,427246	2020-10-29T19:41:48:028
1002,416504	90,587715	29,240000	1002,436768	2020-10-29T19:41:48:268
1002,418213	90,571861	29,230000	1002,433594	2020-10-29T19:41:48:511
1002,416260	90,587715	29,240000	1002,398682	2020-10-29T19:41:48:753
1002,415710	90,593002	29,230000	1002,410889	2020-10-29T19:41:48:991
1002,412598	90,619423	29,240000	1002,384521	2020-10-29T19:41:49:232
1002,411682	90,627350	29,230000	1002,403320	2020-10-29T19:41:49:473
1002,410950	90,632637	29,240000	1002,404297	2020-10-29T19:41:49:713
1002,410217	90,640564	29,240000	1002,403076	2020-10-29T19:41:49:953
1002,409424	90,645851	29,230000	1002,402100	2020-10-29T19:41:50:193
1002,411194	90,632637	29,240000	1002,427002	2020-10-29T19:41:50:434
1002,412720	90,619423	29,240000	1002,426758	2020-10-29T19:41:50:675
1002,413940	90,608856	29,250000	1002,424805	2020-10-29T19:41:50:914
1002,418396	90,571861	29,240000	1002,458252	2020-10-29T19:41:51:153
1002,417664	90,577148	29,240000	1002,411133	2020-10-29T19:41:51:394
1002,416138	90,590363	29,240000	1002,402344	2020-10-29T19:41:51:636
1002,416687	90,585075	29,240000	1002,421387	2020-10-29T19:41:51:875
1002,415588	90,595642	29,250000	1002,405762	2020-10-29T19:41:52:115
1002,415222	90,598289	29,250000	1002,411621	2020-10-29T19:41:52:356
1002,415283	90,595642	29,250000	1002,415527	2020-10-29T19:41:52:596
1002,413757	90,608856	29,250000	1002,400391	2020-10-29T19:41:52:837
1002,411316	90,629997	29,250000	1002,389404	2020-10-29T19:41:53:076
1002,409668	90,643204	29,250000	1002,394531	2020-10-29T19:41:53:316
1002,407166	90,664345	29,260000	1002,384521	2020-10-29T19:41:53:556
1002,407532	90,661705	29,250000	1002,410400	2020-10-29T19:41:53:795
1002,411865	90,624710	29,250000	1002,451172	2020-10-29T19:41:54:039
1002,412354	90,622070	29,260000	1002,416992	2020-10-29T19:41:54:276
1002,412354	90,622070	29,260000	1002,412598	2020-10-29T19:41:54:517
1002,408997	90,648491	29,250000	1002,378906	2020-10-29T19:41:54:756
1002,409912	90,643204	29,260000	1002,417969	2020-10-29T19:41:54:997
1002,408264	90,656418	29,260000	1002,393311	2020-10-29T19:41:55:256
1002,404968	90,682838	29,260000	1002,375000	2020-10-29T19:41:55:477
1002,406250	90,672272	29,260000	1002,417725	2020-10-29T19:41:55:733
1002,404602	90,685486	29,260000	1002,389893	2020-10-29T19:41:55:959
1002,402405	90,706619	29,269999	1002,382568	2020-10-29T19:42:16:239
1002,399963	90,725113	29,260000	1002,377441	2020-10-29T19:42:16:240
1002,397644	90,746254	29,269999	1002,376221	2020-10-29T19:42:16:240
1002,397949	90,743614	29,269999	1002,401123	2020-10-29T19:42:16:241
1002,399902	90,725113	29,269999	1002,417480	2020-10-29T19:42:16:242
1002,401672	90,711906	29,269999	1002,417236	2020-10-29T19:42:16:243
1002,401855	90,709267	29,269999	1002,403076	2020-10-29T19:42:16:243
1002,400146	90,725113	29,260000	1002,385010	2020-10-29T19:42:16:244
1002,399536	90,730400	29,269999	1002,394043	2020-10-29T19:42:16:244
1002,401001	90,717194	29,269999	1002,414062	2020-10-29T19:42:16:244
1002,402893	90,701340	29,260000	1002,419922	2020-10-29T19:42:16:244
1002,402832	90,701340	29,269999	1002,402100	2020-10-29T19:42:16:244
1002,400696	90,719833	29,269999	1002,381592	2020-10-29T19:42:16:244
1002,401672	90,711906	29,269999	1002,410889	2020-10-29T19:42:16:245
1002,406921	90,666985	29,269999	1002,454102	2020-10-29T19:42:16:245
1002,410767	90,635277	29,269999	1002,445312	2020-10-29T19:42:16:245
1002,410950	90,632637	29,269999	1002,412598	2020-10-29T19:42:16:245
1002,407654	90,661705	29,269999	1002,377686	2020-10-29T19:42:16:245
1002,406433	90,672272	29,269999	1002,395264	2020-10-29T19:42:16:245
1002,403931	90,693413	29,269999	1002,381348	2020-10-29T19:42:16:245
1002,402832	90,701340	29,269999	1002,393066	2020-10-29T19:42:16:245
1002,400452	90,722473	29,269999	1002,379150	2020-10-29T19:42:16:245
1002,398926	90,733040	29,260000	1002,384766	2020-10-29T19:42:16:246
1002,401550	90,711906	29,260000	1002,425049	2020-10-29T19:42:16:246
1002,403748	90,693413	29,260000	1002,423584	2020-10-29T19:42:16:246
1002,402100	90,709267	29,260000	1002,387695	2020-10-29T19:42:16:246
1002,402222	90,706619	29,250000	1002,403076	2020-10-29T19:42:16:246
1002,399414	90,730400	29,260000	1002,374268	2020-10-29T19:42:16:246
1002,397705	90,743614	29,260000	1002,382812	2020-10-29T19:42:16:246
1002,395508	90,762108	29,250000	1002,375977	2020-10-29T19:42:16:247
1002,393677	90,777962	29,250000	1002,376953	2020-10-29T19:42:16:247
1002,390198	90,807030	29,250000	1002,358643	2020-10-29T19:42:16:247
1002,388062	90,825523	29,250000	1002,368408	2020-10-29T19:42:16:247
1002,387756	90,828163	29,240000	1002,385010	2020-10-29T19:42:16:247
1002,389160	90,817596	29,250000	1002,401367	2020-10-29T19:42:16:247
1002,390442	90,807030	29,250000	1002,402100	2020-10-29T19:42:16:247
1002,388611	90,820236	29,240000	1002,372314	2020-10-29T19:42:16:247
1002,387268	90,833450	29,250000	1002,375488	2020-10-29T19:42:16:248
1002,389343	90,814957	29,240000	1002,407959	2020-10-29T19:42:16:248
1002,388916	90,817596	29,240000	1002,385010	2020-10-29T19:42:16:248
1002,386841	90,836090	29,240000	1002,367676	2020-10-29T19:42:16:248
1002,385254	90,849304	29,240000	1002,371094	2020-10-29T19:42:16:248
1002,385986	90,844017	29,230000	1002,392334	2020-10-29T19:42:16:248
1002,388123	90,825523	29,230000	1002,407715	2020-10-29T19:42:16:248
1002,391602	90,796455	29,230000	1002,422607	2020-10-29T19:42:16:248
1002,391541	90,796455	29,230000	1002,391357	2020-10-29T19:42:16:248
1002,395447	90,764748	29,219999	1002,430908	2020-10-29T19:42:16:249
1002,395142	90,767395	29,219999	1002,392090	2020-10-29T19:42:16:249
1002,392029	90,791176	29,230000	1002,364014	2020-10-29T19:42:16:249
1002,392822	90,785889	29,219999	1002,399902	2020-10-29T19:42:16:250
1002,391296	90,799103	29,219999	1002,377930	2020-10-29T19:42:16:250
1002,393433	90,780602	29,209999	1002,412354	2020-10-29T19:42:16:250
1002,397339	90,746254	29,209999	1002,432617	2020-10-29T19:42:16:250
1002,401123	90,717194	29,209999	1002,435303	2020-10-29T19:42:16:250
1002,405518	90,680199	29,209999	1002,444824	2020-10-29T19:42:16:250
1002,405640	90,677559	29,209999	1002,407227	2020-10-29T19:42:16:250
1002,405823	90,677559	29,209999	1002,407471	2020-10-29T19:42:16:251
1002,406006	90,674911	29,209999	1002,407471	2020-10-29T19:42:16:251
1002,407471	90,661705	29,209999	1002,420410	2020-10-29T19:42:16:251
1002,408691	90,651131	29,209999	1002,419922	2020-10-29T19:42:16:251
1002,407349	90,664345	29,199999	1002,395264	2020-10-29T19:42:16:251
1002,407471	90,661705	29,189999	1002,408936	2020-10-29T19:42:16:251
1002,406311	90,672272	29,199999	1002,396240	2020-10-29T19:42:16:251
1002,403320	90,696053	29,189999	1002,376465	2020-10-29T19:42:16:251
1002,398743	90,735687	29,189999	1002,357422	2020-10-29T19:42:16:251
1002,396057	90,759468	29,189999	1002,371338	2020-10-29T19:42:16:252
1002,394653	90,770035	29,189999	1002,382080	2020-10-29T19:42:16:252
1002,392334	90,788528	29,189999	1002,371582	2020-10-29T19:42:16:252
1002,390686	90,804382	29,189999	1002,375977	2020-10-29T19:42:16:252
1002,388611	90,820236	29,189999	1002,369873	2020-10-29T19:42:16:252
1002,385803	90,844017	29,179998	1002,360596	2020-10-29T19:42:16:252
1002,383240	90,865158	29,170000	1002,359863	2020-10-29T19:42:16:252
1002,383667	90,862518	29,179998	1002,387695	2020-10-29T19:42:16:252
1002,385681	90,846664	29,170000	1002,404053	2020-10-29T19:42:16:252
1002,388184	90,825523	29,170000	1002,410400	2020-10-29T19:42:16:253
1002,390869	90,801743	29,170000	1002,414795	2020-10-29T19:42:16:253
1002,390808	90,801743	29,170000	1002,390625	2020-10-29T19:42:16:253
1002,388306	90,822884	29,170000	1002,365234	2020-10-29T19:42:16:253
1002,388489	90,822884	29,170000	1002,389648	2020-10-29T19:42:16:253
1002,388672	90,820236	29,170000	1002,390625	2020-10-29T19:42:16:253
1002,388733	90,820236	29,160000	1002,389160	2020-10-29T19:42:16:253
1002,390564	90,804382	29,160000	1002,406982	2020-10-29T19:42:16:254
1002,391968	90,793816	29,150000	1002,404785	2020-10-29T19:42:16:257
1002,393311	90,780602	29,160000	1002,405273	2020-10-29T19:42:16:417
1002,395020	90,767395	29,150000	1002,410400	2020-10-29T19:42:16:638
1002,397461	90,746254	29,150000	1002,418945	2020-10-29T19:42:16:879
1002,397705	90,743614	29,139999	1002,399414	2020-10-29T19:42:41:117
1002,400330	90,722473	29,150000	1002,424316	2020-10-29T19:42:41:119
1002,402039	90,709267	29,139999	1002,417236	2020-10-29T19:42:41:120
1002,401733	90,711906	29,139999	1002,398926	2020-10-29T19:42:41:120
1002,400146	90,725113	29,139999	1002,385498	2020-10-29T19:42:41:121
1002,400330	90,722473	29,139999	1002,401855	2020-10-29T19:42:41:121
1002,401672	90,711906	29,139999	1002,413574	2020-10-29T19:42:41:121
1002,403809	90,693413	29,129999	1002,422852	2020-10-29T19:42:41:121
1002,404846	90,685486	29,139999	1002,414551	2020-10-29T19:42:41:121
1002,407288	90,664345	29,139999	1002,428955	2020-10-29T19:42:41:122
1002,406677	90,669632	29,129999	1002,401123	2020-10-29T19:42:41:122
1002,403320	90,696053	29,129999	1002,373047	2020-10-29T19:42:41:122
1002,401855	90,709267	29,129999	1002,388916	2020-10-29T19:42:41:122
1002,401245	90,714546	29,129999	1002,396240	2020-10-29T19:42:41:123
1002,402527	90,703979	29,129999	1002,414062	2020-10-29T19:42:41:123
1002,403687	90,693413	29,129999	1002,414551	2020-10-29T19:42:41:123
1002,403259	90,698692	29,129999	1002,399902	2020-10-29T19:42:41:123
1002,403992	90,690765	29,129999	1002,410400	2020-10-29T19:42:41:124
1002,402466	90,703979	29,129999	1002,388428	2020-10-29T19:42:41:124
1002,401794	90,709267	29,119999	1002,395996	2020-10-29T19:42:41:124
1002,404602	90,685486	29,119999	1002,429443	2020-10-29T19:42:41:124
1002,409180	90,648491	29,119999	1002,450195	2020-10-29T19:42:41:124
1002,407227	90,664345	29,119999	1002,389893	2020-10-29T19:42:41:124
1002,401550	90,711906	29,109999	1002,350098	2020-10-29T19:42:41:124
1002,400024	90,725113	29,119999	1002,386475	2020-10-29T19:42:41:125
1002,397278	90,748894	29,119999	1002,372559	2020-10-29T19:42:41:125
1002,394348	90,772675	29,109999	1002,367676	2020-10-29T19:42:41:125
1002,394287	90,772675	29,119999	1002,393555	2020-10-29T19:42:41:125
1002,396667	90,754181	29,119999	1002,418213	2020-10-29T19:42:41:163
1002,396484	90,754181	29,109999	1002,394775	2020-10-29T19:42:41:164
1002,393494	90,780602	29,109999	1002,366455	2020-10-29T19:42:41:165
1002,391113	90,799103	29,109999	1002,369873	2020-10-29T19:42:41:167
1002,387573	90,830811	29,109999	1002,355469	2020-10-29T19:42:41:167
1002,383545	90,862518	29,109999	1002,347412	2020-10-29T19:42:41:167
1002,381287	90,883652	29,109999	1002,361328	2020-10-29T19:42:41:168
1002,380676	90,886299	29,109999	1002,375488	2020-10-29T19:42:41:168
1002,380127	90,891579	29,099998	1002,375244	2020-10-29T19:42:41:168
1002,375061	90,933853	29,099998	1002,329346	2020-10-29T19:42:41:168
1002,371582	90,962921	29,099998	1002,340332	2020-10-29T19:42:41:168
1002,370544	90,973488	29,099998	1002,361084	2020-10-29T19:42:41:168
1002,371521	90,965561	29,099998	1002,379883	2020-10-29T19:42:41:169
1002,373840	90,944427	29,099998	1002,395020	2020-10-29T19:42:41:169
1002,379395	90,899506	29,090000	1002,429688	2020-10-29T19:42:41:169
1002,383484	90,865158	29,090000	1002,420410	2020-10-29T19:42:41:170
1002,387512	90,830811	29,090000	1002,423584	2020-10-29T19:42:41:171
1002,390930	90,801743	29,090000	1002,421387	2020-10-29T19:42:41:171
1002,396423	90,756821	29,090000	1002,445801	2020-10-29T19:42:41:171
1002,398315	90,738327	29,080000	1002,415527	2020-10-29T19:42:41:173
1002,400635	90,719833	29,080000	1002,421631	2020-10-29T19:42:41:174
1002,401306	90,714546	29,090000	1002,407715	2020-10-29T19:42:41:175
1002,403381	90,696053	29,080000	1002,422119	2020-10-29T19:42:41:175
1002,404724	90,685486	29,080000	1002,416992	2020-10-29T19:42:41:175
1002,407410	90,664345	29,080000	1002,431641	2020-10-29T19:42:41:176
1002,410217	90,640564	29,080000	1002,435791	2020-10-29T19:42:41:176
1002,410889	90,632637	29,070000	1002,416748	2020-10-29T19:42:41:177
1002,411560	90,627350	29,080000	1002,417480	2020-10-29T19:42:41:177
