light_level	ts
0,000000	2020-10-13T23:10:57:746
0,000000	2020-10-13T23:10:57:896
0,000000	2020-10-13T23:10:58:136
0,000000	2020-10-13T23:10:58:377
0,000000	2020-10-13T23:10:58:617
0,000000	2020-10-13T23:10:58:857
0,000000	2020-10-13T23:10:59:099
0,000000	2020-10-13T23:10:59:340
0,000000	2020-10-13T23:10:59:581
0,000000	2020-10-13T23:10:59:820
0,000000	2020-10-13T23:11:00:060
0,000000	2020-10-13T23:11:00:300
0,000000	2020-10-13T23:11:00:541
0,000000	2020-10-13T23:11:00:781
0,000000	2020-10-13T23:11:01:021
0,000000	2020-10-13T23:11:01:262
0,000000	2020-10-13T23:11:01:503
0,000000	2020-10-13T23:11:01:742
0,000000	2020-10-13T23:11:01:982
0,000000	2020-10-13T23:11:02:223
0,000000	2020-10-13T23:11:02:462
0,000000	2020-10-13T23:11:02:702
0,000000	2020-10-13T23:11:02:941
0,000000	2020-10-13T23:11:03:183
0,000000	2020-10-13T23:11:03:423
0,000000	2020-10-13T23:11:03:663
0,000000	2020-10-13T23:11:03:903
0,000000	2020-10-13T23:11:04:143
0,000000	2020-10-13T23:11:04:383
0,000000	2020-10-13T23:11:04:625
0,000000	2020-10-13T23:11:04:864
0,000000	2020-10-13T23:11:05:104
0,000000	2020-10-13T23:11:05:345
0,000000	2020-10-13T23:11:05:586
0,000000	2020-10-13T23:11:05:826
0,000000	2020-10-13T23:11:06:066
0,000000	2020-10-13T23:11:06:306
0,000000	2020-10-13T23:11:06:546
0,000000	2020-10-13T23:11:06:788
0,000000	2020-10-13T23:11:07:027
0,000000	2020-10-13T23:11:07:267
0,000000	2020-10-13T23:11:07:507
0,000000	2020-10-13T23:11:07:747
0,000000	2020-10-13T23:11:07:988
0,000000	2020-10-13T23:11:08:228
0,000000	2020-10-13T23:11:08:468
0,000000	2020-10-13T23:11:08:707
0,000000	2020-10-13T23:11:08:948
0,000000	2020-10-13T23:11:09:189
0,000000	2020-10-13T23:11:09:430
0,000000	2020-10-13T23:11:09:669
0,000000	2020-10-13T23:11:09:909
0,000000	2020-10-13T23:11:10:149
0,000000	2020-10-13T23:11:10:390
0,000000	2020-10-13T23:11:10:630
